CATEGORY,BARCODE,NAME,PRICE_MIN,PRICE_MAX,IMAGE,CATEGORY_NAME,UNIT,DISPLAY,retailer,from,to
1,7063330,Σταφύλια,3.57,4.82,stafilia.jpg,Φρούτα,Kg,,ab,16-06-2026,22-06-2026
11,7063667,Τομάτες,1.85,4.49,ntomates.jpg,Λαχανικά,Kg,,ab,16-06-2026,22-06-2026
12,7063697,Τοματίνια,3.75,2.79,ntomatinia.jpg,Λαχανικά,Kg,,ab,16-06-2026,22-06-2026
13,7063652,Αγγούρια,0.49,1.99,aggouria.jpg,Λαχανικά,Kg,,ab,16-06-2026,22-06-2026
14,7063710,Κολοκύθια,1.49,4.09,kolokuthia.jpg,Λαχανικά,kg,,ab,16-06-2026,22-06-2026
15,7063845,Μαρούλια,0.89,1.79,maroulia.jpg,Λαχανικά,Kg,,ab,16-06-2026,22-06-2026
16,7338136,Ρόκα,1.15,1.15,roka.jpg,Λαχανικά,Kg,,ab,16-06-2026,22-06-2026
17.1,7064162,Πατάτες Κύπρου,1.54,1.54,patates_kuprou.jpg,Λαχανικά,Kg,,ab,16-06-2026,22-06-2026
17.2,7335944,Πατάτες εγχώριες,0.8,2.55,patates_egxories.jpg,Λαχανικά,Kg,,ab,16-06-2026,22-06-2026
18,7064239,Σκόρδα (κομμάτι),0.62,0.62,skorda.jpg,Λαχανικά,τμχ.,,ab,16-06-2026,22-06-2026
19,7064213,Κρεμμύδια ξερά,0.9,2.19,kremmudia_xeria.jpg,Λαχανικά,Kg,,ab,16-06-2026,22-06-2026
2,7062943,Λεμόνια,2.15,3.99,lemonia.jpg,Φρούτα,Kg,,ab,16-06-2026,22-06-2026
20,7064229,Κρεμμύδια φρέσκα,2.98,2.98,kremmudia_freska.jpg,Λαχανικά,Kg,,ab,16-06-2026,22-06-2026
21,7063904,Σπανάκι,2.25,4.45,spanaki.jpg,Λαχανικά,Kg,,ab,16-06-2026,22-06-2026
22,7063905,Παντζάρια,1.65,2.35,pantzaria.jpg,Λαχανικά,Kg,,ab,16-06-2026,22-06-2026
23,7063924,Καρότα,0.92,2.73,karota.jpg,Λαχανικά,Kg,,ab,16-06-2026,22-06-2026
24,7063936,Ραπανάκια,0.85,0.85,rapanakia.jpg,Λαχανικά,Kg,,ab,16-06-2026,22-06-2026
25,7063804,Λάχανα,0.59,2.05,laxana.jpg,Λαχανικά,Kg,,ab,16-06-2026,22-06-2026
