CATEGORY,BARCODE,NAME,PRICE_MIN,PRICE_MAX,IMAGE,CATEGORY_NAME,UNIT,DISPLAY,retailer,from,to
1,7063330,Σταφύλια,3.57,4.82,stafilia.jpg,Φρούτα,Kg,,ab,21-04-2026,27-04-2026
11,7063667,Τομάτες,2.75,4.69,ntomates.jpg,Λαχανικά,Kg,,ab,21-04-2026,27-04-2026
12,7063697,Τοματίνια,6.79,2.79,ntomatinia.jpg,Λαχανικά,Kg,,ab,21-04-2026,27-04-2026
13,7063652,Αγγούρια,0.68,1.99,aggouria.jpg,Λαχανικά,Kg,,ab,21-04-2026,27-04-2026
14,7063710,Κολοκύθια,2.65,8.75,kolokuthia.jpg,Λαχανικά,kg,,ab,21-04-2026,27-04-2026
15,7063845,Μαρούλια,0.95,1.69,maroulia.jpg,Λαχανικά,Kg,,ab,21-04-2026,27-04-2026
16,7338136,Ρόκα,1.15,1.15,roka.jpg,Λαχανικά,Kg,,ab,21-04-2026,27-04-2026
17.1,7064162,Πατάτες Κύπρου,1.65,1.65,patates_kuprou.jpg,Λαχανικά,Kg,,ab,21-04-2026,27-04-2026
17.2,7335944,Πατάτες εγχώριες,0.89,2.45,patates_egxories.jpg,Λαχανικά,Kg,,ab,21-04-2026,27-04-2026
18,7064239,Σκόρδα (κομμάτι),0.64,0.64,skorda.jpg,Λαχανικά,τμχ.,,ab,21-04-2026,27-04-2026
19,7064213,Κρεμμύδια ξερά,0.84,2.32,kremmudia_xeria.jpg,Λαχανικά,Kg,,ab,21-04-2026,27-04-2026
2,7062943,Λεμόνια,2.15,2.49,lemonia.jpg,Φρούτα,Kg,,ab,21-04-2026,27-04-2026
20,7064229,Κρεμμύδια φρέσκα,2.85,2.85,kremmudia_freska.jpg,Λαχανικά,Kg,,ab,21-04-2026,27-04-2026
21,7063904,Σπανάκι,2.05,4.25,spanaki.jpg,Λαχανικά,Kg,,ab,21-04-2026,27-04-2026
22,7063905,Παντζάρια,1.55,3.36,pantzaria.jpg,Λαχανικά,Kg,,ab,21-04-2026,27-04-2026
23,7063924,Καρότα,0.89,2.75,karota.jpg,Λαχανικά,Kg,,ab,21-04-2026,27-04-2026
24,7063936,Ραπανάκια,0.9,0.9,rapanakia.jpg,Λαχανικά,Kg,,ab,21-04-2026,27-04-2026
25,7063804,Λάχανα,0.52,1.45,laxana.jpg,Λαχανικά,Kg,,ab,21-04-2026,27-04-2026
26,7063767,Κουνουπίδια,2.79,6.1,kounoupidia.jpg,Λαχανικά,Kg,,ab,21-04-2026,27-04-2026
27,7063823,Μπρόκολο,4.39,6.59,mprokolo.jpg,Λαχανικά,Kg,,ab,21-04-2026,27-04-2026
28.1,7063729,Πιπεριές χονδρές,3.98,6.98,piperies_xondres.jpg,Λαχανικά,Kg,,ab,21-04-2026,27-04-2026
28.2,7063738,Πιπεριές μακριές,4.25,4.25,piperies_makries.jpg,Λαχανικά,Kg,,ab,21-04-2026,27-04-2026
29,7063831,Μελιτζάνες,2.65,7.05,melitzanes.jpg,Λαχανικά,Kg,,ab,21-04-2026,27-04-2026
3,7063298,Μπανάνες,1.85,1.99,bananes.jpg,Φρούτα,Kg,,ab,21-04-2026,27-04-2026
30,7064307,Μαϊντανός,0.75,1.68,maintanos.jpg,Λαχανικά,Kg,,ab,21-04-2026,27-04-2026
31,7064310,Άνηθος,0.76,2.05,anithos.jpg,Λαχανικά,Kg,,ab,21-04-2026,27-04-2026
32,7064311,Σέλινο,1.89,2.99,selino.jpg,Λαχανικά,Kg,,ab,21-04-2026,27-04-2026
33,7063776,Φασολάκια ,6.55,6.55,fasolakia.jpg,Λαχανικά,Kg,,ab,21-04-2026,27-04-2026
4,7062871,Πορτοκάλια Βαλέντσια ,1.34,1.89,portokalia.jpg,Φρούτα,Kg,,ab,21-04-2026,27-04-2026
5,7062908,Μανταρίνια,2.09,2.92,mantarinia.jpg,Φρούτα,Kg,,ab,21-04-2026,27-04-2026
6,7125570,Αχλάδια,2.25,7.15,axladia.jpg,Φρούτα,Kg,,ab,21-04-2026,27-04-2026
7.1,7062828,Μήλα Golden Delicious,2.15,4.99,mila_golden_delicious.jpg,Φρούτα,Kg,,ab,21-04-2026,27-04-2026
7.2,7062840,Μήλα Granny Smith ,2.1,4.99,mila_granny_smith.jpg,Φρούτα,Kg,,ab,21-04-2026,27-04-2026
7.3,7633877,Μήλα Starkin Delicious,1.63,4.69,mila_starkin_delicious.jpg,Φρούτα,Kg,,ab,21-04-2026,27-04-2026
7.4,7062808,Μήλα Gala,1.98,4.85,mila_gala.jpg,Φρούτα,Kg,,ab,21-04-2026,27-04-2026
8,7063274,Ρόδια,2.95,3.35,rodia.jpg,Φρούτα,Kg,,ab,21-04-2026,27-04-2026
9,7064279,Μανιτάρια,1.45,1.45,manitaria.jpg,Λαχανικά,Kg,,ab,21-04-2026,27-04-2026
22,19002,Παντζάρια,1.98,1.98,19002.jpg,Λαχανικά,Kg,,bazaar,21-04-2026,27-04-2026
11,19004,Τομάτες,1.88,1.88,19004.jpg,Λαχανικά,Kg,,bazaar,21-04-2026,27-04-2026
14,19008,Κολοκύθια,2.29,2.29,19008.jpg,Λαχανικά,kg,,bazaar,21-04-2026,27-04-2026
7.2,19023,Μήλα Granny Smith,2.29,2.29,19023.jpg,Φρούτα,Kg,,bazaar,21-04-2026,27-04-2026
26,19028,Κουνουπίδια,3.65,3.65,19028.jpg,Λαχανικά,Kg,,bazaar,21-04-2026,27-04-2026
29,19034,Μελιτζάνες,1.85,1.85,19034.jpg,Λαχανικά,Kg,,bazaar,21-04-2026,27-04-2026
28.2,19036,Πιπεριές μακριές,3.2,4.8,19036.jpg,Λαχανικά,Kg,,bazaar,21-04-2026,27-04-2026
6,19042,Αχλάδια,2.4,2.4,19042.jpg,Φρούτα,Kg,,bazaar,21-04-2026,27-04-2026
30,19044,Μαϊντανός,0.55,0.55,19044.jpg,Λαχανικά,Kg,,bazaar,21-04-2026,27-04-2026
31,19045,’νηθος,0.6,0.6,19045.jpg,Λαχανικά,Kg,,bazaar,21-04-2026,27-04-2026
21,19046,Σπανάκι,3.19,3.19,19046.jpg,Λαχανικά,Kg,,bazaar,21-04-2026,27-04-2026
13,19052,Αγγούρια,1.59,1.59,19052.jpg,Λαχανικά,Kg,,bazaar,21-04-2026,27-04-2026
7.3,19066,Μήλα Starkin Delicious,2.29,2.29,19066.jpg,Φρούτα,Kg,,bazaar,21-04-2026,27-04-2026
32,19067,Σέλινο,0.55,0.55,19067.jpg,Λαχανικά,Kg,,bazaar,21-04-2026,27-04-2026
20,19071,Κρεμμύδια φρέσκα,0.75,0.75,19071.jpg,Λαχανικά,Kg,,bazaar,21-04-2026,27-04-2026
8,19074,Ρόδια,4.64,4.64,19074.jpg,Φρούτα,Kg,,bazaar,21-04-2026,27-04-2026
27,19076,Μπρόκολο,4.29,4.29,19076.jpg,Λαχανικά,Kg,,bazaar,21-04-2026,27-04-2026
4,19100,Πορτοκάλια Βαλέντσια,1.19,1.19,19100.jpg,Φρούτα,Kg,,bazaar,21-04-2026,27-04-2026
15,19119,Μαρούλια,1.1,1.1,19119.jpg,Λαχανικά,Kg,,bazaar,21-04-2026,27-04-2026
7.1,19124,Μήλα Golden Delicious,2.64,2.64,19124.jpg,Φρούτα,Kg,,bazaar,21-04-2026,27-04-2026
19,19130,Κρεμμύδια ξερά,0.88,0.88,19130.jpg,Λαχανικά,Kg,,bazaar,21-04-2026,27-04-2026
9,19173,Μανιτάρια,4.39,4.39,19173.jpg,Λαχανικά,Kg,,bazaar,21-04-2026,27-04-2026
23,19185,Καρότα,0.93,0.93,19185.jpg,Λαχανικά,Kg,,bazaar,21-04-2026,27-04-2026
3,19213,Μπανάνες,1.8,1.8,19213.jpg,Φρούτα,Kg,,bazaar,21-04-2026,27-04-2026
17.2,19214,Πατάτες εγχώριες,1.28,1.28,19214.jpg,Λαχανικά,Kg,,bazaar,21-04-2026,27-04-2026
10,19792,Αγκινάρες,4.69,4.69,19792.jpg,Λαχανικά,Kg,,bazaar,21-04-2026,27-04-2026
28.1,19806,Πιπεριές χονδρές,4.65,4.65,19806.jpg,Λαχανικά,Kg,,bazaar,21-04-2026,27-04-2026
1,19921,Σταφύλια,4.16,4.16,19921.jpg,Φρούτα,Kg,,bazaar,21-04-2026,27-04-2026
25,19935,Λάχανα,0.7,1.19,19935.jpg,Λαχανικά,Kg,,bazaar,21-04-2026,27-04-2026
2,19938,Λεμόνια,2.24,2.24,19938.jpg,Φρούτα,Kg,,bazaar,21-04-2026,27-04-2026
17.3,19986,Πατάτες εισαγωγής,0.8,0.8,19986.jpg,Λαχανικά,Kg,,bazaar,21-04-2026,27-04-2026
18,5202336028665,Σκόρδα (κομμάτι),0.45,0.45,5202336028665.jpg,Λαχανικά,τμχ.,,bazaar,21-04-2026,27-04-2026
