CATEGORY,BARCODE,NAME,PRICE_MIN,PRICE_MAX,IMAGE,CATEGORY_NAME,UNIT,DISPLAY,retailer,from,to
1,7063330,Σταφύλια,3.97,4.25,stafilia.jpg,Φρούτα,Kg,,ab,31-12-2024,06-01-2025
11,7063667,Τομάτες,2.35,2.65,ntomates.jpg,Λαχανικά,Kg,,ab,31-12-2024,06-01-2025
12,7063697,Τοματίνια,4.45,10.76,ntomatinia.jpg,Λαχανικά,Kg,,ab,31-12-2024,06-01-2025
13,7063652,Αγγούρια,0.59,1.95,aggouria.jpg,Λαχανικά,Kg,,ab,31-12-2024,06-01-2025
14,7063710,Κολοκύθια,2.64,6.38,kolokuthia.jpg,Λαχανικά,kg,,ab,31-12-2024,06-01-2025
15,7063845,Μαρούλια,0.76,1.28,maroulia.jpg,Λαχανικά,Kg,,ab,31-12-2024,06-01-2025
16,7338136,Ρόκα,1.31,1.31,roka.jpg,Λαχανικά,Kg,,ab,31-12-2024,06-01-2025
17.1,7064162,Πατάτες Κύπρου,1.79,1.79,patates_kuprou.jpg,Λαχανικά,Kg,,ab,31-12-2024,06-01-2025
17.2,7335944,Πατάτες εγχώριες,0.99,2.18,patates_egxories.jpg,Λαχανικά,Kg,,ab,31-12-2024,06-01-2025
18,7064239,Σκόρδα (κομμάτι),0.65,0.95,skorda.jpg,Λαχανικά,τμχ.,,ab,31-12-2024,06-01-2025
19,7064213,Κρεμμύδια ξερά,0.72,1.63,kremmudia_xeria.jpg,Λαχανικά,Kg,,ab,31-12-2024,06-01-2025
2,7062943,Λεμόνια,1.19,2.42,lemonia.jpg,Φρούτα,Kg,,ab,31-12-2024,06-01-2025
20,7064229,Κρεμμύδια φρέσκα,2.26,2.26,kremmudia_freska.jpg,Λαχανικά,Kg,,ab,31-12-2024,06-01-2025
21,7063904,Σπανάκι,1.95,4.83,spanaki.jpg,Λαχανικά,Kg,,ab,31-12-2024,06-01-2025
22,7063905,Παντζάρια,1.39,4.13,pantzaria.jpg,Λαχανικά,Kg,,ab,31-12-2024,06-01-2025
23,7063924,Καρότα,0.89,2.29,karota.jpg,Λαχανικά,Kg,,ab,31-12-2024,06-01-2025
24,7063936,Ραπανάκια,0.92,0.92,rapanakia.jpg,Λαχανικά,Kg,,ab,31-12-2024,06-01-2025
25,7063804,Λάχανα,0.89,1.58,laxana.jpg,Λαχανικά,Kg,,ab,31-12-2024,06-01-2025
26,7063767,Κουνουπίδια,1.95,5.62,kounoupidia.jpg,Λαχανικά,Kg,,ab,31-12-2024,06-01-2025
27,7063823,Μπρόκολο,3.07,5.75,mprokolo.jpg,Λαχανικά,Kg,,ab,31-12-2024,06-01-2025
28.1,7063729,Πιπεριές χονδρές,2.25,3.31,piperies_xondres.jpg,Λαχανικά,Kg,,ab,31-12-2024,06-01-2025
28.2,7063738,Πιπεριές μακριές,2.45,2.45,piperies_makries.jpg,Λαχανικά,Kg,,ab,31-12-2024,06-01-2025
29,7063831,Μελιτζάνες,2.59,3.28,melitzanes.jpg,Λαχανικά,Kg,,ab,31-12-2024,06-01-2025
3,7063298,Μπανάνες,1.85,2.04,bananes.jpg,Φρούτα,Kg,,ab,31-12-2024,06-01-2025
30,7064307,Μαϊντανός,0.69,1.68,maintanos.jpg,Λαχανικά,Kg,,ab,31-12-2024,06-01-2025
31,7064310,Άνηθος,0.69,1.68,anithos.jpg,Λαχανικά,Kg,,ab,31-12-2024,06-01-2025
32,7064311,Σέλινο,2.25,3.39,selino.jpg,Λαχανικά,Kg,,ab,31-12-2024,06-01-2025
33,7063776,Φασολάκια ,4.39,4.39,fasolakia.jpg,Λαχανικά,Kg,,ab,31-12-2024,06-01-2025
4,7062871,Πορτοκάλια Βαλέντσια ,1.09,2.1,portokalia.jpg,Φρούτα,Kg,,ab,31-12-2024,06-01-2025
5,7062908,Μανταρίνια,1.75,2.73,mantarinia.jpg,Φρούτα,Kg,,ab,31-12-2024,06-01-2025
6,7125570,Αχλάδια,1.46,6.22,axladia.jpg,Φρούτα,Kg,,ab,31-12-2024,06-01-2025
