CATEGORY,BARCODE,NAME,PRICE_MIN,PRICE_MAX,IMAGE,CATEGORY_NAME,UNIT,DISPLAY,retailer,from,to,"CATEGORY,BARCODE,NAME,PRICE_MIN,PRICE_MAX,IMAGE",null
8,521400055,Ρόδια,5.85,5.85,0318360_1.jpg,Φρούτα,Kg,,masoutis,17-03-2026,23-03-2026,,
9,521400277,Μανιτάρια,4.9,6.7,3870631_1.jpg,Λαχανικά,Kg,,masoutis,17-03-2026,23-03-2026,,
11,219861100,Τομάτες,2.35,2.63,0317560_1.jpg,Λαχανικά,Kg,,masoutis,17-03-2026,23-03-2026,,
12,521400128,Τοματίνια,6.84,9.38,3599933_1.jpg,Λαχανικά,Kg,,masoutis,17-03-2026,23-03-2026,,
13,520013367,Αγγούρια,0.65,0.65,0318451_1.jpg,Λαχανικά,Kg,,masoutis,17-03-2026,23-03-2026,,
14,219814300,Κολοκύθια,2.98,3.05,0317677_1.jpg,Λαχανικά,kg,,masoutis,17-03-2026,23-03-2026,,
15,210685500,Μαρούλια,0.92,0.94,0317719_1.jpg,Λαχανικά,Kg,,masoutis,17-03-2026,23-03-2026,,
16,520013430,Ρόκα,7.2,7.2,3573615_1.jpg,Λαχανικά,Kg,,masoutis,17-03-2026,23-03-2026,,
18,843701919,Σκόρδα (κομμάτι),0.43,0.45,0496489_1.jpg,Λαχανικά,τμχ.,,masoutis,17-03-2026,23-03-2026,,
19,219855300,Κρεμμύδια ξερά,0.9,0.97,2152155_1.jpg,Λαχανικά,Kg,,masoutis,17-03-2026,23-03-2026,,
20,520013430,Κρεμμύδια φρέσκα,0.96,0.96,0574418_1.jpg,Λαχανικά,Kg,,masoutis,17-03-2026,23-03-2026,,
21,210614200,Σπανάκι,2.1,2.1,0317685_1.jpg,Λαχανικά,Kg,,masoutis,17-03-2026,23-03-2026,,
22,210613800,Παντζάρια,1.43,1.43,0317636_1.jpg,Λαχανικά,Kg,,masoutis,17-03-2026,23-03-2026,,
23,210686900,Καρότα,0.72,0.83,0318261_1.jpg,Λαχανικά,Kg,,masoutis,17-03-2026,23-03-2026,,
24,520011861,Ραπανάκια,6.64,6.88,0444836_1.jpg,Λαχανικά,Kg,,masoutis,17-03-2026,23-03-2026,,
25,210686800,Λάχανα,0.45,2.68,0317727_1.jpg,Λαχανικά,Kg,,masoutis,17-03-2026,23-03-2026,,
26,210615100,Κουνουπίδια,1.9,1.98,0317776_1.jpg,Λαχανικά,Kg,,masoutis,17-03-2026,23-03-2026,,
27,210637800,Μπρόκολα,3.2,3.24,3204070_1.jpg,Λαχανικά,Kg,,masoutis,17-03-2026,23-03-2026,,
29,219856800,Μελιτζάνες,4.11,4.11,0317669_1.jpg,Λαχανικά,Kg,,masoutis,17-03-2026,23-03-2026,,
30,520013430,Μαϊντανός,7.2,7.2,0318469_1.jpg,Λαχανικά,Kg,,masoutis,17-03-2026,23-03-2026,,
31,520013430,Ανηθος,7.4,7.4,0437285_1.jpg,Λαχανικά,Kg,,masoutis,17-03-2026,23-03-2026,,
32,210691500,Σέλινο,1.78,2.07,0317768_1.jpg,Λαχανικά,Kg,,masoutis,17-03-2026,23-03-2026,,
33,210665900,Φασολάκια,4.05,4.05,,Λαχανικά,Kg,,masoutis,17-03-2026,23-03-2026,,
17.1,210681000,Πατάτες Κύπρου,1.55,1.55,1697325_1.jpg,Λαχανικά,Kg,,masoutis,17-03-2026,23-03-2026,,
17.2,219859100,Πατάτες εγχώριες,0.85,1.7,0317479_1.jpg,Λαχανικά,Kg,,masoutis,17-03-2026,23-03-2026,,
17.3,219809600,Πατάτες εισαγωγής,0.75,1.98,0539759_1.jpg,Λαχανικά,Kg,,masoutis,17-03-2026,23-03-2026,,
28.1,520037810,Πιπεριές χονδρές,4.52,5.29,0317651_1.jpg,Λαχανικά,Kg,,masoutis,17-03-2026,23-03-2026,,
28.2,764460243,Πιπεριές μακριές,4.07,4.61,0317644_1.jpg,Λαχανικά,Kg,,masoutis,17-03-2026,23-03-2026,,
7.1,210686500,Μήλα Golden Delicious,1.98,1.98,0317149_1.jpg,Φρούτα,Kg,,masoutis,17-03-2026,23-03-2026,,
7.2,219860900,Μήλα Granny Smith,1.58,1.58,0317131_1.jpg,Φρούτα,Kg,,masoutis,17-03-2026,23-03-2026,,
7.3,210647400,Μήλα Starkin Delicious,1.98,2.55,3339017_1.jpg,Φρούτα,Kg,,masoutis,17-03-2026,23-03-2026,,
2,14202046,Λεμόνια,1.6,1.99,14202046_1.jpg,Φρούτα,Kg,,marketin,17-03-2026,23-03-2026,,
3,14202293,Μπανάνες,1.49,1.59,14202293_1.jpg,Φρούτα,Kg,,marketin,17-03-2026,23-03-2026,,
4,14202151,Πορτοκάλια,1.02,1.25,14202151_1.jpg,Φρούτα,Kg,,marketin,17-03-2026,23-03-2026,,
5,89018013,Μανταρίνια,1.59,1.99,89018013_1.jpg,Φρούτα,Kg,,marketin,17-03-2026,23-03-2026,,
6,14202768,Αχλάδια,2.4,3.85,14202768_1.jpg,Φρούτα,Kg,,marketin,17-03-2026,23-03-2026,,
7,89012587,Μήλα,2.35,3.65,89012587_1.jpg,Φρούτα,Kg,,marketin,17-03-2026,23-03-2026,,
7.1,14202362,Μήλα Golden Delicious,1.98,3.69,14202362_1.jpg,Φρούτα,Kg,,marketin,17-03-2026,23-03-2026,,
7.2,14202438,Μήλα Granny Smith ,1.98,2.85,14202438_1.jpg,Φρούτα,Kg,,marketin,17-03-2026,23-03-2026,,
7.3,14202648,Μήλα Starkin Delicious,1.98,2.18,14202648_1.jpg,Φρούτα,Kg,,marketin,17-03-2026,23-03-2026,,
9,14202126,Μανιτάρια,1.4,4.25,14202126_1.jpg,Λαχανικά,Kg,,marketin,17-03-2026,23-03-2026,,
11,14202121,Τομάτες,2.69,2.99,14202121_1.jpg,Λαχανικά,Kg,,marketin,17-03-2026,23-03-2026,,
12,89009116,Τοματίνια,1.98,2.39,89009116_1.jpg,Λαχανικά,Kg,,marketin,17-03-2026,23-03-2026,,
13,14202005,Αγγούρια,0.68,3.25,14202005_1.jpg,Λαχανικά,Kg,,marketin,17-03-2026,23-03-2026,,
14,14202384,Κολοκύθια,2.98,4.29,14202384_1.jpg,Λαχανικά,kg,,marketin,17-03-2026,23-03-2026,,
15,14202591,Μαρούλια,1.15,1.3,14202591_1.jpg,Λαχανικά,Kg,,marketin,17-03-2026,23-03-2026,,
16,14202031,Ρόκα,0.75,1.38,14202031_1.jpg,Λαχανικά,Kg,,marketin,17-03-2026,23-03-2026,,
17.1,14202298,Πατάτες Κύπρου,1.55,1.69,14202298_1.jpg,Λαχανικά,Kg,,marketin,17-03-2026,23-03-2026,,
17.3 ,14202999,Πατάτες εισαγωγής,0.69,2.19,14202999_1.jpg,,,,marketin,17-03-2026,23-03-2026,,
18,14202156,Σκόρδα (κομμάτι),0.58,0.69,14202156_1.jpg,Λαχανικά,τμχ.,,marketin,17-03-2026,23-03-2026,,
19,14202389,Κρεμμύδια ξερά,0.59,0.65,14202389_1.jpg,Λαχανικά,Kg,,marketin,17-03-2026,23-03-2026,,
20,89004469,Κρεμμύδια φρέσκα,0.96,0.99,89004469_1.jpg,Λαχανικά,Kg,,marketin,17-03-2026,23-03-2026,,
21,14202131,Σπανάκι,2.09,2.45,14202131_1.jpg,Λαχανικά,Kg,,marketin,17-03-2026,23-03-2026,,
23,14202232,Καρότα,0.72,0.99,14202232_1.jpg,Λαχανικά,Kg,,marketin,17-03-2026,23-03-2026,,
25,14202422,Λάχανα,0.45,0.5,14202422_1.jpg,Λαχανικά,Kg,,marketin,17-03-2026,23-03-2026,,
26,14202025,Κουνουπίδια,2.09,2.45,14202025_1.jpg,Λαχανικά,Kg,,marketin,17-03-2026,23-03-2026,,
27,14202767,Μπρόκολο,3.19,3.89,14202767_1.jpg,Λαχανικά,Kg,,marketin,17-03-2026,23-03-2026,,
28.1,14202001,Πιπεριές χονδρές,2.78,6.79,14202001_1.jpg,Λαχανικά,Kg,,marketin,17-03-2026,23-03-2026,,
28.2,14202684,Πιπεριές μακριές,4.49,5.49,14202684_1.jpg,Λαχανικά,Kg,,marketin,17-03-2026,23-03-2026,,
29,14202454,Μελιτζάνες,4.39,4.59,14202454_1.jpg,Λαχανικά,Kg,,marketin,17-03-2026,23-03-2026,,
30,14202082,Μαϊντανός,0.72,0.79,14202082_1.jpg,Λαχανικά,Kg,,marketin,17-03-2026,23-03-2026,,
31,14202047,’νηθος,0.74,1.2,14202047_1.jpg,Λαχανικά,Kg,,marketin,17-03-2026,23-03-2026,,
32,14202367,Σέλινο,0.55,0.75,14202367_1.jpg,Λαχανικά,Kg,,marketin,17-03-2026,23-03-2026,,
2,198021                                                      ,Λεμόνια,1.60,1.60,198021_E1.jpg,Φρούτα,Kg,,mymarket,17-03-2026,23-03-2026,,
3,192041/198242                                               ,Μπανάνες,1.49,1.99,,Φρούτα,Kg,,mymarket,17-03-2026,23-03-2026,,
4,198113/198160                                               ,Πορτοκάλια Βαλέντσια,0.85,1.13,,Φρούτα,Kg,,mymarket,17-03-2026,23-03-2026,,
5,198433                                                      ,Μανταρίνια,3.49,3.49,198433_E1.jpg,Φρούτα,Kg,,mymarket,17-03-2026,23-03-2026,,
6,198274                                                      ,Αχλάδια,2.39,2.39,198274_E1.jpg,Φρούτα,Kg,,mymarket,17-03-2026,23-03-2026,,
7.1,198096                                                      ,Μήλα Golden Delicious,2.29,2.29,198096_E1.jpg,Φρούτα,Kg,,mymarket,17-03-2026,23-03-2026,,
7.2,198095                                                      ,Μήλα Granny Smith ,1.99,1.99,198095_E1.jpg,Φρούτα,Kg,,mymarket,17-03-2026,23-03-2026,,
7.3,198132                                                      ,Μήλα Starkin Delicious,1.65,1.65,198132_E1.jpg,Φρούτα,Kg,,mymarket,17-03-2026,23-03-2026,,
7.4,198271                                                      ,Μήλα Gala,2.19,2.19,198271_E1.jpg,Φρούτα,Kg,,mymarket,17-03-2026,23-03-2026,,
8,198212                                                      ,Ρόδια,5.20,5.20,198212_E1.jpg,Φρούτα,Kg,,mymarket,17-03-2026,23-03-2026,,
9,192081/198179                                               ,Μανιτάρια,5.10,8.50,,Λαχανικά,Kg,,mymarket,17-03-2026,23-03-2026,,
11,198028                                                      ,Τομάτες,2.35,2.35,198028_E1.jpg,Λαχανικά,Kg,,mymarket,17-03-2026,23-03-2026,,
12,192066/198676                                               ,Τοματίνια,6.84,7.96,,Λαχανικά,Kg,,mymarket,17-03-2026,23-03-2026,,
13,198026                                                      ,Αγγούρια,0.68,0.68,198026_E1.jpg,Λαχανικά,Kg,,mymarket,17-03-2026,23-03-2026,,
14,198027                                                      ,Κολοκύθια,3.20,3.20,198027_E1.jpg,Λαχανικά,kg,,mymarket,17-03-2026,23-03-2026,,
15,198024                                                      ,Μαρούλια,0.99,0.99,198024_E1.jpg,Λαχανικά,Kg,,mymarket,17-03-2026,23-03-2026,,
17.1,198705                                                      ,Πατάτες Κύπρου,1.49,1.49,198705_E1.jpg,Λαχανικά,Kg,,mymarket,17-03-2026,23-03-2026,,
17.2,192303/198329                                               ,Πατάτες εγχώριες,0.80,1.45,,Λαχανικά,Kg,,mymarket,17-03-2026,23-03-2026,,
17.3,198257                                                      ,Πατάτες εισαγωγής,2.29,2.29,198257_E1.jpg,Λαχανικά,Kg,,mymarket,17-03-2026,23-03-2026,,
18,198183                                                      ,Σκόρδα (κομμάτι),0.69,0.69,198183_E1.jpg,Λαχανικά,τμχ.,,mymarket,17-03-2026,23-03-2026,,
19,198046/198187                                               ,Κρεμμύδια ξερά,0.79,0.90,,Λαχανικά,Kg,,mymarket,17-03-2026,23-03-2026,,
20,198013                                                      ,Κρεμμύδια φρέσκα,2.99,2.99,198013_E1.jpg,Λαχανικά,Kg,,mymarket,17-03-2026,23-03-2026,,
21,198009                                                      ,Σπανάκι,2.50,2.50,198009_E1.jpg,Λαχανικά,Kg,,mymarket,17-03-2026,23-03-2026,,
22,198012                                                      ,Παντζάρια,1.85,1.85,198012_E1.jpg,Λαχανικά,Kg,,mymarket,17-03-2026,23-03-2026,,
23,192321/198791                                               ,Καρότα,0.49,0.72,,Λαχανικά,Kg,,mymarket,17-03-2026,23-03-2026,,
24,192062                                                      ,Ραπανάκια,0.97,0.97,192062_E1.jpg,Λαχανικά,Kg,,mymarket,17-03-2026,23-03-2026,,
25,198034/198035                                               ,Λάχανα,0.48,0.99,,Λαχανικά,Kg,,mymarket,17-03-2026,23-03-2026,,
26,198036                                                      ,Κουνουπίδια,1.78,1.78,198036_E1.jpg,Λαχανικά,Kg,,mymarket,17-03-2026,23-03-2026,,
27,198156                                                      ,Μπρόκολο,3.29,3.29,198156_E1.jpg,Λαχανικά,Kg,,mymarket,17-03-2026,23-03-2026,,
28.1,198039                                                      ,Πιπεριές χονδρές,5.38,5.38,198039_E1.jpg,Λαχανικά,Kg,,mymarket,17-03-2026,23-03-2026,,
28.2,198040                                                      ,Πιπεριές μακριές,4.99,4.99,198040_E1.jpg,Λαχανικά,Kg,,mymarket,17-03-2026,23-03-2026,,
29,198037/198038                                               ,Μελιτζάνες,4.59,5.28,,Λαχανικά,Kg,,mymarket,17-03-2026,23-03-2026,,
30,198003                                                      ,Μαϊντανός,0.76,0.76,,Λαχανικά,Kg,,mymarket,17-03-2026,23-03-2026,,
31,198001                                                      ,Άνηθος,0.95,0.95,198001_E1.jpg,Λαχανικά,Kg,,mymarket,17-03-2026,23-03-2026,,
32,198002                                                      ,Σέλινο,2.10,2.10,198002_E1.jpg,Λαχανικά,Kg,,mymarket,17-03-2026,23-03-2026,,
33,198016                                                      ,Φασολάκια ,5.19,5.19,198016_E1.jpg,Λαχανικά,Kg,,mymarket,17-03-2026,23-03-2026,,
2,2100100000000,Λεμόνια,1.93,1.93,2100100000000.jpg,Φρούτα,Kg,,pitsias,17-03-2026,23-03-2026,,
3,2108890000000,Μπανάνες ,1.79,1.79,2108888000000.jpg,Φρούτα,Kg,,pitsias,17-03-2026,23-03-2026,,
4,2110137000000,Πορτοκάλια,1.2,1.23,2110137000000.jpg,Φρούτα,Kg,,pitsias,17-03-2026,23-03-2026,,
5,2100147000000,Μανταρίνια,1.65,2.43,2100147000000.jpg,Φρούτα,Kg,,pitsias,17-03-2026,23-03-2026,,
6,2100116000000,Αχλάδια,2.48,2.48,2100116000000.jpg,Φρούτα,Kg,,pitsias,17-03-2026,23-03-2026,,
7.2,2108040000000,Μήλα ,1.93,1.93,2108040000000.jpg,Φρούτα,Kg,,pitsias,17-03-2026,23-03-2026,,
7.2,2108027000000,Μήλα ,2.63,2.63,2108027000000.jpg,Φρούτα,Kg,,pitsias,17-03-2026,23-03-2026,,
7.3,2108028000000,Μήλα ,1.93,1.93,2108041000000.jpg,Φρούτα,Kg,,pitsias,17-03-2026,23-03-2026,,
9,22917355,Μανιτάρια ,4.96,6.25,22917355.jpg,Λαχανικά,Kg,,pitsias,17-03-2026,23-03-2026,,
11,2100102000000,Τομάτες ,2.65,2.65,2100102000000.jpg,Λαχανικά,Kg,,pitsias,17-03-2026,23-03-2026,,
12,2100154000000,Τοματίνια (τιμή κιλού),7.48,7.48,2100154000000.jpg,Λαχανικά,Kg,,pitsias,17-03-2026,23-03-2026,,
13,22100,Αγγούρια Τεμάχιο,0.55,0.55,22100.jpg,Λαχανικά,Kg,,pitsias,17-03-2026,23-03-2026,,
14,2100112000000,Κολοκύθια ,3.28,3.28,2100112000000.jpg,Λαχανικά,kg,,pitsias,17-03-2026,23-03-2026,,
15,2100124000000,Μαρούλια (τιμή κιλού),2.48,2.48,2100124000000.jpg,Λαχανικά,Kg,,pitsias,17-03-2026,23-03-2026,,
16,5205461402768,Ρόκα ,1.1,1.1,5205461402768.jpg,Λαχανικά,Kg,,pitsias,17-03-2026,23-03-2026,,
17.2,2100104000000,Πατάτες Εγχώριες,0.98,0.98,2100104000000.jpg,Λαχανικά,Kg,,pitsias,17-03-2026,23-03-2026,,
18,20906689,Σκόρδα σε δίχτυ 3 τεμάχια,1.18,1.18,20906689.jpg,Λαχανικά,τμχ.,,pitsias,17-03-2026,23-03-2026,,
19,2100111000000,Κρεμμύδια Ξερά ,0.9,0.9,2100111000000.jpg,Λαχανικά,Kg,,pitsias,17-03-2026,23-03-2026,,
20,22106,Κρεμμύδια Φρέσκα,0.7,0.7,22106.jpg,Λαχανικά,Kg,,pitsias,17-03-2026,23-03-2026,,
21,2100134000000,Σπανάκι φρέσκο,1.58,1.58,2100134000000.jpg,Λαχανικά,Kg,,pitsias,17-03-2026,23-03-2026,,
22,2100141000000,Παντζάρια ,1.63,1.63,2100141000000.jpg,Λαχανικά,Kg,,pitsias,17-03-2026,23-03-2026,,
23,2100118000000,Καρότα ,0.75,0.75,2100118000000.jpg,Λαχανικά,Kg,,pitsias,17-03-2026,23-03-2026,,
25,2100117000000,Λάχανα ,0.25,0.98,2100117000000.jpg,Λαχανικά,Kg,,pitsias,17-03-2026,23-03-2026,,
26,2100135000000,Κουνουπίδια ,2.35,2.35,2100135000000.jpg,Λαχανικά,Kg,,pitsias,17-03-2026,23-03-2026,,
27,210013800000,Μπρόκολο ,3.28,3.28,210013800000.jpg,Λαχανικά,Kg,,pitsias,17-03-2026,23-03-2026,,
28.1,2100106000000,Πιπεριές ,4.98,4.98,2100106000000.jpg,Λαχανικά,Kg,,pitsias,17-03-2026,23-03-2026,,
28.2,2100107000000,Πιπεριές ,3.48,3.48,2100107000000.jpg,Λαχανικά,Kg,,pitsias,17-03-2026,23-03-2026,,
29,2100113000000,Μελιτζάνες ,4.68,4.68,2100113000000.jpg,Λαχανικά,Kg,,pitsias,17-03-2026,23-03-2026,,
30,22108,Μαϊντανός ,0.85,0.85,22108.jpg,Λαχανικά,Kg,,pitsias,17-03-2026,23-03-2026,,
31,22109,’νηθος ,0.8,0.8,22109.jpg,Λαχανικά,Kg,,pitsias,17-03-2026,23-03-2026,,
32,2100132000000,Σέλινο ,1.35,1.35,2100132000000.jpg,Λαχανικά,Kg,,pitsias,17-03-2026,23-03-2026,,
1,1,ΣΤΑΦΥΛΙΑ,4.45,4.45,,Φρούτα,Kg,,sklavenitis,17-03-2026,23-03-2026,,
2,2,ΛΕΜΟΝΙΑ,1.85,1.85,,Φρούτα,Kg,,sklavenitis,17-03-2026,23-03-2026,,
3,3,ΜΠΑΝΑΝΕΣ,1.32,1.85,,Φρούτα,Kg,,sklavenitis,17-03-2026,23-03-2026,,
4,4,ΠΟΡΤΟΚΑΛΙΑ ΒΑΛΕΝΤΣΙΑ,0.82,1.5,,Φρούτα,Kg,,sklavenitis,17-03-2026,23-03-2026,,
5,5,ΜΑΝΤΑΡΙΝΙΑ,3.4,3.48,,Φρούτα,Kg,,sklavenitis,17-03-2026,23-03-2026,,
6,6,ΑΧΛΑΔΙΑ,2.4,3.08,,Φρούτα,Kg,,sklavenitis,17-03-2026,23-03-2026,,
7.1,7.1,ΜΗΛΑ GOLDEN DELICIOUS,1.98,1.98,,Φρούτα,Kg,,sklavenitis,17-03-2026,23-03-2026,,
7.2,7.2,ΜΗΛΑ GRANNY SMITH,1.63,1.63,,Φρούτα,Kg,,sklavenitis,17-03-2026,23-03-2026,,
7.3,7.3,ΜΗΛΑ STARKIN DELICIOUS,1.38,2.55,,Φρούτα,Kg,,sklavenitis,17-03-2026,23-03-2026,,
8,8,ΡΟΔΙΑ,5.38,5.38,,Φρούτα,Kg,,sklavenitis,17-03-2026,23-03-2026,,
9,9,ΜΑΝΙΤΑΡΙΑ,4.28,7.8,,Λαχανικά,Kg,,sklavenitis,17-03-2026,23-03-2026,,
10,10,ΑΓΚΙΝΑΡΕΣ,1.3,1.3,,Λαχανικά,Kg,,sklavenitis,17-03-2026,23-03-2026,,
11,11,ΝΤΟΜΑΤΕΣ,1.98,2.54,,Λαχανικά,Kg,,sklavenitis,17-03-2026,23-03-2026,,
12,12,ΝΤΟΜΑΤΙΝΙΑ,5.92,7.68,,Λαχανικά,Kg,,sklavenitis,17-03-2026,23-03-2026,,
13,13,ΑΓΓΟΥΡΙΑ,1.95,3.28,,Λαχανικά,Kg,,sklavenitis,17-03-2026,23-03-2026,,
14,14,ΚΟΛΟΚΥΘΙΑ,2.98,3.05,,Λαχανικά,kg,,sklavenitis,17-03-2026,23-03-2026,,
15a,15a,ΜΑΡΟΥΛΙΑ,2.9,2.9,,,,,sklavenitis,17-03-2026,23-03-2026,,
15b,15b,ΜΑΡΟΥΛΙΑ ΤΕΜΑΧΙΟ,0.85,0.96,,,,,sklavenitis,17-03-2026,23-03-2026,,
16,16,ΡΟΚΑ,7.4,7.4,,Λαχανικά,Kg,,sklavenitis,17-03-2026,23-03-2026,,
17.1,17.1,ΠΑΤΑΤΕΣ ΚΥΠΡΟΥ,1.55,1.55,,Λαχανικά,Kg,,sklavenitis,17-03-2026,23-03-2026,,
17.2,17.2,ΠΑΤΑΤΕΣ ΕΓΧΩΡΙΕΣ,0.65,1.7,,Λαχανικά,Kg,,sklavenitis,17-03-2026,23-03-2026,,
17.3,17.3,ΠΑΤΑΤΕΣ ΕΙΣΑΓΩΓΗΣ,1.98,1.98,,Λαχανικά,Kg,,sklavenitis,17-03-2026,23-03-2026,,
18,18,ΣΚΟΡΔΑ ΤΕΜΑΧΙΟ,0.45,0.58,,Λαχανικά,τμχ.,,sklavenitis,17-03-2026,23-03-2026,,
19,19,ΚΡΕΜΜΥΔΙΑ ΞΕΡΑ,0.7,1.63,,Λαχανικά,Kg,,sklavenitis,17-03-2026,23-03-2026,,
20,20,ΚΡΕΜΜΥΔΙΑ ΦΡΕΣΚΑ,2.68,9.6,,Λαχανικά,Kg,,sklavenitis,17-03-2026,23-03-2026,,
21,21,ΣΠΑΝΑΚΙ,2.1,2.1,,Λαχανικά,Kg,,sklavenitis,17-03-2026,23-03-2026,,
22,22,ΠΑΝΤΖΑΡΙΑ,1.43,1.43,,Λαχανικά,Kg,,sklavenitis,17-03-2026,23-03-2026,,
23,23,ΚΑΡΟΤΑ,0.72,0.82,,Λαχανικά,Kg,,sklavenitis,17-03-2026,23-03-2026,,
24,24,ΡΑΠΑΝΑΚΙΑ,6.88,6.88,,Λαχανικά,Kg,,sklavenitis,17-03-2026,23-03-2026,,
25,25,ΛΑΧΑΝΑ,0.45,2.68,,Λαχανικά,Kg,,sklavenitis,17-03-2026,23-03-2026,,
26,26,ΚΟΥΝΟΥΠΙΔΙΑ,1.65,1.65,,Λαχανικά,Kg,,sklavenitis,17-03-2026,23-03-2026,,
27,27,ΜΠΡΟΚΟΛΑ,3.2,3.2,,Λαχανικά,Kg,,sklavenitis,17-03-2026,23-03-2026,,
28.1,28.1,ΠΙΠΕΡΙΕΣ ΧΟΝΤΡΕΣ,3.82,7.1,,Λαχανικά,Kg,,sklavenitis,17-03-2026,23-03-2026,,
28.2,28.2,ΠΙΠΕΡΙΕΣ ΜΑΚΡΙΕΣ,3.85,6.62,,Λαχανικά,Kg,,sklavenitis,17-03-2026,23-03-2026,,
29,29,ΜΕΛΙΤΖΑΝΕΣ,3.9,4.05,,Λαχανικά,Kg,,sklavenitis,17-03-2026,23-03-2026,,
30,30,ΜΑΪΝΤΑΝΟΣ,7.2,7.2,,Λαχανικά,Kg,,sklavenitis,17-03-2026,23-03-2026,,
31,31,ΑΝΙΘΟΣ,7.4,7.4,,Λαχανικά,Kg,,sklavenitis,17-03-2026,23-03-2026,,
32,32,ΣΕΛΙΝΟ,1.25,5.67,,Λαχανικά,Kg,,sklavenitis,17-03-2026,23-03-2026,,
2,09403,Λεμόνια,1.49,1.49,2.png,Φρούτα,Kg,,synka,17-03-2026,23-03-2026,,
3,203617,Μπανάνες,1.49,1.49,3.png,Φρούτα,Kg,,synka,17-03-2026,23-03-2026,,
4,21410,Πορτοκάλια,0.88,0.88,4.png,Φρούτα,Kg,,synka,17-03-2026,23-03-2026,,
5,73721,Μανταρίνια,1.89,1.89,5.png,Φρούτα,Kg,,synka,17-03-2026,23-03-2026,,
6,05693,Αχλάδια,2.49,2.49,6.png,Φρούτα,Kg,,synka,17-03-2026,23-03-2026,,
7.2,05762,Μήλα Granny Smith,1.69,1.69,72.png,Φρούτα,Kg,,synka,17-03-2026,23-03-2026,,
7.3,18092,Μήλα Starkin Delicious,1.89,1.89,73.png,Φρούτα,Kg,,synka,17-03-2026,23-03-2026,,
9,03702,Μανιτάρια,4.15,4.15,9.png,Λαχανικά,Kg,,synka,17-03-2026,23-03-2026,,
10,05765,Αγκινάρες,6.98,6.98,10.png,Λαχανικά,Kg,,synka,17-03-2026,23-03-2026,,
11,06729,Τομάτες,2.55,2.55,11.png,Λαχανικά,Kg,,synka,17-03-2026,23-03-2026,,
12,160308,Τοματίνια,7.50,7.50,12.png,Λαχανικά,Kg,,synka,17-03-2026,23-03-2026,,
13,05760,Αγγούρια,1.59,1.59,13.png,Λαχανικά,Kg,,synka,17-03-2026,23-03-2026,,
14,05761,Κολοκύθια,3.35,3.35,14.png,Λαχανικά,kg,,synka,17-03-2026,23-03-2026,,
15,05703,Μαρούλια,4.20,4.20,15.png,Λαχανικά,Kg,,synka,17-03-2026,23-03-2026,,
16,67995,Ρόκα,6.40,6.40,16.png,Λαχανικά,Kg,,synka,17-03-2026,23-03-2026,,
17.1,97132,Πατάτες Κύπρου,1.53,1.53,171.png,Λαχανικά,Kg,,synka,17-03-2026,23-03-2026,,
17.2,64148,Πατάτες εγχώριες,0.95,0.95,172.png,Λαχανικά,Kg,,synka,17-03-2026,23-03-2026,,
17.3 ,48627,Πατάτες εισαγωγής,0.79,0.79,173 .png,,,,synka,17-03-2026,23-03-2026,,
18,18963,Σκόρδα,5.68,5.68,18.png,Λαχανικά,τμχ.,,synka,17-03-2026,23-03-2026,,
19,125220,Κρεμμύδια ξερά,0.88,0.88,19.png,Λαχανικά,Kg,,synka,17-03-2026,23-03-2026,,
20,146649,Κρεμμύδια φρέσκα,6.90,6.90,20.png,Λαχανικά,Kg,,synka,17-03-2026,23-03-2026,,
21,06956,Σπανάκι,1.98,1.98,21.png,Λαχανικά,Kg,,synka,17-03-2026,23-03-2026,,
22,06784,Παντζάρια,1.29,1.29,22.png,Λαχανικά,Kg,,synka,17-03-2026,23-03-2026,,
23,05699,Καρότα,0.78,0.78,23.png,Λαχανικά,Kg,,synka,17-03-2026,23-03-2026,,
24,05642,Ραπανάκια,7.12,7.12,24.png,Λαχανικά,Kg,,synka,17-03-2026,23-03-2026,,
25,05698,Λάχανα,0.59,0.59,25.png,Λαχανικά,Kg,,synka,17-03-2026,23-03-2026,,
26,05764,Κουνουπίδια,1.98,1.98,26.png,Λαχανικά,Kg,,synka,17-03-2026,23-03-2026,,
27,05771,Μπρόκολο,3.20,3.20,27.png,Λαχανικά,Kg,,synka,17-03-2026,23-03-2026,,
28.1,05701,Πιπεριές χονδρές,5.45,5.45,281.png,Λαχανικά,Kg,,synka,17-03-2026,23-03-2026,,
28.2,18855,Πιπεριές μακριές,3.98,3.98,282.png,Λαχανικά,Kg,,synka,17-03-2026,23-03-2026,,
29,05767,Μελιτζάνες,3.80,3.80,29.png,Λαχανικά,Kg,,synka,17-03-2026,23-03-2026,,
30,145131,Μαϊντανός,6.80,6.80,30.png,Λαχανικά,Kg,,synka,17-03-2026,23-03-2026,,
31,164662,Άνηθος,7.80,7.80,31.png,Λαχανικά,Kg,,synka,17-03-2026,23-03-2026,,
32,05770,Σέλινο,1.75,1.75,32.png,Λαχανικά,Kg,,synka,17-03-2026,23-03-2026,,
13,5235,Αγγούρια,1.85,1.85,,Λαχανικά,Kg,,xalkiadakis,17-03-2026,23-03-2026,,
31,5242,Άνηθος,0.88,0.88,,Λαχανικά,Kg,,xalkiadakis,17-03-2026,23-03-2026,,
6,5317,Αχλάδια,2.45,2.45,,Φρούτα,Kg,,xalkiadakis,17-03-2026,23-03-2026,,
