CATEGORY,BARCODE,NAME,PRICE_MIN,PRICE_MAX,IMAGE,CATEGORY_NAME,UNIT,DISPLAY,retailer,from,to,null
7.2,397172,ΜΗΛΑ ΣΜΙΘ ΕΓΧΩΡΙΑ (ΞΙΝΟΜΗΛΑ) ΕΓΧΩΡΙΑ,1.98,1.98,,Φρούτα,Kg,,galaxias,05-05-2026,11-05-2026,
7.3,397167,ΜΗΛΑ ΣΤΑΡΚΙΝ ΕΓΧΩΡΙΑ,1.98,1.98,,Φρούτα,Kg,,galaxias,05-05-2026,11-05-2026,
7.4,397170,ΜΗΛΑ ΓΚΑΛΑ ΕΓΧΩΡΙΑ,1.98,1.98,,Φρούτα,Kg,,galaxias,05-05-2026,11-05-2026,
8,397231,ΡΟΔΙΑ ΕΙΣΑΓΩΓΗΣ,4.65,4.65,,Φρούτα,Kg,,galaxias,05-05-2026,11-05-2026,
9,397150,ΜΑΝΙΤΑΡΙΑ CHAMPION ΤΥΠ/ΝΟ ΕΙΣΑΓΩΓΗΣ,1.95,1.95,,Λαχανικά,Kg,,galaxias,05-05-2026,11-05-2026,
11,397193,ΝΤΟΜΑΤΕΣ ΕΓΧΩΡΙΕΣ,2.45,2.45,,Λαχανικά,Kg,,galaxias,05-05-2026,11-05-2026,
12,397255,ΝΤΟΜΑΤΙΝΙΑ ΕΓΧΩΡΙΑ ΚΙΛ,6.95,6.95,,Λαχανικά,Kg,,galaxias,05-05-2026,11-05-2026,
12,80022643,ΝΤΟΜΑΤΙΝΙΑ ΔΑΚΡΥ(ΒΕΛΑΝΙΔΙΑ)ΕΓΧΩΡΙΑ,5.9,5.9,,Λαχανικά,Kg,,galaxias,05-05-2026,11-05-2026,
13,397004,ΑΓΓΟΥΡΙΑ Α' ΕΓΧΩΡΙΑ ΤΕΜ ,0.48,0.48,,Λαχανικά,Kg,,galaxias,05-05-2026,11-05-2026,
14,397110,ΚΟΛΟΚΥΘΙΑ ΕΓΧΩΡΙΑ ,2.00,2.00,,Λαχανικά,kg,,galaxias,05-05-2026,11-05-2026,
15,397161,ΜΑΡΟΥΛΙΑ ΕΓΧΩΡΙΑ ΤΕΜ,0.98,0.98,,Λαχανικά,Kg,,galaxias,05-05-2026,11-05-2026,
17.1,397196,ΠΑΤΑΤΕΣ ΕΙΣΑΓΩΓΗΣ ΚΥΠΡΟΥ,1.66,1.66,,Λαχανικά,Kg,,galaxias,05-05-2026,11-05-2026,
17.2,397197,ΠΑΤΑΤΑ ΕΓΧΩΡΙΑ Α',0.8,0.8,,Λαχανικά,Kg,,galaxias,05-05-2026,11-05-2026,
18,397243,ΣΚΟΡΔΑ ΕΓΧΩΡΙΑ ΤΕΜΑΧΙΑ,0.75,0.75,,Λαχανικά,τμχ.,,galaxias,05-05-2026,11-05-2026,
19,397125,ΚΡΕΜΜΥΔΙΑ ΞΕΡΑ  -ΕΓΧΩΡΙΑ,0.92,0.92,,Λαχανικά,Kg,,galaxias,05-05-2026,11-05-2026,
20,397123,ΚΡΕΜΜΥΔΑΚΙΑ ΦΡΕΣΚΑ ΕΓΧΩΡΙΑ ΤΕΜ,0.85,0.85,,Λαχανικά,Kg,,galaxias,05-05-2026,11-05-2026,
21,397246,ΣΠΑΝΑΚΙΑ ΕΓΧΩΡΙΑ,2.28,2.28,,Λαχανικά,Kg,,galaxias,05-05-2026,11-05-2026,
22,397198,ΠΑΝΤΖΑΡΙΑ ΕΓΧΩΡΙΑ,1.45,1.45,,Λαχανικά,Kg,,galaxias,05-05-2026,11-05-2026,
23,397088,ΚΑΡΟΤΑ ΕΓΧΩΡΙΑ,0.85,0.85,,Λαχανικά,Kg,,galaxias,05-05-2026,11-05-2026,
24,397221,ΡΑΠΑΝΑΚΙΑ ΕΓΧΩΡΙΑ ΤΕΜΑΧΙΑ,0.98,0.98,,Λαχανικά,Kg,,galaxias,05-05-2026,11-05-2026,
25,397132,ΛΑΧΑΝΑ ΕΓΧΩΡΙΑ,0.5,0.5,,Λαχανικά,Kg,,galaxias,05-05-2026,11-05-2026,
26,397117,ΚΟΥΝΟΥΠΙΔΙΑ ΕΓΧΩΡΙΑ,2.5,2.5,,Λαχανικά,Kg,,galaxias,05-05-2026,11-05-2026,
27,80019785,ΜΠΡΟΚΟΛΟ ΠΑΓΟΥ ΕΓΧΩΡΙΟ,4.5,4.5,,Λαχανικά,Kg,,galaxias,05-05-2026,11-05-2026,
28,397207,ΠΙΠΕΡΙΕΣ ΠΡΑΣΙΝΕΣ ΕΓΧΩΡΙΕΣ,3.3,3.3,,Λαχανικά,Kg,,galaxias,05-05-2026,11-05-2026,
28.1,80013506,ΠΙΠΕΡΙΕΣ ΝΤΟΛΜΑ ΕΓΧΩΡΙΕΣ ΚΙΛ,3.65,3.65,,Λαχανικά,Kg,,galaxias,05-05-2026,11-05-2026,
28.2,397206,ΠΙΠΕΡΙΕΣ ΚΕΡΑΤΑ Α' ΕΓΧΩΡΙΕΣ,3.24,3.24,,Λαχανικά,Kg,,galaxias,05-05-2026,11-05-2026,
29,397263,ΜΕΛΙΤΖΑΝΕΣ ΦΛΑΣΚΕΣ ΕΓΧΩΡΙΕΣ,2.08,2.08,,Λαχανικά,Kg,,galaxias,05-05-2026,11-05-2026,
30,397148,ΜΑΙΝΤΑΝΟΣ ΕΓΧΩΡΙΟΣ ΤΕΜ,0.7,0.7,,Λαχανικά,Kg,,galaxias,05-05-2026,11-05-2026,
31,397015,ΑΝΙΘΑ ΕΓΧΩΡΙΑ ΤΕΜΑΧΙΟ,0.8,0.8,,Λαχανικά,Kg,,galaxias,05-05-2026,11-05-2026,
32,80023018,ΣΕΛΙΝΟ ΕΓΧΩΡΙΑ ΤΕΜΑΧΙΟ,0.6,0.6,,Λαχανικά,Kg,,galaxias,05-05-2026,11-05-2026,
33,397260,ΦΑΣΟΛΙΑ ΜΠΑΡΜΠΟΥΝΙΑ ΕΓΧΩΡΙΑ,3.95,3.95,,Λαχανικά,Kg,,galaxias,05-05-2026,11-05-2026,
1,1044,Σταφύλια,6.99,7.35,1044.jpg,Φρούτα,Kg,,kritikos,05-05-2026,11-05-2026,
2,1040,Λεμόνια,3.15,3.35,1040.jpg,Φρούτα,Kg,,kritikos,05-05-2026,11-05-2026,
3,1000,Μπανάνες,1.62,2.29,1000.jpg,Φρούτα,Kg,,kritikos,05-05-2026,11-05-2026,
4,1042,Πορτοκάλια ,0.98,0.98,1042.jpg,Φρούτα,Kg,,kritikos,05-05-2026,11-05-2026,
5,724145,Μανταρίνια,1.05,1.25,724145.jpg,Φρούτα,Kg,,kritikos,05-05-2026,11-05-2026,
6,1032,Αχλάδια,2.45,2.59,1032.jpg,Φρούτα,Kg,,kritikos,05-05-2026,11-05-2026,
7,1159,Μήλα,2.29,2.29,1159.jpg,Φρούτα,Kg,,kritikos,05-05-2026,11-05-2026,
7.1,1053,Μήλα Golden Delicious,1.99,2.19,1053.jpg,Φρούτα,Kg,,kritikos,05-05-2026,11-05-2026,
7.2,1057,Μήλα Granny Smith ,1.97,2.09,1057.jpg,Φρούτα,Kg,,kritikos,05-05-2026,11-05-2026,
7.3,1006,Μήλα Starkin Delicious,1.68,1.97,1006.jpg,Φρούτα,Kg,,kritikos,05-05-2026,11-05-2026,
8,1082,Ρόδια,5.15,5.25,1082.jpg,Φρούτα,Kg,,kritikos,05-05-2026,11-05-2026,
9,1476,Μανιτάρια,4.98,5.38,1476.jpg,Λαχανικά,Kg,,kritikos,05-05-2026,11-05-2026,
10,1058,Αγκινάρες,2.45,3.47,1058.jpg,Λαχανικά,Kg,,kritikos,05-05-2026,11-05-2026,
11,1009,Τομάτες,2.17,2.37,1009.jpg,Λαχανικά,Kg,,kritikos,05-05-2026,11-05-2026,
12,718070,Τοματίνια,3.38,5.98,718070.jpg,Λαχανικά,Kg,,kritikos,05-05-2026,11-05-2026,
13,1004,Αγγούρια,0.85,1.35,1004.jpg,Λαχανικά,Kg,,kritikos,05-05-2026,11-05-2026,
14,1025,Κολοκύθια,2.39,2.53,1025.jpg,Λαχανικά,kg,,kritikos,05-05-2026,11-05-2026,
15,1002,Μαρούλια,1.50,1.48,1002.jpg,Λαχανικά,Kg,,kritikos,05-05-2026,11-05-2026,
16,863566,Ρόκα,10.90,11.00,863566.jpg,Λαχανικά,Kg,,kritikos,05-05-2026,11-05-2026,
17,1889,Πατάτες,0.69,0.75,1889.jpg,Λαχανικά,Kg,,kritikos,05-05-2026,11-05-2026,
17.1,1848,Πατάτες Κύπρου,1.55,1.69,1848.jpg,Λαχανικά,Kg,,kritikos,05-05-2026,11-05-2026,
17.3 ,1849,Πατάτες εισαγωγής,1.47,1.83,1849.jpg,,,,kritikos,05-05-2026,11-05-2026,
18,718769,Σκόρδα (κομμάτι),7.20,7.95,718769.jpg,Λαχανικά,τμχ.,,kritikos,05-05-2026,11-05-2026,
19,1041,Κρεμμύδια ξερά,0.85,0.89,1041.jpg,Λαχανικά,Kg,,kritikos,05-05-2026,11-05-2026,
20,1001,Κρεμμύδια φρέσκα,3.76,3.81,1001.jpg,Λαχανικά,Kg,,kritikos,05-05-2026,11-05-2026,
21,1043,Σπανάκι,1.85,1.93,1043.jpg,Λαχανικά,Kg,,kritikos,05-05-2026,11-05-2026,
22,1059,Παντζάρια,1.39,1.47,1059.jpg,Λαχανικά,Kg,,kritikos,05-05-2026,11-05-2026,
23,702639,Καρότα,0.98,1.20,702639.jpg,Λαχανικά,Kg,,kritikos,05-05-2026,11-05-2026,
25,1019,Λάχανα,0.45,0.49,1019.jpg,Λαχανικά,Kg,,kritikos,05-05-2026,11-05-2026,
26,1036,Κουνουπίδια,1.81,1.99,1036.jpg,Λαχανικά,Kg,,kritikos,05-05-2026,11-05-2026,
27,1052,Μπρόκολο,3.07,3.85,1052.jpg,Λαχανικά,Kg,,kritikos,05-05-2026,11-05-2026,
28,1008,Πιπεριές,2.52,2.95,1008.jpg,Λαχανικά,Kg,,kritikos,05-05-2026,11-05-2026,
28.1,1325,Πιπεριές χονδρές (Σε επιλεγμένα καταστήματα),3.60,3.60,1325.jpg,Λαχανικά,Kg,,kritikos,05-05-2026,11-05-2026,
28.2,1131,Πιπεριές μακριές (Σε επιλεγμένα καταστήματα),4.99,4.99,1131.jpg,Λαχανικά,Kg,,kritikos,05-05-2026,11-05-2026,
29,1027,Μελιτζάνες,1.95,2.29,1027.jpg,Λαχανικά,Kg,,kritikos,05-05-2026,11-05-2026,
30,1030,Μαϊντανός,3.52,4.03,1030.jpg,Λαχανικά,Kg,,kritikos,05-05-2026,11-05-2026,
31,1024,’νηθος,5.63,6.30,1024.jpg,Λαχανικά,Kg,,kritikos,05-05-2026,11-05-2026,
32,1023,Σέλινο,2.74,2.80,1023.jpg,Λαχανικά,Kg,,kritikos,05-05-2026,11-05-2026,
33,1088,Φασολάκια (Σε επιλεγμένα καταστήματα),5.29,5.49,1088.jpg,Λαχανικά,Kg,,kritikos,05-05-2026,11-05-2026,
2,80160,Λεμόνια,1.95,2.3,Lemoni.png,Φρούτα,Kg,,lidl,05-05-2026,11-05-2026,
3,80000,Μπανάνες,1.19,1.85,Banana.png,Φρούτα,Kg,,lidl,05-05-2026,11-05-2026,
4,80141,Πορτοκάλια,0.84,1.48,Portokali-dixty.png,Φρούτα,Kg,,lidl,05-05-2026,11-05-2026,
5,80088,Μανταρίνια,2.45,2.45,Mantarini-dixty.png,Φρούτα,Kg,,lidl,05-05-2026,11-05-2026,
6,80281,Αχλάδια,2.19,3.39,Axladia-krystalia.png,Φρούτα,Kg,,lidl,05-05-2026,11-05-2026,
7.1,80185,Μήλα Golden Delicious,1.79,1.79,Milo-gold.png,Φρούτα,Kg,,lidl,05-05-2026,11-05-2026,
7.2,80190,Μήλα Granny Smith,1.69,1.95,Milo-grannysmith-dixty.png,Φρούτα,Kg,,lidl,05-05-2026,11-05-2026,
7.3,80228,Μήλα Starkin Delicious,1.35,2.69,Milo-starkin.png,Φρούτα,Kg,,lidl,05-05-2026,11-05-2026,
7.4,80250,Μήλα Gala,0,0,Milo-gala.png,Φρούτα,Kg,,lidl,05-05-2026,11-05-2026,
9,83018,Μανιτάρια,4.58,5.8,Manitari-leyko.png,Λαχανικά,Kg,,lidl,05-05-2026,11-05-2026,
11,82415,Τομάτες,1.48,5.58,Tomata-beef.png,Λαχανικά,Kg,,lidl,05-05-2026,11-05-2026,
12,82411,Τοματίνια,5.58,7.9,tomatini-kouvadaki.png,Λαχανικά,Kg,,lidl,05-05-2026,11-05-2026,
13,82231,Αγγούρια,1.4,2.19,Aggouri.png,Λαχανικά,Kg,,lidl,05-05-2026,11-05-2026,
14,82345,Κολοκύθια,1.99,1.99,Kolokythi.png,Λαχανικά,kg,,lidl,05-05-2026,11-05-2026,
15,82126,Μαρούλια,3.27,3.27,Marouli.png,Λαχανικά,Kg,,lidl,05-05-2026,11-05-2026,
17.1,83165,Πατάτες Κύπρου,1.4,1.4,Patata-Kyprou.png,Λαχανικά,Kg,,lidl,05-05-2026,11-05-2026,
17.2,83155,Πατάτες εγχώριες,0.6,1.77,Patata.png,Λαχανικά,Kg,,lidl,05-05-2026,11-05-2026,
18,82706,Σκόρδα (κομμάτι),6.34,7.75,Skordo.png,Λαχανικά,τμχ.,,lidl,05-05-2026,11-05-2026,
19,83345,Κρεμμύδια ξερά,0.88,0.9,Kremmydi-kokkino.png,Λαχανικά,Kg,,lidl,05-05-2026,11-05-2026,
20,82236,Κρεμμύδια φρέσκα,5.34,5.34,Kremmydaki-fresko.png,Λαχανικά,Kg,,lidl,05-05-2026,11-05-2026,
22,82815,Παντζάρια,0,0,Pantzari.png,Λαχανικά,Kg,,lidl,05-05-2026,11-05-2026,
23,82755,Καρότα,0.7,0.9,Karoto.png,Λαχανικά,Kg,,lidl,05-05-2026,11-05-2026,
24,82273,Ραπανάκια,0,0,Rapanakia.png,Λαχανικά,Kg,,lidl,05-05-2026,11-05-2026,
25,82955,Λάχανα,0.4,0.4,Laxano-aspro.png,Λαχανικά,Kg,,lidl,05-05-2026,11-05-2026,
26,82875,Κουνουπίδια,2.45,2.45,Kounoupidi.png,Λαχανικά,Kg,,lidl,05-05-2026,11-05-2026,
27,82895,Μπρόκολο,1.95,3.95,Mprokolo.png,Λαχανικά,Kg,,lidl,05-05-2026,11-05-2026,
28.1,82580,Πιπεριές χονδρές,3.09,4.19,Piperia-xanthi.png,Λαχανικά,Kg,,lidl,05-05-2026,11-05-2026,
28.2,82535,Πιπεριές μακριές,3.15,5.18,Piperia-kerato.png,Λαχανικά,Kg,,lidl,05-05-2026,11-05-2026,
29,82180,Μελιτζάνες,1.79,1.79,Melitzana.png,Λαχανικά,Kg,,lidl,05-05-2026,11-05-2026,
30,83096,Μαϊντανός,0,0,Maintanos-matsaki.png,Λαχανικά,Kg,,lidl,05-05-2026,11-05-2026,
31,83080,Άνηθος,0,0,Anithos-matsaki.png,Λαχανικά,Kg,,lidl,05-05-2026,11-05-2026,
1,520011772,Σταφύλια,4,38,5,Φρούτα,Kg,,masoutis,05-05-2026,11-05-2026,"['9', '3152428_1.jpg']"
2,210649000,Λεμόνια,2,15,2,Φρούτα,Kg,,masoutis,05-05-2026,11-05-2026,"['15', '0317826_1.jpg']"
3,219851600,Μπανάνες,1,32,1,Φρούτα,Kg,,masoutis,05-05-2026,11-05-2026,"['85', '0317990_1.jpg']"
4,210651800,Πορτοκάλια Βαλέντσια,1,02,1,Φρούτα,Kg,,masoutis,05-05-2026,11-05-2026,"['13', '3274826_1.jpg']"
6,210695600,Αχλάδια,2,45,2,Φρούτα,Kg,,masoutis,05-05-2026,11-05-2026,"['45', '0532788_1.jpg']"
8,521400055,Ρόδια,4,65,4,Φρούτα,Kg,,masoutis,05-05-2026,11-05-2026,"['65', '0318360_1.jpg']"
9,521400277,Μανιτάρια,4,7,6,Λαχανικά,Kg,,masoutis,05-05-2026,11-05-2026,"['7', '3870631_1.jpg']"
11,219861100,Τομάτες,2,32,2,Λαχανικά,Kg,,masoutis,05-05-2026,11-05-2026,"['45', '0317560_1.jpg']"
12,521400128,Τοματίνια,5,65,8,Λαχανικά,Kg,,masoutis,05-05-2026,11-05-2026,"['2', '3599933_1.jpg']"
13,520013367,Αγγούρια,0,48,0,Λαχανικά,Kg,,masoutis,05-05-2026,11-05-2026,"['48', '0318451_1.jpg']"
14,219814300,Κολοκύθια,2,2,35,Λαχανικά,kg,,masoutis,05-05-2026,11-05-2026,['0317677_1.jpg']
15,210685500,Μαρούλια,0,88,0,Λαχανικά,Kg,,masoutis,05-05-2026,11-05-2026,"['94', '0317719_1.jpg']"
16,520013430,Ρόκα,7,5,7,Λαχανικά,Kg,,masoutis,05-05-2026,11-05-2026,"['5', '3573615_1.jpg']"
18,843701919,Σκόρδα (κομμάτι),0,32,0,Λαχανικά,τμχ.,,masoutis,05-05-2026,11-05-2026,"['45', '0496489_1.jpg']"
19,219855300,Κρεμμύδια ξερά,0,92,0,Λαχανικά,Kg,,masoutis,05-05-2026,11-05-2026,"['96', '2152155_1.jpg']"
20,520013430,Κρεμμύδια φρέσκα,0,8,0,Λαχανικά,Kg,,masoutis,05-05-2026,11-05-2026,"['8', '0574418_1.jpg']"
21,210614200,Σπανάκι,2,49,2,Λαχανικά,Kg,,masoutis,05-05-2026,11-05-2026,"['49', '0317685_1.jpg']"
22,210613800,Παντζάρια,1,45,1,Λαχανικά,Kg,,masoutis,05-05-2026,11-05-2026,"['45', '0317636_1.jpg']"
23,210686900,Καρότα,0,82,0,Λαχανικά,Kg,,masoutis,05-05-2026,11-05-2026,"['9', '0318261_1.jpg']"
24,520011861,Ραπανάκια,6,4,6,Λαχανικά,Kg,,masoutis,05-05-2026,11-05-2026,"['4', '0444836_1.jpg']"
25,210686800,Λάχανα,0,47,1,Λαχανικά,Kg,,masoutis,05-05-2026,11-05-2026,"['05', '0317727_1.jpg']"
26,210615100,Κουνουπίδια,2,45,2,Λαχανικά,Kg,,masoutis,05-05-2026,11-05-2026,"['45', '0317776_1.jpg']"
27,210637800,Μπρόκολα,3,95,3,Λαχανικά,Kg,,masoutis,05-05-2026,11-05-2026,"['95', '3204070_1.jpg']"
29,219856800,Μελιτζάνες,1,88,2,Λαχανικά,Kg,,masoutis,05-05-2026,11-05-2026,"['15', '0317669_1.jpg']"
30,520013430,Μαϊντανός,7,2,7,Λαχανικά,Kg,,masoutis,05-05-2026,11-05-2026,"['2', '0318469_1.jpg']"
31,520013430,Ανηθος,7,2,7,Λαχανικά,Kg,,masoutis,05-05-2026,11-05-2026,"['2', '0437285_1.jpg']"
32,210691500,Σέλινο,2,55,2,Λαχανικά,Kg,,masoutis,05-05-2026,11-05-2026,"['55', '0317768_1.jpg']"
33,210665900,Φασολάκια,4,05,4,Λαχανικά,Kg,,masoutis,05-05-2026,11-05-2026,"['05', '']"
17.1,210681000,Πατάτες Κύπρου,1,55,1,Λαχανικά,Kg,,masoutis,05-05-2026,11-05-2026,"['55', '1697325_1.jpg']"
17.2,219859100,Πατάτες εγχώριες,0,8,1,Λαχανικά,Kg,,masoutis,05-05-2026,11-05-2026,"['35', '0317479_1.jpg']"
17.3,219809600,Πατάτες εισαγωγής,0,8,1,Λαχανικά,Kg,,masoutis,05-05-2026,11-05-2026,"['98', '0539759_1.jpg']"
28.1,520037810,Πιπεριές χονδρές,3,05,3,Λαχανικά,Kg,,masoutis,05-05-2026,11-05-2026,"['85', '0317651_1.jpg']"
28.2,764460243,Πιπεριές μακριές,3,2,4,Λαχανικά,Kg,,masoutis,05-05-2026,11-05-2026,"['75', '0317644_1.jpg']"
7.1,210686500,Μήλα Golden Delicious,1,98,1,Φρούτα,Kg,,masoutis,05-05-2026,11-05-2026,"['98', '0317149_1.jpg']"
7.2,219860900,Μήλα Granny Smith,1,98,1,Φρούτα,Kg,,masoutis,05-05-2026,11-05-2026,"['98', '0317131_1.jpg']"
7.3,210647400,Μήλα Starkin Delicious,1,98,2,Φρούτα,Kg,,masoutis,05-05-2026,11-05-2026,"['37', '3339017_1.jpg']"
2,14202046,Λεμόνια,1.96,2.65,14202046_1.jpg,Φρούτα,Kg,,marketin,05-05-2026,11-05-2026,
3,14202293,Μπανάνες,1.28,1.49,14202293_1.jpg,Φρούτα,Kg,,marketin,05-05-2026,11-05-2026,
4,14202467,Πορτοκάλια,0.99,1.25,14202467_1.jpg,Φρούτα,Kg,,marketin,05-05-2026,11-05-2026,
5,89018013,Μανταρίνια,1.59,1.99,89018013_1.jpg,Φρούτα,Kg,,marketin,05-05-2026,11-05-2026,
6,14202768,Αχλάδια,2.45,2.59,14202768_1.jpg,Φρούτα,Kg,,marketin,05-05-2026,11-05-2026,
7,89012587,Μήλα,2.45,2.89,89012587_1.jpg,Φρούτα,Kg,,marketin,05-05-2026,11-05-2026,
