CATEGORY,BARCODE,NAME,PRICE_MIN,PRICE_MAX,IMAGE,CATEGORY_NAME,UNIT,DISPLAY,retailer,from,to,ΚΑΤΗΓΟΡΙΑ,PRICE
2,14202067,Λεμόνια,3.25,3.65,14202067_1.jpg,Φρούτα,Kg,,marketin,02-06-2026,08-06-2026,,
3,89084703,Μπανάνες,1.28,1.49,89084703_1.jpg,Φρούτα,Kg,,marketin,02-06-2026,08-06-2026,,
4,14202467,Πορτοκάλια,0.99,1.25,14202467_1.jpg,Φρούτα,Kg,,marketin,02-06-2026,08-06-2026,,
6,14202768,Αχλάδια,2.4,2.59,14202768_1.jpg,Φρούτα,Kg,,marketin,02-06-2026,08-06-2026,,
7,89012587,Μήλα,2.33,2.75,89012587_1.jpg,Φρούτα,Kg,,marketin,02-06-2026,08-06-2026,,
7.1,14202362,Μήλα Golden Delicious,2.1,2.59,14202362_1.jpg,Φρούτα,Kg,,marketin,02-06-2026,08-06-2026,,
7.2,14202438,Μήλα Granny Smith ,1.98,2.59,14202438_1.jpg,Φρούτα,Kg,,marketin,02-06-2026,08-06-2026,,
7.3,14202648,Μήλα Starkin Delicious,1.98,1.99,14202648_1.jpg,Φρούτα,Kg,,marketin,02-06-2026,08-06-2026,,
9,14202126,Μανιτάρια,1.45,4.25,14202126_1.jpg,Λαχανικά,Kg,,marketin,02-06-2026,08-06-2026,,
11,14202121,Τομάτες,2.2,2.3,14202121_1.jpg,Λαχανικά,Kg,,marketin,02-06-2026,08-06-2026,,
12,89009116,Τοματίνια,1.49,1.55,89009116_1.jpg,Λαχανικά,Kg,,marketin,02-06-2026,08-06-2026,,
13,14202005,Αγγούρια,0.45,1.39,14202005_1.jpg,Λαχανικά,Kg,,marketin,02-06-2026,08-06-2026,,
14,14202384,Κολοκύθια,1.99,2.45,14202384_1.jpg,Λαχανικά,kg,,marketin,02-06-2026,08-06-2026,,
15,14202591,Μαρούλια,0.95,1.09,14202591_1.jpg,Λαχανικά,Kg,,marketin,02-06-2026,08-06-2026,,
16,14202031,Ρόκα,0.75,1.4,14202031_1.jpg,Λαχανικά,Kg,,marketin,02-06-2026,08-06-2026,,
17.1,14202298,Πατάτες Κύπρου,1.45,1.69,14202298_1.jpg,Λαχανικά,Kg,,marketin,02-06-2026,08-06-2026,,
17.3 ,14202999,Πατάτες εισαγωγής,0.4,2.29,14202999_1.jpg,,,,marketin,02-06-2026,08-06-2026,,
18,14202156,Σκόρδα (κομμάτι),0.64,0.79,14202156_1.jpg,Λαχανικά,τμχ.,,marketin,02-06-2026,08-06-2026,,
19,14202389,Κρεμμύδια ξερά,0.9,0.98,14202389_1.jpg,Λαχανικά,Kg,,marketin,02-06-2026,08-06-2026,,
20,89004469,Κρεμμύδια φρέσκα,0.95,1.1,89004469_1.jpg,Λαχανικά,Kg,,marketin,02-06-2026,08-06-2026,,
21,14202131,Σπανάκι,2.15,2.55,14202131_1.jpg,Λαχανικά,Kg,,marketin,02-06-2026,08-06-2026,,
23,14202232,Καρότα,0.85,0.99,14202232_1.jpg,Λαχανικά,Kg,,marketin,02-06-2026,08-06-2026,,
25,14202422,Λάχανα,0.69,0.79,14202422_1.jpg,Λαχανικά,Kg,,marketin,02-06-2026,08-06-2026,,
26,14202025,Κουνουπίδια,2.15,2.65,14202025_1.jpg,Λαχανικά,Kg,,marketin,02-06-2026,08-06-2026,,
27,14202767,Μπρόκολο,3.55,4.25,14202767_1.jpg,Λαχανικά,Kg,,marketin,02-06-2026,08-06-2026,,
28.1,14202001,Πιπεριές χονδρές,2.78,3.29,14202001_1.jpg,Λαχανικά,Kg,,marketin,02-06-2026,08-06-2026,,
28.2,14202684,Πιπεριές μακριές,2.49,4.69,14202684_1.jpg,Λαχανικά,Kg,,marketin,02-06-2026,08-06-2026,,
29,14202454,Μελιτζάνες,1.95,2.39,14202454_1.jpg,Λαχανικά,Kg,,marketin,02-06-2026,08-06-2026,,
30,14202082,Μαϊντανός,0.75,0.85,14202082_1.jpg,Λαχανικά,Kg,,marketin,02-06-2026,08-06-2026,,
31,14202047,’νηθος,0.4,0.85,14202047_1.jpg,Λαχανικά,Kg,,marketin,02-06-2026,08-06-2026,,
32,14202367,Σέλινο,0.55,0.89,14202367_1.jpg,Λαχανικά,Kg,,marketin,02-06-2026,08-06-2026,,
2,198231                                                      ,Λεμόνια,2.49,2.49,198231_E1.jpg,Φρούτα,Kg,,mymarket,02-06-2026,08-06-2026,,
3,192041/198242                                               ,Μπανάνες,1.49,1.99,,Φρούτα,Kg,,mymarket,02-06-2026,08-06-2026,,
4,198117/198452                                               ,Πορτοκάλια Βαλέντσια,0.89,1.13,,Φρούτα,Kg,,mymarket,02-06-2026,08-06-2026,,
5,198433                                                      ,Μανταρίνια,3.49,3.49,198433_E1.jpg,Φρούτα,Kg,,mymarket,02-06-2026,08-06-2026,,
6,198274                                                      ,Αχλάδια,2.69,2.69,198274_E1.jpg,Φρούτα,Kg,,mymarket,02-06-2026,08-06-2026,,
7.1,198096                                                      ,Μήλα Golden Delicious,2.36,2.36,198096_E1.jpg,Φρούτα,Kg,,mymarket,02-06-2026,08-06-2026,,
7.2,198095                                                      ,Μήλα Granny Smith ,1.99,1.99,198095_E1.jpg,Φρούτα,Kg,,mymarket,02-06-2026,08-06-2026,,
7.3,198132                                                      ,Μήλα Starkin Delicious,1.99,1.99,198132_E1.jpg,Φρούτα,Kg,,mymarket,02-06-2026,08-06-2026,,
7.4,198271                                                      ,Μήλα Gala,1.99,1.99,198271_E1.jpg,Φρούτα,Kg,,mymarket,02-06-2026,08-06-2026,,
8,198212                                                      ,Ρόδια,4.19,4.19,198212_E1.jpg,Φρούτα,Kg,,mymarket,02-06-2026,08-06-2026,,
9,192081/198179                                               ,Μανιτάρια,5.10,8.50,,Λαχανικά,Kg,,mymarket,02-06-2026,08-06-2026,,
11,198028                                                      ,Τομάτες,1.90,1.90,198028_E1.jpg,Λαχανικά,Kg,,mymarket,02-06-2026,08-06-2026,,
12,192066/198676                                               ,Τοματίνια,3.75,7.96,,Λαχανικά,Kg,,mymarket,02-06-2026,08-06-2026,,
13,198026                                                      ,Αγγούρια,0.35,0.35,198026_E1.jpg,Λαχανικά,Kg,,mymarket,02-06-2026,08-06-2026,,
14,198027                                                      ,Κολοκύθια,1.77,1.77,198027_E1.jpg,Λαχανικά,kg,,mymarket,02-06-2026,08-06-2026,,
15,198024                                                      ,Μαρούλια,0.99,0.99,198024_E1.jpg,Λαχανικά,Kg,,mymarket,02-06-2026,08-06-2026,,
17.1,198705                                                      ,Πατάτες Κύπρου,1.45,1.45,198705_E1.jpg,Λαχανικά,Kg,,mymarket,02-06-2026,08-06-2026,,
17.2,192303                                                      ,Πατάτες εγχώριες,1.19,1.19,,Λαχανικά,Kg,,mymarket,02-06-2026,08-06-2026,,
17.3,198257/198329                                               ,Πατάτες εισαγωγής,0.77,2.29,,Λαχανικά,Kg,,mymarket,02-06-2026,08-06-2026,,
18,198183                                                      ,Σκόρδα (κομμάτι),0.69,0.69,198183_E1.jpg,Λαχανικά,τμχ.,,mymarket,02-06-2026,08-06-2026,,
19,198046/198187                                               ,Κρεμμύδια ξερά,0.79,0.89,,Λαχανικά,Kg,,mymarket,02-06-2026,08-06-2026,,
20,198013                                                      ,Κρεμμύδια φρέσκα,2.99,2.99,198013_E1.jpg,Λαχανικά,Kg,,mymarket,02-06-2026,08-06-2026,,
21,198009                                                      ,Σπανάκι,2.30,2.30,198009_E1.jpg,Λαχανικά,Kg,,mymarket,02-06-2026,08-06-2026,,
22,198012                                                      ,Παντζάρια,1.70,1.70,198012_E1.jpg,Λαχανικά,Kg,,mymarket,02-06-2026,08-06-2026,,
23,192321/198791                                               ,Καρότα,0.49,0.92,,Λαχανικά,Kg,,mymarket,02-06-2026,08-06-2026,,
24,192062                                                      ,Ραπανάκια,0.97,0.97,192062_E1.jpg,Λαχανικά,Kg,,mymarket,02-06-2026,08-06-2026,,
25,198034/198035                                               ,Λάχανα,0.69,1.39,,Λαχανικά,Kg,,mymarket,02-06-2026,08-06-2026,,
26,198036                                                      ,Κουνουπίδια,2.30,2.30,198036_E1.jpg,Λαχανικά,Kg,,mymarket,02-06-2026,08-06-2026,,
27,198156                                                      ,Μπρόκολο,3.99,3.99,198156_E1.jpg,Λαχανικά,Kg,,mymarket,02-06-2026,08-06-2026,,
28.1,198039                                                      ,Πιπεριές χονδρές,2.78,2.78,198039_E1.jpg,Λαχανικά,Kg,,mymarket,02-06-2026,08-06-2026,,
28.2,198040                                                      ,Πιπεριές μακριές,2.49,2.49,198040_E1.jpg,Λαχανικά,Kg,,mymarket,02-06-2026,08-06-2026,,
29,198037/198038                                               ,Μελιτζάνες,2.09,3.39,,Λαχανικά,Kg,,mymarket,02-06-2026,08-06-2026,,
30,198003                                                      ,Μαϊντανός,0.79,0.79,,Λαχανικά,Kg,,mymarket,02-06-2026,08-06-2026,,
31,198001                                                      ,Άνηθος,0.85,0.85,198001_E1.jpg,Λαχανικά,Kg,,mymarket,02-06-2026,08-06-2026,,
32,198002                                                      ,Σέλινο,2.25,2.25,198002_E1.jpg,Λαχανικά,Kg,,mymarket,02-06-2026,08-06-2026,,
33,198016                                                      ,Φασολάκια,4.59,4.59,198016_E1.jpg,Λαχανικά,Kg,,mymarket,02-06-2026,08-06-2026,,
1,1,ΣΤΑΦΥΛΙΑ,4.45,4.45,,Φρούτα,Kg,,sklavenitis,02-06-2026,08-06-2026,,
2,2,ΛΕΜΟΝΙΑ,2.3,2.3,,Φρούτα,Kg,,sklavenitis,02-06-2026,08-06-2026,,
3,3,ΜΠΑΝΑΝΕΣ,1.28,1.88,,Φρούτα,Kg,,sklavenitis,02-06-2026,08-06-2026,,
4,4,ΠΟΡΤΟΚΑΛΙΑ ΒΑΛΕΝΤΣΙΑ,0.82,1.02,,Φρούτα,Kg,,sklavenitis,02-06-2026,08-06-2026,,
6,6,ΑΧΛΑΔΙΑ,2.4,2.98,,Φρούτα,Kg,,sklavenitis,02-06-2026,08-06-2026,,
7.1,7.1,ΜΗΛΑ GOLDEN DELICIOUS,2.1,2.1,,Φρούτα,Kg,,sklavenitis,02-06-2026,08-06-2026,,
7.2,7.2,ΜΗΛΑ GRANNY SMITH,1.98,1.98,,Φρούτα,Kg,,sklavenitis,02-06-2026,08-06-2026,,
7.3,7.3,ΜΗΛΑ STARKIN DELICIOUS,1.45,1.83,,Φρούτα,Kg,,sklavenitis,02-06-2026,08-06-2026,,
8,8,ΡΟΔΙΑ,4.05,4.05,,Φρούτα,Kg,,sklavenitis,02-06-2026,08-06-2026,,
9,9,ΜΑΝΙΤΑΡΙΑ,4.45,8.6,,Λαχανικά,Kg,,sklavenitis,02-06-2026,08-06-2026,,
10,10,ΑΓΚΙΝΑΡΕΣ,0.58,0.58,,Λαχανικά,Kg,,sklavenitis,02-06-2026,08-06-2026,,
11,11,ΝΤΟΜΑΤΕΣ,1.45,2.25,,Λαχανικά,Kg,,sklavenitis,02-06-2026,08-06-2026,,
12,12,ΝΤΟΜΑΤΙΝΙΑ,3.3,9,,Λαχανικά,Kg,,sklavenitis,02-06-2026,08-06-2026,,
13,13,ΑΓΓΟΥΡΙΑ,1.35,1.83,,Λαχανικά,Kg,,sklavenitis,02-06-2026,08-06-2026,,
14,14,ΚΟΛΟΚΥΘΙΑ,1.47,2.25,,Λαχανικά,kg,,sklavenitis,02-06-2026,08-06-2026,,
15a,15a,ΜΑΡΟΥΛΙΑ,1.7,1.7,,,,,sklavenitis,02-06-2026,08-06-2026,,
15b,15b,ΜΑΡΟΥΛΙΑ ΤΕΜΑΧΙΟ,0.73,0.95,,,,,sklavenitis,02-06-2026,08-06-2026,,
16,16,ΡΟΚΑ,8,8,,Λαχανικά,Kg,,sklavenitis,02-06-2026,08-06-2026,,
17.1,17.1,ΠΑΤΑΤΕΣ ΚΥΠΡΟΥ,1.45,1.45,,Λαχανικά,Kg,,sklavenitis,02-06-2026,08-06-2026,,
17.2,17.2,ΠΑΤΑΤΕΣ ΕΓΧΩΡΙΕΣ,0.8,1.1,,Λαχανικά,Kg,,sklavenitis,02-06-2026,08-06-2026,,
17.3,17.3,ΠΑΤΑΤΕΣ ΕΙΣΑΓΩΓΗΣ,1.98,1.98,,Λαχανικά,Kg,,sklavenitis,02-06-2026,08-06-2026,,
18,18,ΣΚΟΡΔΑ ΤΕΜΑΧΙΟ,0.32,0.36,,Λαχανικά,τμχ.,,sklavenitis,02-06-2026,08-06-2026,,
19,19,ΚΡΕΜΜΥΔΙΑ ΞΕΡΑ,0.8,0.9,,Λαχανικά,Kg,,sklavenitis,02-06-2026,08-06-2026,,
20,20,ΚΡΕΜΜΥΔΙΑ ΦΡΕΣΚΑ,2.85,9,,Λαχανικά,Kg,,sklavenitis,02-06-2026,08-06-2026,,
21,21,ΣΠΑΝΑΚΙ,2.15,2.15,,Λαχανικά,Kg,,sklavenitis,02-06-2026,08-06-2026,,
22,22,ΠΑΝΤΖΑΡΙΑ,1.6,1.6,,Λαχανικά,Kg,,sklavenitis,02-06-2026,08-06-2026,,
23,23,ΚΑΡΟΤΑ,0.9,0.95,,Λαχανικά,Kg,,sklavenitis,02-06-2026,08-06-2026,,
24,24,ΡΑΠΑΝΑΚΙΑ,7.2,7.2,,Λαχανικά,Kg,,sklavenitis,02-06-2026,08-06-2026,,
25,25,ΛΑΧΑΝΑ,0.55,2.28,,Λαχανικά,Kg,,sklavenitis,02-06-2026,08-06-2026,,
26,26,ΚΟΥΝΟΥΠΙΔΙΑ,2.18,2.18,,Λαχανικά,Kg,,sklavenitis,02-06-2026,08-06-2026,,
27,27,ΜΠΡΟΚΟΛΑ,3.55,3.55,,Λαχανικά,Kg,,sklavenitis,02-06-2026,08-06-2026,,
28.1,28.1,ΠΙΠΕΡΙΕΣ ΧΟΝΤΡΕΣ,2.15,7,,Λαχανικά,Kg,,sklavenitis,02-06-2026,08-06-2026,,
28.2,28.2,ΠΙΠΕΡΙΕΣ ΜΑΚΡΙΕΣ,2.35,7.3,,Λαχανικά,Kg,,sklavenitis,02-06-2026,08-06-2026,,
29,29,ΜΕΛΙΤΖΑΝΕΣ,1.85,3.17,,Λαχανικά,Kg,,sklavenitis,02-06-2026,08-06-2026,,
30,30,ΜΑΪΝΤΑΝΟΣ,7.5,7.5,,Λαχανικά,Kg,,sklavenitis,02-06-2026,08-06-2026,,
31,31,ΑΝΙΘΟΣ,7.5,7.5,,Λαχανικά,Kg,,sklavenitis,02-06-2026,08-06-2026,,
32,32,ΣΕΛΙΝΟ,1.23,6.25,,Λαχανικά,Kg,,sklavenitis,02-06-2026,08-06-2026,,
33,33,ΦΑΣΟΛΑΚΙΑ,4.95,4.95,,Λαχανικά,Kg,,sklavenitis,02-06-2026,08-06-2026,,
13,5235,Αγγούρια,1.35,1.35,,Λαχανικά,Kg,,xalkiadakis,02-06-2026,08-06-2026,,
31,5242,Άνηθος,0.85,0.85,,Λαχανικά,Kg,,xalkiadakis,02-06-2026,08-06-2026,,
6,5317,Αχλάδια,2.65,2.65,,Φρούτα,Kg,,xalkiadakis,02-06-2026,08-06-2026,,
23,5212,Καρότα,0.88,0.88,,Λαχανικά,Kg,,xalkiadakis,02-06-2026,08-06-2026,,
14,177209,Κολοκύθια,1.65,1.65,,Λαχανικά,kg,,xalkiadakis,02-06-2026,08-06-2026,,
26,5228,Κουνουπίδια,2.20,2.20,,Λαχανικά,Kg,,xalkiadakis,02-06-2026,08-06-2026,,
19,5211,Κρεμμύδια ξερά,0.95,0.95,,Λαχανικά,Kg,,xalkiadakis,02-06-2026,08-06-2026,,
20,5244,Κρεμμύδια φρέσκα,0.85,0.85,,Λαχανικά,Kg,,xalkiadakis,02-06-2026,08-06-2026,,
25,5239,Λάχανα,0.80,0.80,,Λαχανικά,Kg,,xalkiadakis,02-06-2026,08-06-2026,,
2,5298,Λεμόνια,2.03,2.03,,Φρούτα,Kg,,xalkiadakis,02-06-2026,08-06-2026,,
30,5232,Μαϊντανός,0.85,0.85,,Λαχανικά,Kg,,xalkiadakis,02-06-2026,08-06-2026,,
9,29248,Μανιτάρια,4.35,4.35,,Λαχανικά,Kg,,xalkiadakis,02-06-2026,08-06-2026,,
5,177092,Μανταρίνια,0.00,0.00,,Φρούτα,Kg,,xalkiadakis,02-06-2026,08-06-2026,,
15,118449,Μαρούλια,0.85,0.85,,Λαχανικά,Kg,,xalkiadakis,02-06-2026,08-06-2026,,
29,5216,Μελιτζάνες,1.45,1.45,,Λαχανικά,Kg,,xalkiadakis,02-06-2026,08-06-2026,,
7.1,5245,Μήλα Golden Delicious,2.10,2.10,,Φρούτα,Kg,,xalkiadakis,02-06-2026,08-06-2026,,
7.2,5215,Μήλα Granny Smith ,2.05,2.05,,Φρούτα,Kg,,xalkiadakis,02-06-2026,08-06-2026,,
7.3,5208,Μήλα Starkin Delicious,1.98,1.98,,Φρούτα,Kg,,xalkiadakis,02-06-2026,08-06-2026,,
3,5237,Μπανάνες,1.70,1.70,,Φρούτα,Kg,,xalkiadakis,02-06-2026,08-06-2026,,
27,5236,Μπρόκολο,3.65,3.65,,Λαχανικά,Kg,,xalkiadakis,02-06-2026,08-06-2026,,
22,5241,Παντζάρια,1.45,1.45,,Λαχανικά,Kg,,xalkiadakis,02-06-2026,08-06-2026,,
17,43492,Πατάτες,1.18,1.18,,Λαχανικά,Kg,,xalkiadakis,02-06-2026,08-06-2026,,
17.2,55033,Πατάτες εγχώριες,0.98,0.98,,Λαχανικά,Kg,,xalkiadakis,02-06-2026,08-06-2026,,
17.1,44153,Πατάτες Κύπρου,1.50,1.50,,Λαχανικά,Kg,,xalkiadakis,02-06-2026,08-06-2026,,
28.2,5321,Πιπεριές μακριές,3.65,3.65,,Λαχανικά,Kg,,xalkiadakis,02-06-2026,08-06-2026,,
28.1,5222,Πιπεριές χονδρές,2.65,2.65,,Λαχανικά,Kg,,xalkiadakis,02-06-2026,08-06-2026,,
4,5213,Πορτοκάλια Βαλέντσια,1.15,1.15,,Φρούτα,Kg,,xalkiadakis,02-06-2026,08-06-2026,,
24,5273,Ραπανάκια,2.28,2.28,,Λαχανικά,Kg,,xalkiadakis,02-06-2026,08-06-2026,,
8,5323,Ρόδια,3.45,3.45,,Φρούτα,Kg,,xalkiadakis,02-06-2026,08-06-2026,,
16,118438,Ρόκα,1.17,1.17,,Λαχανικά,Kg,,xalkiadakis,02-06-2026,08-06-2026,,
32,5243,Σέλινο,0.78,0.78,,Λαχανικά,Kg,,xalkiadakis,02-06-2026,08-06-2026,,
18,98893,Σκόρδα (κομμάτι),0.58,0.58,,Λαχανικά,τμχ.,,xalkiadakis,02-06-2026,08-06-2026,,
21,5259,Σπανάκι,2.15,2.15,,Λαχανικά,Kg,,xalkiadakis,02-06-2026,08-06-2026,,
11,5234,Τομάτες,1.40,1.40,,Λαχανικά,Kg,,xalkiadakis,02-06-2026,08-06-2026,,
12,86360,Τοματίνια,1.68,1.68,,Λαχανικά,Kg,,xalkiadakis,02-06-2026,08-06-2026,,
33,5277,Φασολάκια ,3.98,3.98,,Λαχανικά,Kg,,xalkiadakis,02-06-2026,08-06-2026,,
