CATEGORY,BARCODE,NAME,PRICE_MIN,PRICE_MAX,IMAGE,CATEGORY_NAME,UNIT,DISPLAY,retailer,from,to
1,7063330,Σταφύλια,3.97,3.97,stafilia.jpg,Φρούτα,Kg,,ab,24-12-2024,30-12-2024
11,7063667,Τομάτες,2.45,2.65,ntomates.jpg,Λαχανικά,Kg,,ab,24-12-2024,30-12-2024
12,7063697,Τοματίνια,4.29,10.76,ntomatinia.jpg,Λαχανικά,Kg,,ab,24-12-2024,30-12-2024
13,7063652,Αγγούρια,0.65,1.95,aggouria.jpg,Λαχανικά,Kg,,ab,24-12-2024,30-12-2024
14,7063710,Κολοκύθια,2.64,6.38,kolokuthia.jpg,Λαχανικά,kg,,ab,24-12-2024,30-12-2024
15,7063845,Μαρούλια,0.76,1.28,maroulia.jpg,Λαχανικά,Kg,,ab,24-12-2024,30-12-2024
16,7338136,Ρόκα,1.31,1.31,roka.jpg,Λαχανικά,Kg,,ab,24-12-2024,30-12-2024
17.1,7064162,Πατάτες Κύπρου,1.79,1.79,patates_kuprou.jpg,Λαχανικά,Kg,,ab,24-12-2024,30-12-2024
17.2,7335944,Πατάτες εγχώριες,0.99,2.18,patates_egxories.jpg,Λαχανικά,Kg,,ab,24-12-2024,30-12-2024
18,7064239,Σκόρδα (κομμάτι),0.65,0.65,skorda.jpg,Λαχανικά,τμχ.,,ab,24-12-2024,30-12-2024
19,7064213,Κρεμμύδια ξερά,0.72,1.63,kremmudia_xeria.jpg,Λαχανικά,Kg,,ab,24-12-2024,30-12-2024
2,7062943,Λεμόνια,1.19,2.42,lemonia.jpg,Φρούτα,Kg,,ab,24-12-2024,30-12-2024
20,7064229,Κρεμμύδια φρέσκα,2.26,2.26,kremmudia_freska.jpg,Λαχανικά,Kg,,ab,24-12-2024,30-12-2024
21,7063904,Σπανάκι,1.89,4.83,spanaki.jpg,Λαχανικά,Kg,,ab,24-12-2024,30-12-2024
22,7063905,Παντζάρια,1.39,4.13,pantzaria.jpg,Λαχανικά,Kg,,ab,24-12-2024,30-12-2024
23,7063924,Καρότα,0.89,2.29,karota.jpg,Λαχανικά,Kg,,ab,24-12-2024,30-12-2024
24,7063936,Ραπανάκια,0.92,0.92,rapanakia.jpg,Λαχανικά,Kg,,ab,24-12-2024,30-12-2024
25,7063804,Λάχανα,0.89,1.58,laxana.jpg,Λαχανικά,Kg,,ab,24-12-2024,30-12-2024
26,7063767,Κουνουπίδια,1.98,5.62,kounoupidia.jpg,Λαχανικά,Kg,,ab,24-12-2024,30-12-2024
27,7063823,Μπρόκολο,3.07,5.75,mprokolo.jpg,Λαχανικά,Kg,,ab,24-12-2024,30-12-2024
28.1,7063729,Πιπεριές χονδρές,1.95,3.31,piperies_xondres.jpg,Λαχανικά,Kg,,ab,24-12-2024,30-12-2024
28.2,7063738,Πιπεριές μακριές,2.32,2.32,piperies_makries.jpg,Λαχανικά,Kg,,ab,24-12-2024,30-12-2024
29,7063831,Μελιτζάνες,2.45,3.28,melitzanes.jpg,Λαχανικά,Kg,,ab,24-12-2024,30-12-2024
3,7063298,Μπανάνες,1.85,2.04,bananes.jpg,Φρούτα,Kg,,ab,24-12-2024,30-12-2024
30,7064307,Μαϊντανός,0.69,1.68,maintanos.jpg,Λαχανικά,Kg,,ab,24-12-2024,30-12-2024
31,7064310,Άνηθος,0.69,1.68,anithos.jpg,Λαχανικά,Kg,,ab,24-12-2024,30-12-2024
32,7064311,Σέλινο,2.25,3.39,selino.jpg,Λαχανικά,Kg,,ab,24-12-2024,30-12-2024
33,7063776,Φασολάκια ,4.39,4.39,fasolakia.jpg,Λαχανικά,Kg,,ab,24-12-2024,30-12-2024
4,7062871,Πορτοκάλια Βαλέντσια ,1.09,2.1,portokalia.jpg,Φρούτα,Kg,,ab,24-12-2024,30-12-2024
5,7062908,Μανταρίνια,1.75,2.73,mantarinia.jpg,Φρούτα,Kg,,ab,24-12-2024,30-12-2024
6,7125570,Αχλάδια,1.46,6.22,axladia.jpg,Φρούτα,Kg,,ab,24-12-2024,30-12-2024
7.1,7062828,Μήλα Golden Delicious,1.82,4.25,mila_golden_delicious.jpg,Φρούτα,Kg,,ab,24-12-2024,30-12-2024
7.2,7062840,Μήλα Granny Smith ,1.72,4.25,mila_granny_smith.jpg,Φρούτα,Kg,,ab,24-12-2024,30-12-2024
7.3,7633877,Μήλα Starkin Delicious,1.22,3.57,mila_starkin_delicious.jpg,Φρούτα,Kg,,ab,24-12-2024,30-12-2024
7.4,7062808,Μήλα Gala,1.86,4.25,mila_gala.jpg,Φρούτα,Kg,,ab,24-12-2024,30-12-2024
8,7063274,Ρόδια,2.31,2.8,rodia.jpg,Φρούτα,Kg,,ab,24-12-2024,30-12-2024
9,7064279,Μανιτάρια,1.31,1.31,manitaria.jpg,Λαχανικά,Kg,,ab,24-12-2024,30-12-2024
24,16598,Ραπανάκια,2.4,2.4,16598.jpg,Λαχανικά,Kg,,bazaar,24-12-2024,30-12-2024
22,19002,Παντζάρια,1.49,1.6,19002.jpg,Λαχανικά,Kg,,bazaar,24-12-2024,30-12-2024
11,19004,Τομάτες,1.6,2.29,19004.jpg,Λαχανικά,Kg,,bazaar,24-12-2024,30-12-2024
14,19008,Κολοκύθια,2.19,2.95,19008.jpg,Λαχανικά,kg,,bazaar,24-12-2024,30-12-2024
7.2,19023,Μήλα Granny Smith,1.29,1.92,19023.jpg,Φρούτα,Kg,,bazaar,24-12-2024,30-12-2024
26,19028,Κουνουπίδια,1.99,2.29,19028.jpg,Λαχανικά,Kg,,bazaar,24-12-2024,30-12-2024
29,19034,Μελιτζάνες,2.88,4.19,19034.jpg,Λαχανικά,Kg,,bazaar,24-12-2024,30-12-2024
28.2,19036,Πιπεριές μακριές,2.7,3.04,19036.jpg,Λαχανικά,Kg,,bazaar,24-12-2024,30-12-2024
6,19042,Αχλάδια,1.69,1.75,19042.jpg,Φρούτα,Kg,,bazaar,24-12-2024,30-12-2024
30,19044,Μαϊντανός,0.55,0.75,19044.jpg,Λαχανικά,Kg,,bazaar,24-12-2024,30-12-2024
31,19045,’νηθος,0.55,0.75,19045.jpg,Λαχανικά,Kg,,bazaar,24-12-2024,30-12-2024
21,19046,Σπανάκι,2.29,2.4,19046.jpg,Λαχανικά,Kg,,bazaar,24-12-2024,30-12-2024
13,19052,Αγγούρια,0.88,2.95,19052.jpg,Λαχανικά,Kg,,bazaar,24-12-2024,30-12-2024
7.3,19066,Μήλα Starkin Delicious,1.49,1.82,19066.jpg,Φρούτα,Kg,,bazaar,24-12-2024,30-12-2024
32,19067,Σέλινο,0.4,3.35,19067.jpg,Λαχανικά,Kg,,bazaar,24-12-2024,30-12-2024
20,19071,Κρεμμύδια φρέσκα,0.55,0.99,19071.jpg,Λαχανικά,Kg,,bazaar,24-12-2024,30-12-2024
27,19076,Μπρόκολο,2.95,2.95,19076.jpg,Λαχανικά,Kg,,bazaar,24-12-2024,30-12-2024
15,19119,Μαρούλια,0.86,1.99,19119.jpg,Λαχανικά,Kg,,bazaar,24-12-2024,30-12-2024
17.3,19120,Πατάτες εισαγωγής,1.12,1.12,19120.jpg,Λαχανικά,Kg,,bazaar,24-12-2024,30-12-2024
7.1,19124,Μήλα Golden Delicious,1.49,2.4,19124.jpg,Φρούτα,Kg,,bazaar,24-12-2024,30-12-2024
9,19173,Μανιτάρια,2.18,3.98,19173.jpg,Λαχανικά,Kg,,bazaar,24-12-2024,30-12-2024
23,19185,Καρότα,0.99,1.09,19185.jpg,Λαχανικά,Kg,,bazaar,24-12-2024,30-12-2024
19,19210,Κρεμμύδια ξερά,0.8,0.89,19210.jpg,Λαχανικά,Kg,,bazaar,24-12-2024,30-12-2024
3,19213,Μπανάνες,1.65,1.85,19213.jpg,Φρούτα,Kg,,bazaar,24-12-2024,30-12-2024
28.1,19806,Πιπεριές χονδρές,1.92,2.59,19806.jpg,Λαχανικά,Kg,,bazaar,24-12-2024,30-12-2024
5,19890,Μανταρίνια,1.44,1.44,19890.jpg,Φρούτα,Kg,,bazaar,24-12-2024,30-12-2024
25,19935,Λάχανα,0.89,1.6,19935.jpg,Λαχανικά,Kg,,bazaar,24-12-2024,30-12-2024
2,19938,Λεμόνια,1.15,1.29,19938.jpg,Φρούτα,Kg,,bazaar,24-12-2024,30-12-2024
8,19953,Ρόδια,3.44,3.44,19953.jpg,Φρούτα,Kg,,bazaar,24-12-2024,30-12-2024
33,19962,Φασολάκια,5.6,5.6,19962.jpg,Λαχανικά,Kg,,bazaar,24-12-2024,30-12-2024
16,5200374820104,Ρόκα,1.09,1.17,5200374820104.jpg,Λαχανικά,Kg,,bazaar,24-12-2024,30-12-2024
18,5202336028665,Σκόρδα (κομμάτι),0.55,0.55,5202336028665.jpg,Λαχανικά,τμχ.,,bazaar,24-12-2024,30-12-2024
2,397140,ΛΕΜΟΝΙΑ ΕΓΧΩΡΙΑ,1.15,1.15,,Φρούτα,Kg,,galaxias,24-12-2024,30-12-2024
3,397184,ΜΠΑΝΑΝΕΣ ΕΙΣΑΓΩΓΗΣ,1.48,1.85,,Φρούτα,Kg,,galaxias,24-12-2024,30-12-2024
4,397051,ΠΟΡΤΟΚΑΛΙΑ ΒΑΛΕΝΤΣΙΑ ΕΓΧΩΡΙΑ,1.4,1.4,,Φρούτα,Kg,,galaxias,24-12-2024,30-12-2024
5,397103,ΜΑΝΤΑΡΙΝΙΑ ΚΛΗΜΕΝΤΙΝΕΣ ΕΓΧΩΡΙΑ,1.2,1.35,,Φρούτα,Kg,,galaxias,24-12-2024,30-12-2024
6,397046,ΑΧΛΑΔΙΑ ΚΡΥΣΤΑΛΙΑ ΕΓΧΩΡΙΑ,1.58,1.58,,Φρούτα,Kg,,galaxias,24-12-2024,30-12-2024
7,397169,ΜΗΛΑ FUJI ΕΓΧΩΡΙΑ,1.98,1.98,,Φρούτα,Kg,,galaxias,24-12-2024,30-12-2024
7.1,397066,ΜΗΛΑ ΓΚΟΛΝΤΕΝ  ΕΓΧΩΡΙΑ,1.92,1.92,,Φρούτα,Kg,,galaxias,24-12-2024,30-12-2024
7.2,397172,ΜΗΛΑ ΣΜΙΘ ΕΓΧΩΡΙΑ (ΞΙΝΟΜΗΛΑ) ΕΓΧΩΡΙΑ,1.68,1.68,,Φρούτα,Kg,,galaxias,24-12-2024,30-12-2024
7.3,397167,ΜΗΛΑ ΣΤΑΡΚΙΝ ΕΓΧΩΡΙΑ,1.38,1.38,,Φρούτα,Kg,,galaxias,24-12-2024,30-12-2024
7.4,397170,ΜΗΛΑ ΓΚΑΛΑ ΕΓΧΩΡΙΑ,1.7,1.7,,Φρούτα,Kg,,galaxias,24-12-2024,30-12-2024
8,397230,ΡΟΔΙΑ ΕΓΧΩΡΙΑ,2.1,2.1,,Φρούτα,Kg,,galaxias,24-12-2024,30-12-2024
9,397150,ΜΑΝΙΤΑΡΙΑ CHAMPION ΤΥΠ/ΝΟ ΕΙΣΑΓΩΓΗΣ 250ΓΡ,1.5,1.5,,Λαχανικά,Kg,,galaxias,24-12-2024,30-12-2024
11,397193,ΝΤΟΜΑΤΕΣ ΕΓΧΩΡΙΕΣ,2.35,2.85,,Λαχανικά,Kg,,galaxias,24-12-2024,30-12-2024
12,80022643,ΝΤΟΜΑΤΙΝΙΑ ΔΑΚΡΥ ΒΕΛΑΝΙΔΙΑ ΕΓΧΩΡΙΑ ΚΙΛ,4.93,4.93,,Λαχανικά,Kg,,galaxias,24-12-2024,30-12-2024
12,397255,ΝΤΟΜΑΤΙΝΙΑ ΕΓΧΩΡΙΑ ΚΙΛ,4.93,4.93,,Λαχανικά,Kg,,galaxias,24-12-2024,30-12-2024
13,397004,ΑΓΓΟΥΡΙΑ Α' ΕΓΧΩΡΙΑ ΤΕΜ ,0.52,0.52,,Λαχανικά,Kg,,galaxias,24-12-2024,30-12-2024
14,397110,ΚΟΛΟΚΥΘΙΑ ΕΓΧΩΡΙΑ ,2.5,2.5,,Λαχανικά,kg,,galaxias,24-12-2024,30-12-2024
15,397161,ΜΑΡΟΥΛΙΑ ΕΓΧΩΡΙΑ ΤΕΜ,0.65,0.65,,Λαχανικά,Kg,,galaxias,24-12-2024,30-12-2024
17.1,397196,ΠΑΤΑΤΕΣ ΕΙΣΑΓΩΓΗΣ ΚΥΠΡΟΥ,1.75,1.75,,Λαχανικά,Kg,,galaxias,24-12-2024,30-12-2024
17.2,397197,ΠΑΤΑΤΑ ΕΓΧΩΡΙΑ Α',0.98,0.98,,Λαχανικά,Kg,,galaxias,24-12-2024,30-12-2024
17.3,80029541,ΠΑΤΑΤΕΣ ΕΙΣΑΓΩΓΗΣ ΑΙΓΥΠΤΟΥ,1.03,1.03,,Λαχανικά,Kg,,galaxias,24-12-2024,30-12-2024
18,397243,ΣΚΟΡΔΑ ΕΓΧΩΡΙΑ ,0.62,0.62,,Λαχανικά,τμχ.,,galaxias,24-12-2024,30-12-2024
19,397125,ΚΡΕΜΜΥΔΙΑ ΞΕΡΑ  -ΕΓΧΩΡΙΑ,0.7,0.7,,Λαχανικά,Kg,,galaxias,24-12-2024,30-12-2024
19,80021320,ΚΡΕΜΜΥΔΙΑ ΞΕΡΑ ΛΕΥΚΑ ΕΓΧΩΡΙΑ,0.7,0.7,,Λαχανικά,Kg,,galaxias,24-12-2024,30-12-2024
20,397123,ΚΡΕΜΜΥΔΑΚΙΑ ΦΡΕΣΚΑ ΕΓΧΩΡΙΑ ΤΕΜ,0.8,0.8,,Λαχανικά,Kg,,galaxias,24-12-2024,30-12-2024
21,397246,ΣΠΑΝΑΚΙΑ ΕΓΧΩΡΙΑ,1.82,1.82,,Λαχανικά,Kg,,galaxias,24-12-2024,30-12-2024
22,397198,ΠΑΝΤΖΑΡΙΑ ΕΓΧΩΡΙΑ,1.35,1.35,,Λαχανικά,Kg,,galaxias,24-12-2024,30-12-2024
23,397088,ΚΑΡΟΤΑ ΕΓΧΩΡΙΑ,0.85,0.85,,Λαχανικά,Kg,,galaxias,24-12-2024,30-12-2024
24,397221,ΡΑΠΑΝΑΚΙΑ ΕΓΧΩΡΙΑ  ΤΕΜΑΧΙΑ,1.48,1.48,,Λαχανικά,Kg,,galaxias,24-12-2024,30-12-2024
25,397132,ΛΑΧΑΝΑ ΕΓΧΩΡΙΑ,0.85,0.85,,Λαχανικά,Kg,,galaxias,24-12-2024,30-12-2024
26,397117,ΚΟΥΝΟΥΠΙΔΙΑ ΕΓΧΩΡΙΑ,1.95,1.95,,Λαχανικά,Kg,,galaxias,24-12-2024,30-12-2024
26,397118,ΚΟΥΝΟΥΠΙΔΙΑ  ΕΙΣΑΓΩΓΗΣ,1.95,1.95,,Λαχανικά,Kg,,galaxias,24-12-2024,30-12-2024
27,80019785,ΜΠΡΟΚΟΛΟ ΠΑΓΟΥ ΕΓΧΩΡΙΟ,3.36,3.36,,Λαχανικά,Kg,,galaxias,24-12-2024,30-12-2024
28,397207,ΠΙΠΕΡΙΕΣ ΠΡΑΣΙΝΕΣ ΕΓΧΩΡΙΕΣ,2.51,2.51,,Λαχανικά,Kg,,galaxias,24-12-2024,30-12-2024
28.1,80013506,ΠΙΠΕΡΙΕΣ ΝΤΟΛΜΑ ΕΓΧΩΡΙΕΣ ΚΙΛ,2.51,2.51,,Λαχανικά,Kg,,galaxias,24-12-2024,30-12-2024
28.2,397206,ΠΙΠΕΡΙΕΣ ΚΕΡΑΤΑ Α' ΕΓΧΩΡΙΕΣ,2.39,2.39,,Λαχανικά,Kg,,galaxias,24-12-2024,30-12-2024
29,397263,ΜΕΛΙΤΖΑΝΕΣ ΦΛΑΣΚΕΣ ΕΓΧΩΡΙΕΣ,2.59,2.59,,Λαχανικά,Kg,,galaxias,24-12-2024,30-12-2024
30,397148,ΜΑΙΝΤΑΝΟΣ ΕΓΧΩΡΙΟΣ ΤΕΜ,0.65,0.65,,Λαχανικά,Kg,,galaxias,24-12-2024,30-12-2024
31,397015,ΑΝΙΘΑ ΕΓΧΩΡΙΑ ΤΕΜΑΧΙΟ,0.65,0.65,,Λαχανικά,Kg,,galaxias,24-12-2024,30-12-2024
32,80023018,ΣΕΛΙΝΟ ΕΓΧΩΡΙΑ ΤΕΜΑΧΙΟ,0.6,0.6,,Λαχανικά,Kg,,galaxias,24-12-2024,30-12-2024
33,397260,ΦΑΣΟΛΙΑ ΜΠΑΡΜΠΟΥΝΙΑ ΕΓΧΩΡΙΑ,4.2,4.2,,Λαχανικά,Kg,,galaxias,24-12-2024,30-12-2024
33,397261,ΦΑΣΟΛΙΑ ΤΣΑΟΥΛΙΑ ΕΓΧΩΡΙΑ,3.55,3.55,,Λαχανικά,Kg,,galaxias,24-12-2024,30-12-2024
2,1140,Λεμόνια,0.87,1.09,1140.jpg,Φρούτα,Kg,,kritikos,24-12-2024,30-12-2024
3,1000,Μπανάνες,1.49,1.85,1000.jpg,Φρούτα,Kg,,kritikos,24-12-2024,30-12-2024
4,1148,Πορτοκάλια ,0.72,0.99,1148.jpg,Φρούτα,Kg,,kritikos,24-12-2024,30-12-2024
5,1224,Μανταρίνια,1.35,1.59,1224.jpg,Φρούτα,Kg,,kritikos,24-12-2024,30-12-2024
6,1032,Αχλάδια,1.55,1.88,1032.jpg,Φρούτα,Kg,,kritikos,24-12-2024,30-12-2024
7,1006,Μήλα,1.45,1.55,1006.jpg,Φρούτα,Kg,,kritikos,24-12-2024,30-12-2024
7.1,1053,Μήλα Golden Delicious (σε επιλεγμένα καταστήματα),1.76,1.79,1053.jpg,Φρούτα,Kg,,kritikos,24-12-2024,30-12-2024
7.2,1057,Μήλα Granny Smith ,1.59,1.75,1057.jpg,Φρούτα,Kg,,kritikos,24-12-2024,30-12-2024
7.3,1006,Μήλα Starkin Delicious,1.45,1.55,1006.jpg,Φρούτα,Kg,,kritikos,24-12-2024,30-12-2024
8,1082,Ρόδια  (σε επιλεγμένα καταστήματα),2.49,2.99,1082.jpg,Φρούτα,Kg,,kritikos,24-12-2024,30-12-2024
9,555428,Μανιτάρια (σε επιλεγμένα καταστήματα),6.72,6.72,555428.jpg,Λαχανικά,Kg,,kritikos,24-12-2024,30-12-2024
11,1009,Τομάτες,2.45,2.45,1009.jpg,Λαχανικά,Kg,,kritikos,24-12-2024,30-12-2024
12,718070,Τοματίνια,4.20,4.50,718070.jpg,Λαχανικά,Kg,,kritikos,24-12-2024,30-12-2024
13,1004,Αγγούρια,1.67,2.16,1004.jpg,Λαχανικά,Kg,,kritikos,24-12-2024,30-12-2024
14,1025,Κολοκύθια,2.47,2.69,1025.jpg,Λαχανικά,kg,,kritikos,24-12-2024,30-12-2024
