CATEGORY,BARCODE,NAME,PRICE_MIN,PRICE_MAX,IMAGE,CATEGORY_NAME,UNIT,DISPLAY,retailer,from,to,null
33,7063776,Φασολάκια ,6.29,6.29,fasolakia.jpg,Λαχανικά,Kg,,ab,12-05-2026,18-05-2026,
4,7062871,Πορτοκάλια Βαλέντσια ,1.34,1.95,portokalia.jpg,Φρούτα,Kg,,ab,12-05-2026,18-05-2026,
5,7062908,Μανταρίνια,2.09,2.92,mantarinia.jpg,Φρούτα,Kg,,ab,12-05-2026,18-05-2026,
6,7125570,Αχλάδια,2.29,7.15,axladia.jpg,Φρούτα,Kg,,ab,12-05-2026,18-05-2026,
7.1,7062828,Μήλα Golden Delicious,2.15,4.99,mila_golden_delicious.jpg,Φρούτα,Kg,,ab,12-05-2026,18-05-2026,
7.2,7062840,Μήλα Granny Smith ,2.05,4.99,mila_granny_smith.jpg,Φρούτα,Kg,,ab,12-05-2026,18-05-2026,
7.3,7633877,Μήλα Starkin Delicious,1.55,4.99,mila_starkin_delicious.jpg,Φρούτα,Kg,,ab,12-05-2026,18-05-2026,
7.4,7062808,Μήλα Gala,1.98,4.89,mila_gala.jpg,Φρούτα,Kg,,ab,12-05-2026,18-05-2026,
8,7063274,Ρόδια,2.95,3.35,rodia.jpg,Φρούτα,Kg,,ab,12-05-2026,18-05-2026,
9,7064279,Μανιτάρια,1.45,1.45,manitaria.jpg,Λαχανικά,Kg,,ab,12-05-2026,18-05-2026,
1,1044,Σταφύλια,6.12,7.35,1044.jpg,Φρούτα,Kg,,kritikos,12-05-2026,18-05-2026,
2,1040,Λεμόνια,2.99,2.99,1040.jpg,Φρούτα,Kg,,kritikos,12-05-2026,18-05-2026,
3,1000,Μπανάνες,1.29,2.29,1000.jpg,Φρούτα,Kg,,kritikos,12-05-2026,18-05-2026,
4,1042,Πορτοκάλια ,1.09,1.12,1042.jpg,Φρούτα,Kg,,kritikos,12-05-2026,18-05-2026,
5,724145,Μανταρίνια,1.05,1.25,724145.jpg,Φρούτα,Kg,,kritikos,12-05-2026,18-05-2026,
6,1032,Αχλάδια,2.45,2.59,1032.jpg,Φρούτα,Kg,,kritikos,12-05-2026,18-05-2026,
7,1159,Μήλα,2.29,2.29,1159.jpg,Φρούτα,Kg,,kritikos,12-05-2026,18-05-2026,
7.1,1053,Μήλα Golden Delicious,1.99,2.19,1053.jpg,Φρούτα,Kg,,kritikos,12-05-2026,18-05-2026,
7.2,1057,Μήλα Granny Smith ,1.97,2.09,1057.jpg,Φρούτα,Kg,,kritikos,12-05-2026,18-05-2026,
7.3,1006,Μήλα Starkin Delicious,1.99,1.99,1006.jpg,Φρούτα,Kg,,kritikos,12-05-2026,18-05-2026,
8,1082,Ρόδια,5.15,5.25,1082.jpg,Φρούτα,Kg,,kritikos,12-05-2026,18-05-2026,
9,1476,Μανιτάρια,4.98,5.38,1476.jpg,Λαχανικά,Kg,,kritikos,12-05-2026,18-05-2026,
10,1058,Αγκινάρες,2.45,3.47,1058.jpg,Λαχανικά,Kg,,kritikos,12-05-2026,18-05-2026,
11,1009,Τομάτες,2.45,2.45,1009.jpg,Λαχανικά,Kg,,kritikos,12-05-2026,18-05-2026,
12,718070,Τοματίνια,4.84,5.98,718070.jpg,Λαχανικά,Kg,,kritikos,12-05-2026,18-05-2026,
13,1004,Αγγούρια,1.75,1.67,1004.jpg,Λαχανικά,Kg,,kritikos,12-05-2026,18-05-2026,
14,1025,Κολοκύθια,2.59,2.69,1025.jpg,Λαχανικά,kg,,kritikos,12-05-2026,18-05-2026,
15,1002,Μαρούλια,1.38,1.40,1002.jpg,Λαχανικά,Kg,,kritikos,12-05-2026,18-05-2026,
16,863566,Ρόκα,10.90,11.00,863566.jpg,Λαχανικά,Kg,,kritikos,12-05-2026,18-05-2026,
17,1889,Πατάτες,0.66,0.75,1889.jpg,Λαχανικά,Kg,,kritikos,12-05-2026,18-05-2026,
17.1,1848,Πατάτες Κύπρου,1.55,1.69,1848.jpg,Λαχανικά,Kg,,kritikos,12-05-2026,18-05-2026,
17.3 ,1849,Πατάτες εισαγωγής,1.70,1.83,1849.jpg,,,,kritikos,12-05-2026,18-05-2026,
18,718769,Σκόρδα (κομμάτι),7.20,7.95,718769.jpg,Λαχανικά,τμχ.,,kritikos,12-05-2026,18-05-2026,
19,1041,Κρεμμύδια ξερά,0.90,0.99,1041.jpg,Λαχανικά,Kg,,kritikos,12-05-2026,18-05-2026,
20,1001,Κρεμμύδια φρέσκα,3.76,3.81,1001.jpg,Λαχανικά,Kg,,kritikos,12-05-2026,18-05-2026,
21,1043,Σπανάκι,1.85,1.93,1043.jpg,Λαχανικά,Kg,,kritikos,12-05-2026,18-05-2026,
22,1059,Παντζάρια,1.39,1.47,1059.jpg,Λαχανικά,Kg,,kritikos,12-05-2026,18-05-2026,
23,702639,Καρότα,0.98,1.20,702639.jpg,Λαχανικά,Kg,,kritikos,12-05-2026,18-05-2026,
24,1064,Ραπανάκια,6.06,6.60,1064.jpg,Λαχανικά,Kg,,kritikos,12-05-2026,18-05-2026,
25,1019,Λάχανα,0.49,0.55,1019.jpg,Λαχανικά,Kg,,kritikos,12-05-2026,18-05-2026,
26,1036,Κουνουπίδια,1.89,2.50,1036.jpg,Λαχανικά,Kg,,kritikos,12-05-2026,18-05-2026,
27,1052,Μπρόκολο,3.07,3.39,1052.jpg,Λαχανικά,Kg,,kritikos,12-05-2026,18-05-2026,
28,1008,Πιπεριές,2.93,2.95,1008.jpg,Λαχανικά,Kg,,kritikos,12-05-2026,18-05-2026,
28.1,1325,Πιπεριές χονδρές (Σε επιλεγμένα καταστήματα),3.60,3.60,1325.jpg,Λαχανικά,Kg,,kritikos,12-05-2026,18-05-2026,
28.2,1131,Πιπεριές μακριές (Σε επιλεγμένα καταστήματα),4.99,4.99,1131.jpg,Λαχανικά,Kg,,kritikos,12-05-2026,18-05-2026,
29,1027,Μελιτζάνες,2.59,2.59,1027.jpg,Λαχανικά,Kg,,kritikos,12-05-2026,18-05-2026,
30,1030,Μαϊντανός,3.52,4.03,1030.jpg,Λαχανικά,Kg,,kritikos,12-05-2026,18-05-2026,
31,1024,’νηθος,5.79,6.47,1024.jpg,Λαχανικά,Kg,,kritikos,12-05-2026,18-05-2026,
32,1023,Σέλινο,2.74,2.80,1023.jpg,Λαχανικά,Kg,,kritikos,12-05-2026,18-05-2026,
33,1088,Φασολάκια (Σε επιλεγμένα καταστήματα),5.29,5.49,1088.jpg,Λαχανικά,Kg,,kritikos,12-05-2026,18-05-2026,
2,80160,Λεμόνια,2.15,2.3,Lemoni.png,Φρούτα,Kg,,lidl,12-05-2026,18-05-2026,
3,80000,Μπανάνες,1.19,1.88,Banana.png,Φρούτα,Kg,,lidl,12-05-2026,18-05-2026,
4,80141,Πορτοκάλια,0.92,1.43,Portokali-dixty.png,Φρούτα,Kg,,lidl,12-05-2026,18-05-2026,
5,80088,Μανταρίνια,2.45,2.45,Mantarini-dixty.png,Φρούτα,Kg,,lidl,12-05-2026,18-05-2026,
6,80281,Αχλάδια,2.19,3.15,Axladia-krystalia.png,Φρούτα,Kg,,lidl,12-05-2026,18-05-2026,
7.1,80185,Μήλα Golden Delicious,1.95,1.95,Milo-gold.png,Φρούτα,Kg,,lidl,12-05-2026,18-05-2026,
7.2,80190,Μήλα Granny Smith,1.55,1.65,Milo-grannysmith-dixty.png,Φρούτα,Kg,,lidl,12-05-2026,18-05-2026,
7.3,80228,Μήλα Starkin Delicious,1.09,2.59,Milo-starkin.png,Φρούτα,Kg,,lidl,12-05-2026,18-05-2026,
7.4,80250,Μήλα Gala,0,0,Milo-gala.png,Φρούτα,Kg,,lidl,12-05-2026,18-05-2026,
9,83018,Μανιτάρια,4.58,5.8,Manitari-leyko.png,Λαχανικά,Kg,,lidl,12-05-2026,18-05-2026,
11,82415,Τομάτες,1.48,4.78,Tomata-beef.png,Λαχανικά,Kg,,lidl,12-05-2026,18-05-2026,
12,82411,Τοματίνια,4.19,7.7,tomatini-kouvadaki.png,Λαχανικά,Kg,,lidl,12-05-2026,18-05-2026,
13,82231,Αγγούρια,0.93,1.65,Aggouri.png,Λαχανικά,Kg,,lidl,12-05-2026,18-05-2026,
14,82345,Κολοκύθια,1.95,1.95,Kolokythi.png,Λαχανικά,kg,,lidl,12-05-2026,18-05-2026,
15,82126,Μαρούλια,3.27,3.27,Marouli.png,Λαχανικά,Kg,,lidl,12-05-2026,18-05-2026,
17.1,83165,Πατάτες Κύπρου,1.4,1.4,Patata-Kyprou.png,Λαχανικά,Kg,,lidl,12-05-2026,18-05-2026,
17.2,83155,Πατάτες εγχώριες,0.6,1.9,Patata.png,Λαχανικά,Kg,,lidl,12-05-2026,18-05-2026,
18,82706,Σκόρδα (κομμάτι),6.34,7.75,Skordo.png,Λαχανικά,τμχ.,,lidl,12-05-2026,18-05-2026,
19,83345,Κρεμμύδια ξερά,0.9,0.96,Kremmydi-kokkino.png,Λαχανικά,Kg,,lidl,12-05-2026,18-05-2026,
20,82236,Κρεμμύδια φρέσκα,5.6,5.6,Kremmydaki-fresko.png,Λαχανικά,Kg,,lidl,12-05-2026,18-05-2026,
22,82815,Παντζάρια,0,0,Pantzari.png,Λαχανικά,Kg,,lidl,12-05-2026,18-05-2026,
23,82755,Καρότα,0.72,0.86,Karoto.png,Λαχανικά,Kg,,lidl,12-05-2026,18-05-2026,
24,82273,Ραπανάκια,0,0,Rapanakia.png,Λαχανικά,Kg,,lidl,12-05-2026,18-05-2026,
25,82955,Λάχανα,0.45,0.45,Laxano-aspro.png,Λαχανικά,Kg,,lidl,12-05-2026,18-05-2026,
26,82875,Κουνουπίδια,2.05,2.05,Kounoupidi.png,Λαχανικά,Kg,,lidl,12-05-2026,18-05-2026,
27,82895,Μπρόκολο,3.5,3.59,Mprokolo.png,Λαχανικά,Kg,,lidl,12-05-2026,18-05-2026,
28.1,82580,Πιπεριές χονδρές,2.95,4.19,Piperia-xanthi.png,Λαχανικά,Kg,,lidl,12-05-2026,18-05-2026,
28.2,82535,Πιπεριές μακριές,3.15,4.78,Piperia-kerato.png,Λαχανικά,Kg,,lidl,12-05-2026,18-05-2026,
29,82180,Μελιτζάνες,2.05,2.05,Melitzana.png,Λαχανικά,Kg,,lidl,12-05-2026,18-05-2026,
30,83096,Μαϊντανός,0,0,Maintanos-matsaki.png,Λαχανικά,Kg,,lidl,12-05-2026,18-05-2026,
31,83080,Άνηθος,0,0,Anithos-matsaki.png,Λαχανικά,Kg,,lidl,12-05-2026,18-05-2026,
1,520011772,Σταφύλια,4,38,5,Φρούτα,Kg,,masoutis,12-05-2026,18-05-2026,"['9', '3152428_1.jpg']"
2,210649000,Λεμόνια,2,15,2,Φρούτα,Kg,,masoutis,12-05-2026,18-05-2026,"['15', '0317826_1.jpg']"
3,219851600,Μπανάνες,1,32,1,Φρούτα,Kg,,masoutis,12-05-2026,18-05-2026,"['49', '0317990_1.jpg']"
4,210651800,Πορτοκάλια Βαλέντσια,1,01,1,Φρούτα,Kg,,masoutis,12-05-2026,18-05-2026,"['09', '3274826_1.jpg']"
6,210695600,Αχλάδια,2,42,2,Φρούτα,Kg,,masoutis,12-05-2026,18-05-2026,"['42', '0532788_1.jpg']"
8,521400055,Ρόδια,4,65,4,Φρούτα,Kg,,masoutis,12-05-2026,18-05-2026,"['65', '0318360_1.jpg']"
9,521400277,Μανιτάρια,4,7,6,Λαχανικά,Kg,,masoutis,12-05-2026,18-05-2026,"['7', '3870631_1.jpg']"
11,219861100,Τομάτες,2,3,2,Λαχανικά,Kg,,masoutis,12-05-2026,18-05-2026,"['5', '0317560_1.jpg']"
12,521400128,Τοματίνια,4,98,7,Λαχανικά,Kg,,masoutis,12-05-2026,18-05-2026,"['96', '3599933_1.jpg']"
13,520013367,Αγγούρια,0,52,0,Λαχανικά,Kg,,masoutis,12-05-2026,18-05-2026,"['52', '0318451_1.jpg']"
14,219814300,Κολοκύθια,2,1,2,Λαχανικά,kg,,masoutis,12-05-2026,18-05-2026,"['35', '0317677_1.jpg']"
15,210685500,Μαρούλια,0,88,0,Λαχανικά,Kg,,masoutis,12-05-2026,18-05-2026,"['94', '0317719_1.jpg']"
16,520013430,Ρόκα,7,5,7,Λαχανικά,Kg,,masoutis,12-05-2026,18-05-2026,"['5', '3573615_1.jpg']"
18,843701919,Σκόρδα (κομμάτι),0,33,0,Λαχανικά,τμχ.,,masoutis,12-05-2026,18-05-2026,"['45', '0496489_1.jpg']"
19,219855300,Κρεμμύδια ξερά,0,94,0,Λαχανικά,Kg,,masoutis,12-05-2026,18-05-2026,"['96', '2152155_1.jpg']"
20,520013430,Κρεμμύδια φρέσκα,0,84,0,Λαχανικά,Kg,,masoutis,12-05-2026,18-05-2026,"['84', '0574418_1.jpg']"
21,210614200,Σπανάκι,1,98,1,Λαχανικά,Kg,,masoutis,12-05-2026,18-05-2026,"['98', '0317685_1.jpg']"
22,210613800,Παντζάρια,1,45,1,Λαχανικά,Kg,,masoutis,12-05-2026,18-05-2026,"['45', '0317636_1.jpg']"
23,210686900,Καρότα,0,85,0,Λαχανικά,Kg,,masoutis,12-05-2026,18-05-2026,"['9', '0318261_1.jpg']"
24,520011861,Ραπανάκια,6,8,6,Λαχανικά,Kg,,masoutis,12-05-2026,18-05-2026,"['8', '0444836_1.jpg']"
25,210686800,Λάχανα,0,5,1,Λαχανικά,Kg,,masoutis,12-05-2026,18-05-2026,"['1', '0317727_1.jpg']"
26,210615100,Κουνουπίδια,2,08,2,Λαχανικά,Kg,,masoutis,12-05-2026,18-05-2026,"['08', '0317776_1.jpg']"
27,210637800,Μπρόκολα,3,6,3,Λαχανικά,Kg,,masoutis,12-05-2026,18-05-2026,"['6', '3204070_1.jpg']"
29,219856800,Μελιτζάνες,2,49,2,Λαχανικά,Kg,,masoutis,12-05-2026,18-05-2026,"['79', '0317669_1.jpg']"
30,520013430,Μαϊντανός,7,2,7,Λαχανικά,Kg,,masoutis,12-05-2026,18-05-2026,"['2', '0318469_1.jpg']"
31,520013430,Ανηθος,7,2,7,Λαχανικά,Kg,,masoutis,12-05-2026,18-05-2026,"['2', '0437285_1.jpg']"
32,210691500,Σέλινο,2,55,2,Λαχανικά,Kg,,masoutis,12-05-2026,18-05-2026,"['55', '0317768_1.jpg']"
33,210665900,Φασολάκια,4,05,4,Λαχανικά,Kg,,masoutis,12-05-2026,18-05-2026,"['05', '']"
17.1,210681000,Πατάτες Κύπρου,1,48,1,Λαχανικά,Kg,,masoutis,12-05-2026,18-05-2026,"['48', '1697325_1.jpg']"
17.2,219859100,Πατάτες εγχώριες,0,8,1,Λαχανικά,Kg,,masoutis,12-05-2026,18-05-2026,"['38', '0317479_1.jpg']"
17.3,219809600,Πατάτες εισαγωγής,0,8,1,Λαχανικά,Kg,,masoutis,12-05-2026,18-05-2026,"['98', '0539759_1.jpg']"
28.1,520037810,Πιπεριές χονδρές,2,85,3,Λαχανικά,Kg,,masoutis,12-05-2026,18-05-2026,"['55', '0317651_1.jpg']"
28.2,764460243,Πιπεριές μακριές,3,17,4,Λαχανικά,Kg,,masoutis,12-05-2026,18-05-2026,"['75', '0317644_1.jpg']"
7.1,210686500,Μήλα Golden Delicious,1,95,1,Φρούτα,Kg,,masoutis,12-05-2026,18-05-2026,"['95', '0317149_1.jpg']"
7.2,219860900,Μήλα Granny Smith,1,98,1,Φρούτα,Kg,,masoutis,12-05-2026,18-05-2026,"['98', '0317131_1.jpg']"
7.3,210647400,Μήλα Starkin Delicious,1,98,2,Φρούτα,Kg,,masoutis,12-05-2026,18-05-2026,"['37', '3339017_1.jpg']"
2,14202067,Λεμόνια,3.25,3.45,14202067_1.jpg,Φρούτα,Kg,,marketin,12-05-2026,18-05-2026,
3,89084703,Μπανάνες,1.32,1.49,89084703_1.jpg,Φρούτα,Kg,,marketin,12-05-2026,18-05-2026,
4,14202467,Πορτοκάλια,1.05,1.25,14202467_1.jpg,Φρούτα,Kg,,marketin,12-05-2026,18-05-2026,
6,14202768,Αχλάδια,2.42,2.59,14202768_1.jpg,Φρούτα,Kg,,marketin,12-05-2026,18-05-2026,
7,89012587,Μήλα,2.3,2.75,89012587_1.jpg,Φρούτα,Kg,,marketin,12-05-2026,18-05-2026,
7.1,14202362,Μήλα Golden Delicious,1.98,2.59,14202362_1.jpg,Φρούτα,Kg,,marketin,12-05-2026,18-05-2026,
7.2,14202438,Μήλα Granny Smith ,1.98,2.59,14202438_1.jpg,Φρούτα,Kg,,marketin,12-05-2026,18-05-2026,
7.3,14202648,Μήλα Starkin Delicious,1.68,1.99,14202648_1.jpg,Φρούτα,Kg,,marketin,12-05-2026,18-05-2026,
9,14202126,Μανιτάρια,1.45,4.25,14202126_1.jpg,Λαχανικά,Kg,,marketin,12-05-2026,18-05-2026,
11,14202121,Τομάτες,2.3,2.55,14202121_1.jpg,Λαχανικά,Kg,,marketin,12-05-2026,18-05-2026,
12,89009116,Τοματίνια,1.35,1.4,89009116_1.jpg,Λαχανικά,Kg,,marketin,12-05-2026,18-05-2026,
13,14202005,Αγγούρια,0.45,1.99,14202005_1.jpg,Λαχανικά,Kg,,marketin,12-05-2026,18-05-2026,
14,14202384,Κολοκύθια,2.1,2.75,14202384_1.jpg,Λαχανικά,kg,,marketin,12-05-2026,18-05-2026,
15,14202591,Μαρούλια,0.94,1.18,14202591_1.jpg,Λαχανικά,Kg,,marketin,12-05-2026,18-05-2026,
16,14202031,Ρόκα,0.75,1.38,14202031_1.jpg,Λαχανικά,Kg,,marketin,12-05-2026,18-05-2026,
17.1,14202298,Πατάτες Κύπρου,1.55,1.69,14202298_1.jpg,Λαχανικά,Kg,,marketin,12-05-2026,18-05-2026,
17.3 ,14202999,Πατάτες εισαγωγής,0.59,2.19,14202999_1.jpg,,,,marketin,12-05-2026,18-05-2026,
18,14202156,Σκόρδα (κομμάτι),0.64,0.79,14202156_1.jpg,Λαχανικά,τμχ.,,marketin,12-05-2026,18-05-2026,
19,14202389,Κρεμμύδια ξερά,0.94,0.98,14202389_1.jpg,Λαχανικά,Kg,,marketin,12-05-2026,18-05-2026,
20,89004469,Κρεμμύδια φρέσκα,0.95,1.1,89004469_1.jpg,Λαχανικά,Kg,,marketin,12-05-2026,18-05-2026,
21,14202131,Σπανάκι,1.98,2.55,14202131_1.jpg,Λαχανικά,Kg,,marketin,12-05-2026,18-05-2026,
23,14202232,Καρότα,0.75,0.9,14202232_1.jpg,Λαχανικά,Kg,,marketin,12-05-2026,18-05-2026,
25,14202422,Λάχανα,0.47,0.55,14202422_1.jpg,Λαχανικά,Kg,,marketin,12-05-2026,18-05-2026,
26,14202025,Κουνουπίδια,2.69,2.99,14202025_1.jpg,Λαχανικά,Kg,,marketin,12-05-2026,18-05-2026,
27,14202767,Μπρόκολο,3.88,4.25,14202767_1.jpg,Λαχανικά,Kg,,marketin,12-05-2026,18-05-2026,
28.1,14202001,Πιπεριές χονδρές,2.85,3.75,14202001_1.jpg,Λαχανικά,Kg,,marketin,12-05-2026,18-05-2026,
28.2,14202684,Πιπεριές μακριές,3.2,5.89,14202684_1.jpg,Λαχανικά,Kg,,marketin,12-05-2026,18-05-2026,
29,14202454,Μελιτζάνες,2.79,2.99,14202454_1.jpg,Λαχανικά,Kg,,marketin,12-05-2026,18-05-2026,
30,14202082,Μαϊντανός,0.72,0.79,14202082_1.jpg,Λαχανικά,Kg,,marketin,12-05-2026,18-05-2026,
31,14202047,’νηθος,0.72,0.98,14202047_1.jpg,Λαχανικά,Kg,,marketin,12-05-2026,18-05-2026,
32,14202367,Σέλινο,0.55,0.85,14202367_1.jpg,Λαχανικά,Kg,,marketin,12-05-2026,18-05-2026,
2,198021                                                      ,Λεμόνια,2.19,2.19,198021_E1.jpg,Φρούτα,Kg,,mymarket,12-05-2026,18-05-2026,
3,192041/198242                                               ,Μπανάνες,1.49,1.99,,Φρούτα,Kg,,mymarket,12-05-2026,18-05-2026,
4,198117/198452                                               ,Πορτοκάλια Βαλέντσια,0.99,1.13,,Φρούτα,Kg,,mymarket,12-05-2026,18-05-2026,
5,198433                                                      ,Μανταρίνια,3.49,3.49,198433_E1.jpg,Φρούτα,Kg,,mymarket,12-05-2026,18-05-2026,
6,198274                                                      ,Αχλάδια,2.45,2.45,198274_E1.jpg,Φρούτα,Kg,,mymarket,12-05-2026,18-05-2026,
7.1,198096                                                      ,Μήλα Golden Delicious,2.36,2.36,198096_E1.jpg,Φρούτα,Kg,,mymarket,12-05-2026,18-05-2026,
7.2,198095                                                      ,Μήλα Granny Smith ,1.99,1.99,198095_E1.jpg,Φρούτα,Kg,,mymarket,12-05-2026,18-05-2026,
7.3,198132                                                      ,Μήλα Starkin Delicious,1.99,1.99,198132_E1.jpg,Φρούτα,Kg,,mymarket,12-05-2026,18-05-2026,
7.4,198271                                                      ,Μήλα Gala,1.99,1.99,198271_E1.jpg,Φρούτα,Kg,,mymarket,12-05-2026,18-05-2026,
8,198212                                                      ,Ρόδια,4.65,4.65,198212_E1.jpg,Φρούτα,Kg,,mymarket,12-05-2026,18-05-2026,
9,192081/198179                                               ,Μανιτάρια,4.50,8.50,,Λαχανικά,Kg,,mymarket,12-05-2026,18-05-2026,
11,198028                                                      ,Τομάτες,2.30,2.30,198028_E1.jpg,Λαχανικά,Kg,,mymarket,12-05-2026,18-05-2026,
12,192066/198676                                               ,Τοματίνια,5.39,7.96,,Λαχανικά,Kg,,mymarket,12-05-2026,18-05-2026,
13,198026                                                      ,Αγγούρια,0.49,0.49,198026_E1.jpg,Λαχανικά,Kg,,mymarket,12-05-2026,18-05-2026,
14,198027                                                      ,Κολοκύθια,2.25,2.25,198027_E1.jpg,Λαχανικά,kg,,mymarket,12-05-2026,18-05-2026,
15,198024                                                      ,Μαρούλια,0.99,0.99,198024_E1.jpg,Λαχανικά,Kg,,mymarket,12-05-2026,18-05-2026,
17.1,198705                                                      ,Πατάτες Κύπρου,1.55,1.55,198705_E1.jpg,Λαχανικά,Kg,,mymarket,12-05-2026,18-05-2026,
17.2,192303                                                      ,Πατάτες εγχώριες,1.55,1.55,,Λαχανικά,Kg,,mymarket,12-05-2026,18-05-2026,
17.3,198257/198430                                               ,Πατάτες εισαγωγής,0.72,2.29,,Λαχανικά,Kg,,mymarket,12-05-2026,18-05-2026,
18,198183                                                      ,Σκόρδα (κομμάτι),0.69,0.69,198183_E1.jpg,Λαχανικά,τμχ.,,mymarket,12-05-2026,18-05-2026,
19,198046/198187                                               ,Κρεμμύδια ξερά,0.79,0.94,,Λαχανικά,Kg,,mymarket,12-05-2026,18-05-2026,
20,198013                                                      ,Κρεμμύδια φρέσκα,2.99,2.99,198013_E1.jpg,Λαχανικά,Kg,,mymarket,12-05-2026,18-05-2026,
21,198009                                                      ,Σπανάκι,2.50,2.50,198009_E1.jpg,Λαχανικά,Kg,,mymarket,12-05-2026,18-05-2026,
22,198012                                                      ,Παντζάρια,1.70,1.70,198012_E1.jpg,Λαχανικά,Kg,,mymarket,12-05-2026,18-05-2026,
23,192321/198791                                               ,Καρότα,0.49,0.72,,Λαχανικά,Kg,,mymarket,12-05-2026,18-05-2026,
24,192062                                                      ,Ραπανάκια,0.97,0.97,192062_E1.jpg,Λαχανικά,Kg,,mymarket,12-05-2026,18-05-2026,
25,198034/198035                                               ,Λάχανα,0.54,1.49,,Λαχανικά,Kg,,mymarket,12-05-2026,18-05-2026,
26,198036                                                      ,Κουνουπίδια,2.22,2.22,198036_E1.jpg,Λαχανικά,Kg,,mymarket,12-05-2026,18-05-2026,
27,198156                                                      ,Μπρόκολο,3.85,3.85,198156_E1.jpg,Λαχανικά,Kg,,mymarket,12-05-2026,18-05-2026,
28.1,198039                                                      ,Πιπεριές χονδρές,3.20,3.20,198039_E1.jpg,Λαχανικά,Kg,,mymarket,12-05-2026,18-05-2026,
28.2,198040                                                      ,Πιπεριές μακριές,3.65,3.65,198040_E1.jpg,Λαχανικά,Kg,,mymarket,12-05-2026,18-05-2026,
29,198037/198038                                               ,Μελιτζάνες,2.58,3.42,,Λαχανικά,Kg,,mymarket,12-05-2026,18-05-2026,
30,198003                                                      ,Μαϊντανός,0.76,0.76,,Λαχανικά,Kg,,mymarket,12-05-2026,18-05-2026,
