CATEGORY,BARCODE,NAME,PRICE_MIN,PRICE_MAX,IMAGE,CATEGORY_NAME,UNIT,DISPLAY,retailer,from,to
1,7063330,Σταφύλια,3.57,4.82,stafilia.jpg,Φρούτα,Kg,,ab,10-03-2026,16-03-2026
11,7063667,Τομάτες,2.18,3.4,ntomates.jpg,Λαχανικά,Kg,,ab,10-03-2026,16-03-2026
12,7063697,Τοματίνια,5.95,2.25,ntomatinia.jpg,Λαχανικά,Kg,,ab,10-03-2026,16-03-2026
13,7063652,Αγγούρια,0.9,2.05,aggouria.jpg,Λαχανικά,Kg,,ab,10-03-2026,16-03-2026
14,7063710,Κολοκύθια,3.15,7.05,kolokuthia.jpg,Λαχανικά,kg,,ab,10-03-2026,16-03-2026
15,7063845,Μαρούλια,1.28,1.89,maroulia.jpg,Λαχανικά,Kg,,ab,10-03-2026,16-03-2026
16,7338136,Ρόκα,1.15,1.15,roka.jpg,Λαχανικά,Kg,,ab,10-03-2026,16-03-2026
17.1,7064162,Πατάτες Κύπρου,1.62,1.62,patates_kuprou.jpg,Λαχανικά,Kg,,ab,10-03-2026,16-03-2026
17.2,7335944,Πατάτες εγχώριες,0.83,2.08,patates_egxories.jpg,Λαχανικά,Kg,,ab,10-03-2026,16-03-2026
18,7064239,Σκόρδα (κομμάτι),0.62,0.62,skorda.jpg,Λαχανικά,τμχ.,,ab,10-03-2026,16-03-2026
19,7064213,Κρεμμύδια ξερά,0.9,2.08,kremmudia_xeria.jpg,Λαχανικά,Kg,,ab,10-03-2026,16-03-2026
2,7062943,Λεμόνια,1.98,2.09,lemonia.jpg,Φρούτα,Kg,,ab,10-03-2026,16-03-2026
20,7064229,Κρεμμύδια φρέσκα,2.79,2.79,kremmudia_freska.jpg,Λαχανικά,Kg,,ab,10-03-2026,16-03-2026
21,7063904,Σπανάκι,2.19,4.89,spanaki.jpg,Λαχανικά,Kg,,ab,10-03-2026,16-03-2026
22,7063905,Παντζάρια,1.48,3.85,pantzaria.jpg,Λαχανικά,Kg,,ab,10-03-2026,16-03-2026
23,7063924,Καρότα,0.77,2.39,karota.jpg,Λαχανικά,Kg,,ab,10-03-2026,16-03-2026
24,7063936,Ραπανάκια,0.82,0.82,rapanakia.jpg,Λαχανικά,Kg,,ab,10-03-2026,16-03-2026
25,7063804,Λάχανα,0.52,1.28,laxana.jpg,Λαχανικά,Kg,,ab,10-03-2026,16-03-2026
26,7063767,Κουνουπίδια,1.98,5.25,kounoupidia.jpg,Λαχανικά,Kg,,ab,10-03-2026,16-03-2026
27,7063823,Μπρόκολο,3.25,6.15,mprokolo.jpg,Λαχανικά,Kg,,ab,10-03-2026,16-03-2026
28.1,7063729,Πιπεριές χονδρές,4.48,4.85,piperies_xondres.jpg,Λαχανικά,Kg,,ab,10-03-2026,16-03-2026
28.2,7063738,Πιπεριές μακριές,4.15,4.15,piperies_makries.jpg,Λαχανικά,Kg,,ab,10-03-2026,16-03-2026
29,7063831,Μελιτζάνες,3.98,5.25,melitzanes.jpg,Λαχανικά,Kg,,ab,10-03-2026,16-03-2026
3,7063298,Μπανάνες,1.85,1.99,bananes.jpg,Φρούτα,Kg,,ab,10-03-2026,16-03-2026
30,7064307,Μαϊντανός,0.75,1.75,maintanos.jpg,Λαχανικά,Kg,,ab,10-03-2026,16-03-2026
31,7064310,Άνηθος,0.75,1.95,anithos.jpg,Λαχανικά,Kg,,ab,10-03-2026,16-03-2026
