CATEGORY,BARCODE,NAME,PRICE_MIN,PRICE_MAX,IMAGE,CATEGORY_NAME,UNIT,DISPLAY,retailer,from,to
1,7063330,Σταφύλια,3.97,3.97,stafilia.jpg,Φρούτα,Kg,,ab,26-11-2024,02-12-2024
11,7063667,Τομάτες,2.38,3.82,ntomates.jpg,Λαχανικά,Kg,,ab,26-11-2024,02-12-2024
12,7063697,Τοματίνια,6.98,12.6,ntomatinia.jpg,Λαχανικά,Kg,,ab,26-11-2024,02-12-2024
13,7063652,Αγγούρια,0.58,2.48,aggouria.jpg,Λαχανικά,Kg,,ab,26-11-2024,02-12-2024
14,7063710,Κολοκύθια,1.78,5.86,kolokuthia.jpg,Λαχανικά,kg,,ab,26-11-2024,02-12-2024
15,7063845,Μαρούλια,0.75,1.47,maroulia.jpg,Λαχανικά,Kg,,ab,26-11-2024,02-12-2024
16,7338136,Ρόκα,1.31,1.31,roka.jpg,Λαχανικά,Kg,,ab,26-11-2024,02-12-2024
17.1,7064162,Πατάτες Κύπρου,1.69,1.69,patates_kuprou.jpg,Λαχανικά,Kg,,ab,26-11-2024,02-12-2024
17.2,7335944,Πατάτες εγχώριες,1.04,2.26,patates_egxories.jpg,Λαχανικά,Kg,,ab,26-11-2024,02-12-2024
18,7064239,Σκόρδα (κομμάτι),0.65,0.65,skorda.jpg,Λαχανικά,τμχ.,,ab,26-11-2024,02-12-2024
19,7064213,Κρεμμύδια ξερά,0.65,1.69,kremmudia_xeria.jpg,Λαχανικά,Kg,,ab,26-11-2024,02-12-2024
2,7062943,Λεμόνια,1.4,2.68,lemonia.jpg,Φρούτα,Kg,,ab,26-11-2024,02-12-2024
20,7064229,Κρεμμύδια φρέσκα,2.26,2.26,kremmudia_freska.jpg,Λαχανικά,Kg,,ab,26-11-2024,02-12-2024
21,7063904,Σπανάκι,1.96,4.5,spanaki.jpg,Λαχανικά,Kg,,ab,26-11-2024,02-12-2024
22,7063905,Παντζάρια,1.52,3.76,pantzaria.jpg,Λαχανικά,Kg,,ab,26-11-2024,02-12-2024
23,7063924,Καρότα,0.82,2.42,karota.jpg,Λαχανικά,Kg,,ab,26-11-2024,02-12-2024
24,7063936,Ραπανάκια,0.92,0.92,rapanakia.jpg,Λαχανικά,Kg,,ab,26-11-2024,02-12-2024
25,7063804,Λάχανα,0.89,1.58,laxana.jpg,Λαχανικά,Kg,,ab,26-11-2024,02-12-2024
26,7063767,Κουνουπίδια,2.13,6.17,kounoupidia.jpg,Λαχανικά,Kg,,ab,26-11-2024,02-12-2024
27,7063823,Μπρόκολο,3.07,5.63,mprokolo.jpg,Λαχανικά,Kg,,ab,26-11-2024,02-12-2024
28.1,7063729,Πιπεριές χονδρές,2.42,4.57,piperies_xondres.jpg,Λαχανικά,Kg,,ab,26-11-2024,02-12-2024
