CATEGORY,BARCODE,NAME,PRICE_MIN,PRICE_MAX,IMAGE,CATEGORY_NAME,UNIT,DISPLAY,retailer,from,to,null,2,80160,Λεμόνια,1.25,1.44,Lemoni.png
24,24,ΡΑΠΑΝΑΚΙΑ,6.24,6.56,,Λαχανικά,Kg,,sklavenitis,13-05-2025,19-05-2025,,,,,,,
25,25,ΛΑΧΑΝΑ,1,2.17,,Λαχανικά,Kg,,sklavenitis,13-05-2025,19-05-2025,,,,,,,
26,26,ΚΟΥΝΟΥΠΙΔΙΑ,1.67,1.67,,Λαχανικά,Kg,,sklavenitis,13-05-2025,19-05-2025,,,,,,,
27,27,ΜΠΡΟΚΟΛΑ,2.3,2.3,,Λαχανικά,Kg,,sklavenitis,13-05-2025,19-05-2025,,,,,,,
28.1,28.1,ΠΙΠΕΡΙΕΣ ΧΟΝΤΡΕΣ,2.45,7.13,,Λαχανικά,Kg,,sklavenitis,13-05-2025,19-05-2025,,,,,,,
28.2,28.2,ΠΙΠΕΡΙΕΣ ΜΑΚΡΙΕΣ,2.18,3.12,,Λαχανικά,Kg,,sklavenitis,13-05-2025,19-05-2025,,,,,,,
29,29,ΜΕΛΙΤΖΑΝΕΣ,1.75,2.75,,Λαχανικά,Kg,,sklavenitis,13-05-2025,19-05-2025,,,,,,,
30,30,ΜΑΪΝΤΑΝΟΣ,6.5,6.5,,Λαχανικά,Kg,,sklavenitis,13-05-2025,19-05-2025,,,,,,,
31,31,ΑΝΙΘΟΣ,6.5,6.5,,Λαχανικά,Kg,,sklavenitis,13-05-2025,19-05-2025,,,,,,,
32,32,ΣΕΛΙΝΟ,1.6,5,,Λαχανικά,Kg,,sklavenitis,13-05-2025,19-05-2025,,,,,,,
33,33,ΦΑΣΟΛΑΚΙΑ,4.85,5.15,,Λαχανικά,Kg,,sklavenitis,13-05-2025,19-05-2025,,,,,,,
1,254108,Σταφύλια,4.85,4.85,1.png,Φρούτα,Kg,,synka,13-05-2025,19-05-2025,,,,,,,
2,09403,Λεμόνια,0.98,0.98,2.png,Φρούτα,Kg,,synka,13-05-2025,19-05-2025,,,,,,,
3,203617,Μπανάνες,1.62,1.62,3.png,Φρούτα,Kg,,synka,13-05-2025,19-05-2025,,,,,,,
4,06957,Πορτοκάλια,1.15,1.15,4.png,Φρούτα,Kg,,synka,13-05-2025,19-05-2025,,,,,,,
5,194384,Μανταρίνια,0.93,0.93,5.png,Φρούτα,Kg,,synka,13-05-2025,19-05-2025,,,,,,,
6,05693,Αχλάδια,1.60,1.60,6.png,Φρούτα,Kg,,synka,13-05-2025,19-05-2025,,,,,,,
7.1,05690,Μήλα Golden Delicious,1.98,1.98,71.png,Φρούτα,Kg,,synka,13-05-2025,19-05-2025,,,,,,,
7.2,05762,Μήλα Granny Smith,1.79,1.79,72.png,Φρούτα,Kg,,synka,13-05-2025,19-05-2025,,,,,,,
7.3,05700,Μήλα Starkin Delicious,1.40,1.40,73.png,Φρούτα,Kg,,synka,13-05-2025,19-05-2025,,,,,,,
8,05862,Ρόδια,6.20,6.20,8.png,Φρούτα,Kg,,synka,13-05-2025,19-05-2025,,,,,,,
9,03702,Μανιτάρια,4.15,4.15,9.png,Λαχανικά,Kg,,synka,13-05-2025,19-05-2025,,,,,,,
10,21304,Αγκινάρες,3.98,3.98,10.png,Λαχανικά,Kg,,synka,13-05-2025,19-05-2025,,,,,,,
11,06729,Τομάτες,1.55,1.55,11.png,Λαχανικά,Kg,,synka,13-05-2025,19-05-2025,,,,,,,
12,160308,Τοματίνια,2.69,2.69,12.png,Λαχανικά,Kg,,synka,13-05-2025,19-05-2025,,,,,,,
13,05760,Αγγούρια,0.95,0.95,13.png,Λαχανικά,Kg,,synka,13-05-2025,19-05-2025,,,,,,,
14,05761,Κολοκύθια,1.50,1.50,14.png,Λαχανικά,kg,,synka,13-05-2025,19-05-2025,,,,,,,
15,05703,Μαρούλια,3.00,3.00,15.png,Λαχανικά,Kg,,synka,13-05-2025,19-05-2025,,,,,,,
16,67995,Ρόκα,6.40,6.40,16.png,Λαχανικά,Kg,,synka,13-05-2025,19-05-2025,,,,,,,
17.1,97132,Πατάτες Κύπρου,1.85,1.85,171.png,Λαχανικά,Kg,,synka,13-05-2025,19-05-2025,,,,,,,
17.2,64148,Πατάτες εγχώριες,0.98,0.98,172.png,Λαχανικά,Kg,,synka,13-05-2025,19-05-2025,,,,,,,
18,18963,Σκόρδα,5.68,5.68,18.png,Λαχανικά,τμχ.,,synka,13-05-2025,19-05-2025,,,,,,,
19,125220,Κρεμμύδια ξερά,1.05,1.05,19.png,Λαχανικά,Kg,,synka,13-05-2025,19-05-2025,,,,,,,
20,146649,Κρεμμύδια φρέσκα,6.90,6.90,20.png,Λαχανικά,Kg,,synka,13-05-2025,19-05-2025,,,,,,,
21,06956,Σπανάκι,1.95,1.95,21.png,Λαχανικά,Kg,,synka,13-05-2025,19-05-2025,,,,,,,
22,06784,Παντζάρια,1.28,1.28,22.png,Λαχανικά,Kg,,synka,13-05-2025,19-05-2025,,,,,,,
23,05699,Καρότα,0.88,0.88,23.png,Λαχανικά,Kg,,synka,13-05-2025,19-05-2025,,,,,,,
24,05642,Ραπανάκια,6.32,6.32,24.png,Λαχανικά,Kg,,synka,13-05-2025,19-05-2025,,,,,,,
25,05698,Λάχανα,0.96,0.96,25.png,Λαχανικά,Kg,,synka,13-05-2025,19-05-2025,,,,,,,
26,05764,Κουνουπίδια,1.75,1.75,26.png,Λαχανικά,Kg,,synka,13-05-2025,19-05-2025,,,,,,,
27,05771,Μπρόκολο,2.98,2.98,27.png,Λαχανικά,Kg,,synka,13-05-2025,19-05-2025,,,,,,,
28.1,05701,Πιπεριές χονδρές,2.35,2.35,281.png,Λαχανικά,Kg,,synka,13-05-2025,19-05-2025,,,,,,,
28.2,18855,Πιπεριές μακριές,1.98,1.98,282.png,Λαχανικά,Kg,,synka,13-05-2025,19-05-2025,,,,,,,
29,05767,Μελιτζάνες,1.19,1.19,29.png,Λαχανικά,Kg,,synka,13-05-2025,19-05-2025,,,,,,,
30,145131,Μαϊντανός,6.80,6.80,30.png,Λαχανικά,Kg,,synka,13-05-2025,19-05-2025,,,,,,,
31,164662,Άνηθος,8.80,8.80,31.png,Λαχανικά,Kg,,synka,13-05-2025,19-05-2025,,,,,,,
32,164666,Σέλινο,6.80,6.80,32.png,Λαχανικά,Kg,,synka,13-05-2025,19-05-2025,,,,,,,
13,5235,Αγγούρια,0.95,0.95,,Λαχανικά,Kg,,xalkiadakis,13-05-2025,19-05-2025,,,,,,,
31,5242,Άνηθος,0.78,0.78,,Λαχανικά,Kg,,xalkiadakis,13-05-2025,19-05-2025,,,,,,,
6,5317,Αχλάδια,1.85,1.85,,Φρούτα,Kg,,xalkiadakis,13-05-2025,19-05-2025,,,,,,,
23,5212,Καρότα,0.88,0.88,,Λαχανικά,Kg,,xalkiadakis,13-05-2025,19-05-2025,,,,,,,
14,177209,Κολοκύθια,1.50,1.50,,Λαχανικά,kg,,xalkiadakis,13-05-2025,19-05-2025,,,,,,,
26,5228,Κουνουπίδια,2.25,2.25,,Λαχανικά,Kg,,xalkiadakis,13-05-2025,19-05-2025,,,,,,,
19,5211,Κρεμμύδια ξερά,1.08,1.08,,Λαχανικά,Kg,,xalkiadakis,13-05-2025,19-05-2025,,,,,,,
20,5244,Κρεμμύδια φρέσκα,0.88,0.88,,Λαχανικά,Kg,,xalkiadakis,13-05-2025,19-05-2025,,,,,,,
25,5239,Λάχανα,0.96,0.96,,Λαχανικά,Kg,,xalkiadakis,13-05-2025,19-05-2025,,,,,,,
2,5298,Λεμόνια,1.28,1.28,,Φρούτα,Kg,,xalkiadakis,13-05-2025,19-05-2025,,,,,,,
30,5232,Μαϊντανός,0.78,0.78,,Λαχανικά,Kg,,xalkiadakis,13-05-2025,19-05-2025,,,,,,,
9,29248,Μανιτάρια,4.15,4.15,,Λαχανικά,Kg,,xalkiadakis,13-05-2025,19-05-2025,,,,,,,
5,177092,Μανταρίνια,1.82,1.82,,Φρούτα,Kg,,xalkiadakis,13-05-2025,19-05-2025,,,,,,,
15,118449,Μαρούλια,0.68,0.68,,Λαχανικά,Kg,,xalkiadakis,13-05-2025,19-05-2025,,,,,,,
29,5216,Μελιτζάνες,1.75,1.75,,Λαχανικά,Kg,,xalkiadakis,13-05-2025,19-05-2025,,,,,,,
7.1,5245,Μήλα Golden Delicious,2.10,2.10,,Φρούτα,Kg,,xalkiadakis,13-05-2025,19-05-2025,,,,,,,
7.2,5215,Μήλα Granny Smith ,1.87,1.87,,Φρούτα,Kg,,xalkiadakis,13-05-2025,19-05-2025,,,,,,,
7.3,5208,Μήλα Starkin Delicious,1.85,1.85,,Φρούτα,Kg,,xalkiadakis,13-05-2025,19-05-2025,,,,,,,
3,5237,Μπανάνες,1.68,1.68,,Φρούτα,Kg,,xalkiadakis,13-05-2025,19-05-2025,,,,,,,
27,5236,Μπρόκολο,3.35,3.35,,Λαχανικά,Kg,,xalkiadakis,13-05-2025,19-05-2025,,,,,,,
22,5241,Παντζάρια,1.28,1.28,,Λαχανικά,Kg,,xalkiadakis,13-05-2025,19-05-2025,,,,,,,
17,43492,Πατάτες,1.38,1.38,,Λαχανικά,Kg,,xalkiadakis,13-05-2025,19-05-2025,,,,,,,
17.2,55033,Πατάτες εγχώριες,0.98,0.98,,Λαχανικά,Kg,,xalkiadakis,13-05-2025,19-05-2025,,,,,,,
17.1,44153,Πατάτες Κύπρου,1.75,1.75,,Λαχανικά,Kg,,xalkiadakis,13-05-2025,19-05-2025,,,,,,,
28.2,5321,Πιπεριές μακριές,2.55,2.55,,Λαχανικά,Kg,,xalkiadakis,13-05-2025,19-05-2025,,,,,,,
28.1,5222,Πιπεριές χονδρές,2.35,2.35,,Λαχανικά,Kg,,xalkiadakis,13-05-2025,19-05-2025,,,,,,,
4,5213,Πορτοκάλια Βαλέντσια,1.20,1.20,,Φρούτα,Kg,,xalkiadakis,13-05-2025,19-05-2025,,,,,,,
24,5273,Ραπανάκια,1.85,1.85,,Λαχανικά,Kg,,xalkiadakis,13-05-2025,19-05-2025,,,,,,,
8,5323,Ρόδια,6.20,6.20,,Φρούτα,Kg,,xalkiadakis,13-05-2025,19-05-2025,,,,,,,
16,118438,Ρόκα,1.20,1.20,,Λαχανικά,Kg,,xalkiadakis,13-05-2025,19-05-2025,,,,,,,
32,5243,Σέλινο,0.65,0.65,,Λαχανικά,Kg,,xalkiadakis,13-05-2025,19-05-2025,,,,,,,
18,98893,Σκόρδα (κομμάτι),0.58,0.58,,Λαχανικά,τμχ.,,xalkiadakis,13-05-2025,19-05-2025,,,,,,,
21,5259,Σπανάκι,2.15,2.15,,Λαχανικά,Kg,,xalkiadakis,13-05-2025,19-05-2025,,,,,,,
11,5234,Τομάτες,1.55,1.55,,Λαχανικά,Kg,,xalkiadakis,13-05-2025,19-05-2025,,,,,,,
12,86360,Τοματίνια,1.78,1.78,,Λαχανικά,Kg,,xalkiadakis,13-05-2025,19-05-2025,,,,,,,
33,5277,Φασολάκια ,4.55,4.55,,Λαχανικά,Kg,,xalkiadakis,13-05-2025,19-05-2025,,,,,,,
