CATEGORY,BARCODE,NAME,PRICE_MIN,PRICE_MAX,IMAGE,CATEGORY_NAME,UNIT,DISPLAY,retailer,from,to,PICE_MAX
32,1023,Σέλινο (Σε επιλεγμένα καταστήματα),2.69,2.80,1023.jpg,Λαχανικά,Kg,,kritikos,24-06-2025,30-06-2025,
33,1033,Φασολάκια  (Σε επιλεγμένα καταστήματα),2.84,5.85,1033.jpg,Λαχανικά,Kg,,kritikos,24-06-2025,30-06-2025,
19,774036,Κρεμμύδια ξερά (Σε επιλεγμένα καταστήματα),0.89,1.19,774036.jpg,Λαχανικά,Kg,,kritikos,24-06-2025,30-06-2025,
2,80160,Λεμόνια,1.99,1.99,Lemoni.png,Φρούτα,Kg,,lidl,24-06-2025,30-06-2025,
3,80000,Μπανάνες,1.19,1.19,Banana.png,Φρούτα,Kg,,lidl,24-06-2025,30-06-2025,
4,80141,Πορτοκάλια,0.84,0.99,Portokali-dixty.png,Φρούτα,Kg,,lidl,24-06-2025,30-06-2025,
6,80281,Αχλάδια,1.49,2.95,Axladia-krystalia.png,Φρούτα,Kg,,lidl,24-06-2025,30-06-2025,
7.1,80185,Μήλα Golden Delicious,1.99,1.99,Milo-gold.png,Φρούτα,Kg,,lidl,24-06-2025,30-06-2025,
7.2,80190,Μήλα Granny Smith ,1.59,1.75,Milo-grannysmith-dixty.png,Φρούτα,Kg,,lidl,24-06-2025,30-06-2025,
7.3,80228,Μήλα Starkin Delicious,1.39,1.49,Milo-starkin.png,Φρούτα,Kg,,lidl,24-06-2025,30-06-2025,
9,83018,Μανιτάρια,4.38,5.58,Manitari-leyko.png,Λαχανικά,Kg,,lidl,24-06-2025,30-06-2025,
11,82415,Τομάτες,1.31,1.89,Tomata-beef.png,Λαχανικά,Kg,,lidl,24-06-2025,30-06-2025,
12,82411,Τοματίνια,3.49,6.36,tomatini-kouvadaki.png,Λαχανικά,Kg,,lidl,24-06-2025,30-06-2025,
13,82231,Αγγούρια,1.27,3.87,Aggouri.png,Λαχανικά,Kg,,lidl,24-06-2025,30-06-2025,
14,82345,Κολοκύθια,1.35,1.35,Kolokythi.png,Λαχανικά,kg,,lidl,24-06-2025,30-06-2025,
15,82126,Μαρούλια,2.13,2.13,Marouli.png,Λαχανικά,Kg,,lidl,24-06-2025,30-06-2025,
17.1,83165,Πατάτες Κύπρου,1.68,1.68,Patata-Kyprou.png,Λαχανικά,Kg,,lidl,24-06-2025,30-06-2025,
17.2,83155,Πατάτες εγχώριες,0.64,1.68,Patata.png,Λαχανικά,Kg,,lidl,24-06-2025,30-06-2025,
18,82706,Σκόρδα (κομμάτι),0.38,0.60,Skordo.png,Λαχανικά,τμχ.,,lidl,24-06-2025,30-06-2025,
19,83345,Κρεμμύδια ξερά,0.85,0.99,Kremmydi-kokkino.png,Λαχανικά,Kg,,lidl,24-06-2025,30-06-2025,
20,82236,Κρεμμύδια φρέσκα,5.20,5.20,Kremmydaki-fresko.png,Λαχανικά,Kg,,lidl,24-06-2025,30-06-2025,
23,82755,Καρότα,0.64,0.90,Karoto.png,Λαχανικά,Kg,,lidl,24-06-2025,30-06-2025,
24,82273,Ραπανάκια,6.45,6.45,Rapanakia.png,Λαχανικά,Kg,,lidl,24-06-2025,30-06-2025,
25,82955,Λάχανα,0.75,0.75,Laxano-aspro.png,Λαχανικά,Kg,,lidl,24-06-2025,30-06-2025,
28.1,82580,Πιπεριές χονδρές,1.75,4.78,Piperia-xanthi.png,Λαχανικά,Kg,,lidl,24-06-2025,30-06-2025,
28.2,82535,Πιπεριές μακριές,1.85,1.85,Piperia-kerato.png,Λαχανικά,Kg,,lidl,24-06-2025,30-06-2025,
29,82180,Μελιτζάνες,1.59,1.59,Melitzana.png,Λαχανικά,Kg,,lidl,24-06-2025,30-06-2025,
30,83096,Μαϊντανός,5.80,5.80,Maintanos-matsaki.png,Λαχανικά,Kg,,lidl,24-06-2025,30-06-2025,
31,83080,Άνηθος,5.80,5.80,Anithos-matsaki.png,Λαχανικά,Kg,,lidl,24-06-2025,30-06-2025,
1,520011772,Σταφύλια,4.75,5.99,3152428_1.jpg,Φρούτα,Kg,,masoutis,24-06-2025,30-06-2025,
2,210649000,Λεμόνια,1.48,2.38,0317826_1.jpg,Φρούτα,Kg,,masoutis,24-06-2025,30-06-2025,
3,219851600,Μπανάνες,1.62,1.85,0317990_1.jpg,Φρούτα,Kg,,masoutis,24-06-2025,30-06-2025,
4,210651800,Πορτοκάλια Βαλέντσια,1.02,1.09,3274826_1.jpg,Φρούτα,Kg,,masoutis,24-06-2025,30-06-2025,
6,210695600,Αχλάδια,1.62,3.25,0532788_1.jpg,Φρούτα,Kg,,masoutis,24-06-2025,30-06-2025,
8,521400055,Ρόδια,5.45,5.45,0318360_1.jpg,Φρούτα,Kg,,masoutis,24-06-2025,30-06-2025,
9,521400277,Μανιτάρια,3.96,6.7,3870631_1.jpg,Λαχανικά,Kg,,masoutis,24-06-2025,30-06-2025,
11,219861100,Τομάτες,1.65,2.05,0317560_1.jpg,Λαχανικά,Kg,,masoutis,24-06-2025,30-06-2025,
12,521400128,Τοματίνια,3.5,7.7,3599933_1.jpg,Λαχανικά,Kg,,masoutis,24-06-2025,30-06-2025,
13,520013367,Αγγούρια,0.35,0.35,0318451_1.jpg,Λαχανικά,Kg,,masoutis,24-06-2025,30-06-2025,
14,219814300,Κολοκύθια,1.35,1.35,0317677_1.jpg,Λαχανικά,kg,,masoutis,24-06-2025,30-06-2025,
15,210685500,Μαρούλια,0.64,0.79,0317719_1.jpg,Λαχανικά,Kg,,masoutis,24-06-2025,30-06-2025,
16,520013430,Ρόκα,9.58,9.58,3573615_1.jpg,Λαχανικά,Kg,,masoutis,24-06-2025,30-06-2025,
18,843701919,Σκόρδα (κομμάτι),0.4,0.45,0496489_1.jpg,Λαχανικά,τμχ.,,masoutis,24-06-2025,30-06-2025,
19,219855300,Κρεμμύδια ξερά,0.85,1.31,2152155_1.jpg,Λαχανικά,Kg,,masoutis,24-06-2025,30-06-2025,
20,520013430,Κρεμμύδια φρέσκα,0.78,0.78,0574418_1.jpg,Λαχανικά,Kg,,masoutis,24-06-2025,30-06-2025,
21,210614200,Σπανάκι,1.87,1.87,0317685_1.jpg,Λαχανικά,Kg,,masoutis,24-06-2025,30-06-2025,
22,210613800,Παντζάρια,1.35,1.35,0317636_1.jpg,Λαχανικά,Kg,,masoutis,24-06-2025,30-06-2025,
23,210686900,Καρότα,0.69,0.9,0318261_1.jpg,Λαχανικά,Kg,,masoutis,24-06-2025,30-06-2025,
24,520011861,Ραπανάκια,6.4,6.4,0444836_1.jpg,Λαχανικά,Kg,,masoutis,24-06-2025,30-06-2025,
25,210686800,Λάχανα,0.75,2.1,0317727_1.jpg,Λαχανικά,Kg,,masoutis,24-06-2025,30-06-2025,
26,210615100,Κουνουπίδια,1.58,1.58,0317776_1.jpg,Λαχανικά,Kg,,masoutis,24-06-2025,30-06-2025,
27,210637800,Μπρόκολα,2.62,3.09,3204070_1.jpg,Λαχανικά,Kg,,masoutis,24-06-2025,30-06-2025,
29,219856800,Μελιτζάνες,1.29,3.45,0317669_1.jpg,Λαχανικά,Kg,,masoutis,24-06-2025,30-06-2025,
30,520013430,Μαϊντανός,5.8,5.8,0318469_1.jpg,Λαχανικά,Kg,,masoutis,24-06-2025,30-06-2025,
31,520013430,Ανηθος,5.8,5.8,0437285_1.jpg,Λαχανικά,Kg,,masoutis,24-06-2025,30-06-2025,
32,210691500,Σέλινο,1.78,2.15,0317768_1.jpg,Λαχανικά,Kg,,masoutis,24-06-2025,30-06-2025,
33,210665900,Φασολάκια,3.35,3.35,,Λαχανικά,Kg,,masoutis,24-06-2025,30-06-2025,
17.1,210681000,Πατάτες Κύπρου,1.68,1.68,1697325_1.jpg,Λαχανικά,Kg,,masoutis,24-06-2025,30-06-2025,
17.2,219859100,Πατάτες εγχώριες,0.74,1.67,0317479_1.jpg,Λαχανικά,Kg,,masoutis,24-06-2025,30-06-2025,
17.3,219809600,Πατάτες εισαγωγής,1.98,1.98,0539759_1.jpg,Λαχανικά,Kg,,masoutis,24-06-2025,30-06-2025,
28.1,520037810,Πιπεριές χονδρές,1.85,2.15,0317651_1.jpg,Λαχανικά,Kg,,masoutis,24-06-2025,30-06-2025,
28.2,764460243,Πιπεριές μακριές,1.85,2.27,0317644_1.jpg,Λαχανικά,Kg,,masoutis,24-06-2025,30-06-2025,
7.1,210686500,Μήλα Golden Delicious,2.08,2.09,0317149_1.jpg,Φρούτα,Kg,,masoutis,24-06-2025,30-06-2025,
7.2,219860900,Μήλα Granny Smith,1.82,1.82,0317131_1.jpg,Φρούτα,Kg,,masoutis,24-06-2025,30-06-2025,
7.3,210647400,Μήλα Starkin Delicious,1.53,2.2,3339017_1.jpg,Φρούτα,Kg,,masoutis,24-06-2025,30-06-2025,
2,14202067,Λεμόνια,2.35,2.58,14202067_1.jpg,Φρούτα,Kg,,marketin,24-06-2025,30-06-2025,
3,14202293,Μπανάνες,1.67,1.89,14202293_1.jpg,Φρούτα,Kg,,marketin,24-06-2025,30-06-2025,
4,14202467,Πορτοκάλια,1.09,1.29,14202467_1.jpg,Φρούτα,Kg,,marketin,24-06-2025,30-06-2025,
6,14202768,Αχλάδια,1.62,1.99,14202768_1.jpg,Φρούτα,Kg,,marketin,24-06-2025,30-06-2025,
7.2,14202438,Μήλα Granny Smith ,1.75,1.98,14202438_1.jpg,Φρούτα,Kg,,marketin,24-06-2025,30-06-2025,
7.3,14202648,Μήλα Starkin Delicious,1.79,1.98,14202648_1.jpg,Φρούτα,Kg,,marketin,24-06-2025,30-06-2025,
9,14202126,Μανιτάρια,1.37,3.95,14202126_1.jpg,Λαχανικά,Kg,,marketin,24-06-2025,30-06-2025,
11,14202121,Τομάτες,1.65,2.29,14202121_1.jpg,Λαχανικά,Kg,,marketin,24-06-2025,30-06-2025,
12,89009116,Τοματίνια,1.59,1.69,89009116_1.jpg,Λαχανικά,Kg,,marketin,24-06-2025,30-06-2025,
13,14202005,Αγγούρια,0.38,1.29,14202005_1.jpg,Λαχανικά,Kg,,marketin,24-06-2025,30-06-2025,
14,14202384,Κολοκύθια,1.35,1.45,14202384_1.jpg,Λαχανικά,kg,,marketin,24-06-2025,30-06-2025,
15,14202591,Μαρούλια,0.64,0.79,14202591_1.jpg,Λαχανικά,Kg,,marketin,24-06-2025,30-06-2025,
16,14202031,Ρόκα,0.75,0.85,14202031_1.jpg,Λαχανικά,Kg,,marketin,24-06-2025,30-06-2025,
17.1,89089334,Πατάτες Κύπρου,3.49,3.59,transparent.png,Λαχανικά,Kg,,marketin,24-06-2025,30-06-2025,
17.3 ,14202108,Πατάτες εισαγωγής,0.75,2.48,14202108_1.jpg,,,,marketin,24-06-2025,30-06-2025,
18,14202070,Σκόρδα (κομμάτι),0.6,0.69,14202070_1.jpg,Λαχανικά,τμχ.,,marketin,24-06-2025,30-06-2025,
19,14202389,Κρεμμύδια ξερά,0.85,1.09,14202389_1.jpg,Λαχανικά,Kg,,marketin,24-06-2025,30-06-2025,
20,89004469,Κρεμμύδια φρέσκα,0.78,0.95,89004469_1.jpg,Λαχανικά,Kg,,marketin,24-06-2025,30-06-2025,
21,14202131,Σπανάκι,1.84,2.15,14202131_1.jpg,Λαχανικά,Kg,,marketin,24-06-2025,30-06-2025,
23,14202232,Καρότα,0.75,0.89,14202232_1.jpg,Λαχανικά,Kg,,marketin,24-06-2025,30-06-2025,
26,14202025,Κουνουπίδια,1.57,1.99,14202025_1.jpg,Λαχανικά,Kg,,marketin,24-06-2025,30-06-2025,
27,14202767,Μπρόκολο,2.55,2.69,14202767_1.jpg,Λαχανικά,Kg,,marketin,24-06-2025,30-06-2025,
28.1,14202001,Πιπεριές χονδρές,2.45,2.98,14202001_1.jpg,Λαχανικά,Kg,,marketin,24-06-2025,30-06-2025,
28.2,14202684,Πιπεριές μακριές,1.65,2.75,14202684_1.jpg,Λαχανικά,Kg,,marketin,24-06-2025,30-06-2025,
29,14202454,Μελιτζάνες,1.62,1.79,14202454_1.jpg,Λαχανικά,Kg,,marketin,24-06-2025,30-06-2025,
30,14202082,Μαϊντανός,0.58,0.72,14202082_1.jpg,Λαχανικά,Kg,,marketin,24-06-2025,30-06-2025,
31,14202047,’νηθος,0.58,0.75,14202047_1.jpg,Λαχανικά,Kg,,marketin,24-06-2025,30-06-2025,
32,14202367,Σέλινο,0.59,0.68,14202367_1.jpg,Λαχανικά,Kg,,marketin,24-06-2025,30-06-2025,
2,198231                                                      ,Λεμόνια,2.49,2.49,198231_E1.jpg,Φρούτα,Kg,,mymarket,24-06-2025,30-06-2025,
3,192041/198242                                               ,Μπανάνες,1.59,2.19,,Φρούτα,Kg,,mymarket,24-06-2025,30-06-2025,
4,198117/198452                                               ,Πορτοκάλια Βαλέντσια,0.95,1.19,,Φρούτα,Kg,,mymarket,24-06-2025,30-06-2025,
6,198103/198274                                               ,Αχλάδια,1.89,4.65,,Φρούτα,Kg,,mymarket,24-06-2025,30-06-2025,
7.1,198096                                                      ,Μήλα Golden Delicious,2.65,2.65,198096_E1.jpg,Φρούτα,Kg,,mymarket,24-06-2025,30-06-2025,
7.2,198095                                                      ,Μήλα Granny Smith,2.06,2.06,198095_E1.jpg,Φρούτα,Kg,,mymarket,24-06-2025,30-06-2025,
7.3,198132                                                      ,Μήλα Starkin Delicious,1.89,1.89,198132_E1.jpg,Φρούτα,Kg,,mymarket,24-06-2025,30-06-2025,
8,198212                                                      ,Ρόδια,5.40,5.40,198212_E1.jpg,Φρούτα,Kg,,mymarket,24-06-2025,30-06-2025,
9,192081/198179                                               ,Μανιτάρια,5.10,7.98,,Λαχανικά,Kg,,mymarket,24-06-2025,30-06-2025,
11,198028                                                      ,Τομάτες,1.45,1.45,198028_E1.jpg,Λαχανικά,Kg,,mymarket,24-06-2025,30-06-2025,
12,192066/198676                                               ,Τοματίνια,4.30,7.96,,Λαχανικά,Kg,,mymarket,24-06-2025,30-06-2025,
13,198026                                                      ,Αγγούρια,0.38,0.38,198026_E1.jpg,Λαχανικά,Kg,,mymarket,24-06-2025,30-06-2025,
14,198027                                                      ,Κολοκύθια,1.40,1.40,198027_E1.jpg,Λαχανικά,kg,,mymarket,24-06-2025,30-06-2025,
15,198024                                                      ,Μαρούλια,0.70,0.70,198024_E1.jpg,Λαχανικά,Kg,,mymarket,24-06-2025,30-06-2025,
16,198171                                                      ,Ρόκα,9.90,9.90,198171_E1.jpg,Λαχανικά,Kg,,mymarket,24-06-2025,30-06-2025,
17.1,198705                                                      ,Πατάτες Κύπρου,1.75,1.75,198705_E1.jpg,Λαχανικά,Kg,,mymarket,24-06-2025,30-06-2025,
17.2,192303/198329                                               ,Πατάτες εγχώριες,0.70,1.65,,Λαχανικά,Kg,,mymarket,24-06-2025,30-06-2025,
17.3,198257                                                      ,Πατάτες εισαγωγής,2.40,2.40,198257_E1.jpg,Λαχανικά,Kg,,mymarket,24-06-2025,30-06-2025,
18,198183                                                      ,Σκόρδα (κομμάτι),0.69,0.69,198183_E1.jpg,Λαχανικά,τμχ.,,mymarket,24-06-2025,30-06-2025,
19,198046/198187                                               ,Κρεμμύδια ξερά,0.75,0.95,,Λαχανικά,Kg,,mymarket,24-06-2025,30-06-2025,
20,198013                                                      ,Κρεμμύδια φρέσκα,2.45,2.45,198013_E1.jpg,Λαχανικά,Kg,,mymarket,24-06-2025,30-06-2025,
21,198009                                                      ,Σπανάκι,1.99,1.99,198009_E1.jpg,Λαχανικά,Kg,,mymarket,24-06-2025,30-06-2025,
22,198012                                                      ,Παντζάρια,1.43,1.43,198012_E1.jpg,Λαχανικά,Kg,,mymarket,24-06-2025,30-06-2025,
23,192321/198791                                               ,Καρότα,0.82,1.00,,Λαχανικά,Kg,,mymarket,24-06-2025,30-06-2025,
24,192062                                                      ,Ραπανάκια,0.97,0.97,192062_E1.jpg,Λαχανικά,Kg,,mymarket,24-06-2025,30-06-2025,
25,198034/198035                                               ,Λάχανα,0.82,1.48,,Λαχανικά,Kg,,mymarket,24-06-2025,30-06-2025,
26,198036                                                      ,Κουνουπίδια,1.76,1.76,198036_E1.jpg,Λαχανικά,Kg,,mymarket,24-06-2025,30-06-2025,
27,198156                                                      ,Μπρόκολο,2.80,2.80,198156_E1.jpg,Λαχανικά,Kg,,mymarket,24-06-2025,30-06-2025,
28.1,198039                                                      ,Πιπεριές χονδρές,2.40,2.40,198039_E1.jpg,Λαχανικά,Kg,,mymarket,24-06-2025,30-06-2025,
28.2,198040                                                      ,Πιπεριές μακριές,1.99,1.99,198040_E1.jpg,Λαχανικά,Kg,,mymarket,24-06-2025,30-06-2025,
29,198037/198038                                               ,Μελιτζάνες,1.73,3.39,,Λαχανικά,Kg,,mymarket,24-06-2025,30-06-2025,
30,198003                                                      ,Μαϊντανός,0.60,0.60,.,Λαχανικά,Kg,,mymarket,24-06-2025,30-06-2025,
31,198001                                                      ,Άνηθος,0.65,0.65,198001_E1.jpg,Λαχανικά,Kg,,mymarket,24-06-2025,30-06-2025,
32,198002                                                      ,Σέλινο,1.99,1.99,198002_E1.jpg,Λαχανικά,Kg,,mymarket,24-06-2025,30-06-2025,
33,198016                                                      ,Φασολάκια ,3.38,3.38,198016_E1.jpg,Λαχανικά,Kg,,mymarket,24-06-2025,30-06-2025,
1,1,ΣΤΑΦΥΛΙΑ,4.68,4.68,,Φρούτα,Kg,,sklavenitis,24-06-2025,30-06-2025,
2,2,ΛΕΜΟΝΙΑ,1.75,2.08,,Φρούτα,Kg,,sklavenitis,24-06-2025,30-06-2025,
3,3,ΜΠΑΝΑΝΕΣ,1.27,1.85,,Φρούτα,Kg,,sklavenitis,24-06-2025,30-06-2025,
4,4,ΠΟΡΤΟΚΑΛΙΑ ΒΑΛΕΝΤΣΙΑ,0.9,1.2,,Φρούτα,Kg,,sklavenitis,24-06-2025,30-06-2025,
5,5,ΜΑΝΤΑΡΙΝΙΑ,3.15,3.15,,Φρούτα,Kg,,sklavenitis,24-06-2025,30-06-2025,
6,6,ΑΧΛΑΔΙΑ,1.62,2.95,,Φρούτα,Kg,,sklavenitis,24-06-2025,30-06-2025,
7.1,7.1,ΜΗΛΑ GOLDEN DELICIOUS,2,2.08,,Φρούτα,Kg,,sklavenitis,24-06-2025,30-06-2025,
7.2,7.2,ΜΗΛΑ GRANNY SMITH,1.82,1.82,,Φρούτα,Kg,,sklavenitis,24-06-2025,30-06-2025,
7.3,7.3,ΜΗΛΑ STARKIN DELICIOUS,1.4,2.2,,Φρούτα,Kg,,sklavenitis,24-06-2025,30-06-2025,
8,8,ΡΟΔΙΑ,5.45,5.45,,Φρούτα,Kg,,sklavenitis,24-06-2025,30-06-2025,
9,9,ΜΑΝΙΤΑΡΙΑ,4.23,7.64,,Λαχανικά,Kg,,sklavenitis,24-06-2025,30-06-2025,
10,10,ΑΓΚΙΝΑΡΕΣ,0.7,0.7,,Λαχανικά,Kg,,sklavenitis,24-06-2025,30-06-2025,
11,11,ΝΤΟΜΑΤΕΣ,1.35,1.8,,Λαχανικά,Kg,,sklavenitis,24-06-2025,30-06-2025,
12,12,ΝΤΟΜΑΤΙΝΙΑ,3.32,8.72,,Λαχανικά,Kg,,sklavenitis,24-06-2025,30-06-2025,
13,13,ΑΓΓΟΥΡΙΑ,1.05,1.5,,Λαχανικά,Kg,,sklavenitis,24-06-2025,30-06-2025,
14,14,ΚΟΛΟΚΥΘΙΑ,1.32,1.35,,Λαχανικά,kg,,sklavenitis,24-06-2025,30-06-2025,
15a,15a,ΜΑΡΟΥΛΙΑ,1.5,1.5,,,,,sklavenitis,24-06-2025,30-06-2025,
15b,15b,ΜΑΡΟΥΛΙΑ ΤΕΜΑΧΙΟ,0.64,0.88,,,,,sklavenitis,24-06-2025,30-06-2025,
16,16,ΡΟΚΑ,6.5,6.5,,Λαχανικά,Kg,,sklavenitis,24-06-2025,30-06-2025,
17.1,17.1,ΠΑΤΑΤΕΣ ΚΥΠΡΟΥ,1.65,1.65,,Λαχανικά,Kg,,sklavenitis,24-06-2025,30-06-2025,
17.2,17.2,ΠΑΤΑΤΕΣ ΕΓΧΩΡΙΕΣ,0.72,1.98,,Λαχανικά,Kg,,sklavenitis,24-06-2025,30-06-2025,
17.3,17.3,ΠΑΤΑΤΕΣ ΕΙΣΑΓΩΓΗΣ,0.7,1.98,,Λαχανικά,Kg,,sklavenitis,24-06-2025,30-06-2025,
18,18,ΣΚΟΡΔΑ ΤΕΜΑΧΙΟ,0.38,0.6,,Λαχανικά,τμχ.,,sklavenitis,24-06-2025,30-06-2025,
19,19,ΚΡΕΜΜΥΔΙΑ ΞΕΡΑ,0.55,1.25,,Λαχανικά,Kg,,sklavenitis,24-06-2025,30-06-2025,
20,20,ΚΡΕΜΜΥΔΙΑ ΦΡΕΣΚΑ,2.25,5.2,,Λαχανικά,Kg,,sklavenitis,24-06-2025,30-06-2025,
21,21,ΣΠΑΝΑΚΙ,1.87,1.87,,Λαχανικά,Kg,,sklavenitis,24-06-2025,30-06-2025,
22,22,ΠΑΝΤΖΑΡΙΑ,1.35,1.35,,Λαχανικά,Kg,,sklavenitis,24-06-2025,30-06-2025,
23,23,ΚΑΡΟΤΑ,0.65,0.9,,Λαχανικά,Kg,,sklavenitis,24-06-2025,30-06-2025,
24,24,ΡΑΠΑΝΑΚΙΑ,6.24,6.4,,Λαχανικά,Kg,,sklavenitis,24-06-2025,30-06-2025,
25,25,ΛΑΧΑΝΑ,0.72,1.98,,Λαχανικά,Kg,,sklavenitis,24-06-2025,30-06-2025,
26,26,ΚΟΥΝΟΥΠΙΔΙΑ,1.56,1.58,,Λαχανικά,Kg,,sklavenitis,24-06-2025,30-06-2025,
27,27,ΜΠΡΟΚΟΛΑ,2.58,2.58,,Λαχανικά,Kg,,sklavenitis,24-06-2025,30-06-2025,
28.1,28.1,ΠΙΠΕΡΙΕΣ ΧΟΝΤΡΕΣ,1.63,6.13,,Λαχανικά,Kg,,sklavenitis,24-06-2025,30-06-2025,
28.2,28.2,ΠΙΠΕΡΙΕΣ ΜΑΚΡΙΕΣ,1.65,2.78,,Λαχανικά,Kg,,sklavenitis,24-06-2025,30-06-2025,
29,29,ΜΕΛΙΤΖΑΝΕΣ,1.5,2.93,,Λαχανικά,Kg,,sklavenitis,24-06-2025,30-06-2025,
30,30,ΜΑΪΝΤΑΝΟΣ,5.8,5.8,,Λαχανικά,Kg,,sklavenitis,24-06-2025,30-06-2025,
31,31,ΑΝΙΘΟΣ,6.2,6.2,,Λαχανικά,Kg,,sklavenitis,24-06-2025,30-06-2025,
32,32,ΣΕΛΙΝΟ,1.63,5,,Λαχανικά,Kg,,sklavenitis,24-06-2025,30-06-2025,
33,33,ΦΑΣΟΛΑΚΙΑ,3.2,3.2,,Λαχανικά,Kg,,sklavenitis,24-06-2025,30-06-2025,
1,60273,Σταφύλια,4.19,4.19,1.png,Φρούτα,Kg,,synka,24-06-2025,30-06-2025,
2,09403,Λεμόνια,1.35,1.35,2.png,Φρούτα,Kg,,synka,24-06-2025,30-06-2025,
3,203617,Μπανάνες,1.45,1.45,3.png,Φρούτα,Kg,,synka,24-06-2025,30-06-2025,
4,06957,Πορτοκάλια,1.30,1.30,4.png,Φρούτα,Kg,,synka,24-06-2025,30-06-2025,
6,05693,Αχλάδια,2.05,2.05,6.png,Φρούτα,Kg,,synka,24-06-2025,30-06-2025,
7.2,05762,Μήλα Granny Smith,1.95,1.95,72.png,Φρούτα,Kg,,synka,24-06-2025,30-06-2025,
7.3,123979,Μήλα Starkin Delicious,1.95,1.95,73.png,Φρούτα,Kg,,synka,24-06-2025,30-06-2025,
8,05862,Ρόδια,5.78,5.78,8.png,Φρούτα,Kg,,synka,24-06-2025,30-06-2025,
9,03702,Μανιτάρια,4.15,4.15,9.png,Λαχανικά,Kg,,synka,24-06-2025,30-06-2025,
11,31663,Τομάτες,1.79,1.79,11.png,Λαχανικά,Kg,,synka,24-06-2025,30-06-2025,
12,160308,Τοματίνια,4.25,4.25,12.png,Λαχανικά,Kg,,synka,24-06-2025,30-06-2025,
13,05760,Αγγούρια,1.09,1.09,13.png,Λαχανικά,Kg,,synka,24-06-2025,30-06-2025,
14,05761,Κολοκύθια,1.23,1.23,14.png,Λαχανικά,kg,,synka,24-06-2025,30-06-2025,
15,05703,Μαρούλια,3.16,3.16,15.png,Λαχανικά,Kg,,synka,24-06-2025,30-06-2025,
16,67995,Ρόκα,6.40,6.40,16.png,Λαχανικά,Kg,,synka,24-06-2025,30-06-2025,
17.1,97132,Πατάτες Κύπρου,1.87,1.87,171.png,Λαχανικά,Kg,,synka,24-06-2025,30-06-2025,
17.2,56591,Πατάτες εγχώριες,0.74,0.74,172.png,Λαχανικά,Kg,,synka,24-06-2025,30-06-2025,
18,18963,Σκόρδα,5.68,5.68,18.png,Λαχανικά,τμχ.,,synka,24-06-2025,30-06-2025,
19,125220,Κρεμμύδια ξερά,0.95,0.95,19.png,Λαχανικά,Kg,,synka,24-06-2025,30-06-2025,
20,146649,Κρεμμύδια φρέσκα,6.90,6.90,20.png,Λαχανικά,Kg,,synka,24-06-2025,30-06-2025,
21,06956,Σπανάκι,1.98,1.98,21.png,Λαχανικά,Kg,,synka,24-06-2025,30-06-2025,
22,06784,Παντζάρια,1.38,1.38,22.png,Λαχανικά,Kg,,synka,24-06-2025,30-06-2025,
23,05699,Καρότα,0.79,0.79,23.png,Λαχανικά,Kg,,synka,24-06-2025,30-06-2025,
24,05642,Ραπανάκια,6.32,6.32,24.png,Λαχανικά,Kg,,synka,24-06-2025,30-06-2025,
25,05698,Λάχανα,0.85,0.85,25.png,Λαχανικά,Kg,,synka,24-06-2025,30-06-2025,
26,05764,Κουνουπίδια,2.09,2.09,26.png,Λαχανικά,Kg,,synka,24-06-2025,30-06-2025,
27,05771,Μπρόκολο,2.75,2.75,27.png,Λαχανικά,Kg,,synka,24-06-2025,30-06-2025,
28.1,05701,Πιπεριές χονδρές,2.75,2.75,281.png,Λαχανικά,Kg,,synka,24-06-2025,30-06-2025,
28.2,18855,Πιπεριές μακριές,2.15,2.15,282.png,Λαχανικά,Kg,,synka,24-06-2025,30-06-2025,
29,05767,Μελιτζάνες,1.58,1.58,29.png,Λαχανικά,Kg,,synka,24-06-2025,30-06-2025,
30,145131,Μαϊντανός,6.80,6.80,30.png,Λαχανικά,Kg,,synka,24-06-2025,30-06-2025,
31,164662,Άνηθος,8.80,8.80,31.png,Λαχανικά,Kg,,synka,24-06-2025,30-06-2025,
32,164666,Σέλινο,6.80,6.80,32.png,Λαχανικά,Kg,,synka,24-06-2025,30-06-2025,
33,11757,Φασολάκια,3.98,3.98,33.png,Λαχανικά,Kg,,synka,24-06-2025,30-06-2025,
13,5235,Αγγούρια,1.10,1.10,,Λαχανικά,Kg,,xalkiadakis,24-06-2025,30-06-2025,
31,5242,Άνηθος,0.78,0.78,,Λαχανικά,Kg,,xalkiadakis,24-06-2025,30-06-2025,
6,5317,Αχλάδια,2.15,2.15,,Φρούτα,Kg,,xalkiadakis,24-06-2025,30-06-2025,
23,5212,Καρότα,0.78,0.78,,Λαχανικά,Kg,,xalkiadakis,24-06-2025,30-06-2025,
14,177209,Κολοκύθια,1.23,1.23,,Λαχανικά,kg,,xalkiadakis,24-06-2025,30-06-2025,
26,5228,Κουνουπίδια,2.05,2.05,,Λαχανικά,Kg,,xalkiadakis,24-06-2025,30-06-2025,
19,5211,Κρεμμύδια ξερά,0.98,0.98,,Λαχανικά,Kg,,xalkiadakis,24-06-2025,30-06-2025,
20,5244,Κρεμμύδια φρέσκα,0.88,0.88,,Λαχανικά,Kg,,xalkiadakis,24-06-2025,30-06-2025,
25,5239,Λάχανα,0.80,0.80,,Λαχανικά,Kg,,xalkiadakis,24-06-2025,30-06-2025,
