CATEGORY,BARCODE,NAME,PRICE_MIN,PRICE_MAX,IMAGE,CATEGORY_NAME,UNIT,DISPLAY,retailer,from,to,null
1,7063330,Σταφύλια,3.97,4.25,stafilia.jpg,Φρούτα,Kg,,ab,25-02-2025,03-03-2025,
11,7063667,Τομάτες,1.75,2.59,ntomates.jpg,Λαχανικά,Kg,,ab,25-02-2025,03-03-2025,
12,7063697,Τοματίνια,4.25,9.56,ntomatinia.jpg,Λαχανικά,Kg,,ab,25-02-2025,03-03-2025,
13,7063652,Αγγούρια,0.75,1.95,aggouria.jpg,Λαχανικά,Kg,,ab,25-02-2025,03-03-2025,
14,7063710,Κολοκύθια,1.89,7.19,kolokuthia.jpg,Λαχανικά,kg,,ab,25-02-2025,03-03-2025,
15,7063845,Μαρούλια,0.77,1.84,maroulia.jpg,Λαχανικά,Kg,,ab,25-02-2025,03-03-2025,
16,7338136,Ρόκα,1.39,1.39,roka.jpg,Λαχανικά,Kg,,ab,25-02-2025,03-03-2025,
17.1,7064162,Πατάτες Κύπρου,1.94,1.94,patates_kuprou.jpg,Λαχανικά,Kg,,ab,25-02-2025,03-03-2025,
17.2,7335944,Πατάτες εγχώριες,1.05,2.63,patates_egxories.jpg,Λαχανικά,Kg,,ab,25-02-2025,03-03-2025,
18,7064239,Σκόρδα (κομμάτι),0.68,0.68,skorda.jpg,Λαχανικά,τμχ.,,ab,25-02-2025,03-03-2025,
19,7064213,Κρεμμύδια ξερά,0.78,1.79,kremmudia_xeria.jpg,Λαχανικά,Kg,,ab,25-02-2025,03-03-2025,
2,7062943,Λεμόνια,1.09,2.23,lemonia.jpg,Φρούτα,Kg,,ab,25-02-2025,03-03-2025,
20,7064229,Κρεμμύδια φρέσκα,2.59,2.59,kremmudia_freska.jpg,Λαχανικά,Kg,,ab,25-02-2025,03-03-2025,
21,7063904,Σπανάκι,2.05,5.99,spanaki.jpg,Λαχανικά,Kg,,ab,25-02-2025,03-03-2025,
22,7063905,Παντζάρια,1.37,5.23,pantzaria.jpg,Λαχανικά,Kg,,ab,25-02-2025,03-03-2025,
23,7063924,Καρότα,0.93,2.18,karota.jpg,Λαχανικά,Kg,,ab,25-02-2025,03-03-2025,
24,7063936,Ραπανάκια,0.92,0.92,rapanakia.jpg,Λαχανικά,Kg,,ab,25-02-2025,03-03-2025,
25,7063804,Λάχανα,0.78,1.79,laxana.jpg,Λαχανικά,Kg,,ab,25-02-2025,03-03-2025,
26,7063767,Κουνουπίδια,1.59,4.99,kounoupidia.jpg,Λαχανικά,Kg,,ab,25-02-2025,03-03-2025,
27,7063823,Μπρόκολο,2.22,5.98,mprokolo.jpg,Λαχανικά,Kg,,ab,25-02-2025,03-03-2025,
28.1,7063729,Πιπεριές χονδρές,3.65,4.69,piperies_xondres.jpg,Λαχανικά,Kg,,ab,25-02-2025,03-03-2025,
28.2,7063738,Πιπεριές μακριές,3.49,3.49,piperies_makries.jpg,Λαχανικά,Kg,,ab,25-02-2025,03-03-2025,
29,7063831,Μελιτζάνες,3.09,4.99,melitzanes.jpg,Λαχανικά,Kg,,ab,25-02-2025,03-03-2025,
3,7063298,Μπανάνες,1.85,2.04,bananes.jpg,Φρούτα,Kg,,ab,25-02-2025,03-03-2025,
30,7064307,Μαϊντανός,0.69,1.55,maintanos.jpg,Λαχανικά,Kg,,ab,25-02-2025,03-03-2025,
31,7064310,Άνηθος,0.75,1.92,anithos.jpg,Λαχανικά,Kg,,ab,25-02-2025,03-03-2025,
32,7064311,Σέλινο,1.99,4.59,selino.jpg,Λαχανικά,Kg,,ab,25-02-2025,03-03-2025,
33,7063776,Φασολάκια ,4.99,4.99,fasolakia.jpg,Λαχανικά,Kg,,ab,25-02-2025,03-03-2025,
4,7062871,Πορτοκάλια Βαλέντσια ,0.99,1.79,portokalia.jpg,Φρούτα,Kg,,ab,25-02-2025,03-03-2025,
5,7062908,Μανταρίνια,1.98,2.69,mantarinia.jpg,Φρούτα,Kg,,ab,25-02-2025,03-03-2025,
6,7125570,Αχλάδια,1.48,6.22,axladia.jpg,Φρούτα,Kg,,ab,25-02-2025,03-03-2025,
7.1,7062828,Μήλα Golden Delicious,1.79,4.31,mila_golden_delicious.jpg,Φρούτα,Kg,,ab,25-02-2025,03-03-2025,
7.2,7062840,Μήλα Granny Smith ,1.73,4.29,mila_granny_smith.jpg,Φρούτα,Kg,,ab,25-02-2025,03-03-2025,
7.3,7633877,Μήλα Starkin Delicious,1.28,3.65,mila_starkin_delicious.jpg,Φρούτα,Kg,,ab,25-02-2025,03-03-2025,
7.4,7062808,Μήλα Gala,1.95,4.15,mila_gala.jpg,Φρούτα,Kg,,ab,25-02-2025,03-03-2025,
8,7063274,Ρόδια,2.29,2.75,rodia.jpg,Φρούτα,Kg,,ab,25-02-2025,03-03-2025,
9,7064279,Μανιτάρια,1.32,1.32,manitaria.jpg,Λαχανικά,Kg,,ab,25-02-2025,03-03-2025,
24,16598,Ραπανάκια,2.4,2.4,16598.jpg,Λαχανικά,Kg,,bazaar,25-02-2025,03-03-2025,
5,16645,Μανταρίνια,1.75,1.75,16645.jpg,Φρούτα,Kg,,bazaar,25-02-2025,03-03-2025,
22,19002,Παντζάρια,1.28,1.99,19002.jpg,Λαχανικά,Kg,,bazaar,25-02-2025,03-03-2025,
11,19004,Τομάτες,1.89,2.29,19004.jpg,Λαχανικά,Kg,,bazaar,25-02-2025,03-03-2025,
14,19008,Κολοκύθια,2.08,2.59,19008.jpg,Λαχανικά,kg,,bazaar,25-02-2025,03-03-2025,
25,19012,Λάχανα,0.72,0.75,19012.jpg,Λαχανικά,Kg,,bazaar,25-02-2025,03-03-2025,
7.2,19023,Μήλα Granny Smith,1.75,1.76,19023.jpg,Φρούτα,Kg,,bazaar,25-02-2025,03-03-2025,
26,19028,Κουνουπίδια,0.99,2.08,19028.jpg,Λαχανικά,Kg,,bazaar,25-02-2025,03-03-2025,
29,19034,Μελιτζάνες,3.58,3.75,19034.jpg,Λαχανικά,Kg,,bazaar,25-02-2025,03-03-2025,
28.2,19036,Πιπεριές μακριές,4,4.95,19036.jpg,Λαχανικά,Kg,,bazaar,25-02-2025,03-03-2025,
6,19042,Αχλάδια,1.65,1.85,19042.jpg,Φρούτα,Kg,,bazaar,25-02-2025,03-03-2025,
30,19044,Μαϊντανός,0.55,0.75,19044.jpg,Λαχανικά,Kg,,bazaar,25-02-2025,03-03-2025,
31,19045,’νηθος,0.48,0.99,19045.jpg,Λαχανικά,Kg,,bazaar,25-02-2025,03-03-2025,
