CATEGORY,BARCODE,NAME,PRICE_MIN,PRICE_MAX,IMAGE,CATEGORY_NAME,UNIT,DISPLAY,retailer,from,to
1,7063330,Σταφύλια,3.57,4.82,stafilia.jpg,Φρούτα,Kg,,ab,14-04-2026,20-04-2026
11,7063667,Τομάτες,2.98,4.45,ntomates.jpg,Λαχανικά,Kg,,ab,14-04-2026,20-04-2026
12,7063697,Τοματίνια,7.25,2.69,ntomatinia.jpg,Λαχανικά,Kg,,ab,14-04-2026,20-04-2026
13,7063652,Αγγούρια,0.75,1.99,aggouria.jpg,Λαχανικά,Kg,,ab,14-04-2026,20-04-2026
14,7063710,Κολοκύθια,2.99,8.69,kolokuthia.jpg,Λαχανικά,kg,,ab,14-04-2026,20-04-2026
15,7063845,Μαρούλια,0.95,1.65,maroulia.jpg,Λαχανικά,Kg,,ab,14-04-2026,20-04-2026
16,7338136,Ρόκα,1.15,1.15,roka.jpg,Λαχανικά,Kg,,ab,14-04-2026,20-04-2026
17.1,7064162,Πατάτες Κύπρου,1.62,1.62,patates_kuprou.jpg,Λαχανικά,Kg,,ab,14-04-2026,20-04-2026
17.2,7335944,Πατάτες εγχώριες,0.89,2.33,patates_egxories.jpg,Λαχανικά,Kg,,ab,14-04-2026,20-04-2026
18,7064239,Σκόρδα (κομμάτι),0.62,0.62,skorda.jpg,Λαχανικά,τμχ.,,ab,14-04-2026,20-04-2026
19,7064213,Κρεμμύδια ξερά,0.9,2.29,kremmudia_xeria.jpg,Λαχανικά,Kg,,ab,14-04-2026,20-04-2026
2,7062943,Λεμόνια,2.15,2.49,lemonia.jpg,Φρούτα,Kg,,ab,14-04-2026,20-04-2026
20,7064229,Κρεμμύδια φρέσκα,2.79,2.79,kremmudia_freska.jpg,Λαχανικά,Kg,,ab,14-04-2026,20-04-2026
21,7063904,Σπανάκι,2.05,4.15,spanaki.jpg,Λαχανικά,Kg,,ab,14-04-2026,20-04-2026
22,7063905,Παντζάρια,1.55,3.75,pantzaria.jpg,Λαχανικά,Kg,,ab,14-04-2026,20-04-2026
23,7063924,Καρότα,0.89,2.59,karota.jpg,Λαχανικά,Kg,,ab,14-04-2026,20-04-2026
24,7063936,Ραπανάκια,0.9,0.9,rapanakia.jpg,Λαχανικά,Kg,,ab,14-04-2026,20-04-2026
25,7063804,Λάχανα,0.52,1.29,laxana.jpg,Λαχανικά,Kg,,ab,14-04-2026,20-04-2026
26,7063767,Κουνουπίδια,2.85,6.1,kounoupidia.jpg,Λαχανικά,Kg,,ab,14-04-2026,20-04-2026
27,7063823,Μπρόκολο,4.25,6.55,mprokolo.jpg,Λαχανικά,Kg,,ab,14-04-2026,20-04-2026
28.1,7063729,Πιπεριές χονδρές,4.85,6.95,piperies_xondres.jpg,Λαχανικά,Kg,,ab,14-04-2026,20-04-2026
28.2,7063738,Πιπεριές μακριές,4.95,4.95,piperies_makries.jpg,Λαχανικά,Kg,,ab,14-04-2026,20-04-2026
29,7063831,Μελιτζάνες,3.65,6.75,melitzanes.jpg,Λαχανικά,Kg,,ab,14-04-2026,20-04-2026
3,7063298,Μπανάνες,1.85,1.99,bananes.jpg,Φρούτα,Kg,,ab,14-04-2026,20-04-2026
30,7064307,Μαϊντανός,0.75,1.68,maintanos.jpg,Λαχανικά,Kg,,ab,14-04-2026,20-04-2026
31,7064310,Άνηθος,0.76,2.05,anithos.jpg,Λαχανικά,Kg,,ab,14-04-2026,20-04-2026
32,7064311,Σέλινο,1.85,2.99,selino.jpg,Λαχανικά,Kg,,ab,14-04-2026,20-04-2026
33,7063776,Φασολάκια ,6.49,6.49,fasolakia.jpg,Λαχανικά,Kg,,ab,14-04-2026,20-04-2026
4,7062871,Πορτοκάλια Βαλέντσια ,1.34,1.79,portokalia.jpg,Φρούτα,Kg,,ab,14-04-2026,20-04-2026
5,7062908,Μανταρίνια,2.09,2.92,mantarinia.jpg,Φρούτα,Kg,,ab,14-04-2026,20-04-2026
6,7125570,Αχλάδια,2.25,7.15,axladia.jpg,Φρούτα,Kg,,ab,14-04-2026,20-04-2026
7.1,7062828,Μήλα Golden Delicious,2.15,4.95,mila_golden_delicious.jpg,Φρούτα,Kg,,ab,14-04-2026,20-04-2026
7.2,7062840,Μήλα Granny Smith ,2.1,4.95,mila_granny_smith.jpg,Φρούτα,Kg,,ab,14-04-2026,20-04-2026
7.3,7633877,Μήλα Starkin Delicious,1.63,4.45,mila_starkin_delicious.jpg,Φρούτα,Kg,,ab,14-04-2026,20-04-2026
7.4,7062808,Μήλα Gala,1.98,4.75,mila_gala.jpg,Φρούτα,Kg,,ab,14-04-2026,20-04-2026
8,7063274,Ρόδια,2.95,3.35,rodia.jpg,Φρούτα,Kg,,ab,14-04-2026,20-04-2026
9,7064279,Μανιτάρια,1.45,1.45,manitaria.jpg,Λαχανικά,Kg,,ab,14-04-2026,20-04-2026
5,16645,Μανταρίνια,3.19,3.19,16645.jpg,Φρούτα,Kg,,bazaar,14-04-2026,20-04-2026
22,19002,Παντζάρια,2.08,2.08,19002.jpg,Λαχανικά,Kg,,bazaar,14-04-2026,20-04-2026
11,19004,Τομάτες,3.04,3.04,19004.jpg,Λαχανικά,Kg,,bazaar,14-04-2026,20-04-2026
14,19008,Κολοκύθια,3.95,3.95,19008.jpg,Λαχανικά,kg,,bazaar,14-04-2026,20-04-2026
7.2,19023,Μήλα Granny Smith,2.4,2.4,19023.jpg,Φρούτα,Kg,,bazaar,14-04-2026,20-04-2026
26,19028,Κουνουπίδια,3.49,3.49,19028.jpg,Λαχανικά,Kg,,bazaar,14-04-2026,20-04-2026
29,19034,Μελιτζάνες,2.88,2.88,19034.jpg,Λαχανικά,Kg,,bazaar,14-04-2026,20-04-2026
28.2,19036,Πιπεριές μακριές,4.48,4.8,19036.jpg,Λαχανικά,Kg,,bazaar,14-04-2026,20-04-2026
6,19042,Αχλάδια,2.4,2.4,19042.jpg,Φρούτα,Kg,,bazaar,14-04-2026,20-04-2026
30,19044,Μαϊντανός,0.6,0.6,19044.jpg,Λαχανικά,Kg,,bazaar,14-04-2026,20-04-2026
31,19045,’νηθος,0.64,0.64,19045.jpg,Λαχανικά,Kg,,bazaar,14-04-2026,20-04-2026
