CATEGORY,BARCODE,NAME,PRICE_MIN,PRICE_MAX,IMAGE,CATEGORY_NAME,UNIT,DISPLAY,retailer,from,to
1,7063330,Σταφύλια,3.57,4.82,stafilia.jpg,Φρούτα,Kg,,ab,13-01-2026,19-01-2026
11,7063667,Τομάτες,1.95,2.89,ntomates.jpg,Λαχανικά,Kg,,ab,13-01-2026,19-01-2026
12,7063697,Τοματίνια,4.35,2.25,ntomatinia.jpg,Λαχανικά,Kg,,ab,13-01-2026,19-01-2026
13,7063652,Αγγούρια,0.98,2.05,aggouria.jpg,Λαχανικά,Kg,,ab,13-01-2026,19-01-2026
14,7063710,Κολοκύθια,1.98,6.3,kolokuthia.jpg,Λαχανικά,kg,,ab,13-01-2026,19-01-2026
15,7063845,Μαρούλια,0.89,1.59,maroulia.jpg,Λαχανικά,Kg,,ab,13-01-2026,19-01-2026
16,7338136,Ρόκα,1.1,1.1,roka.jpg,Λαχανικά,Kg,,ab,13-01-2026,19-01-2026
17.1,7064162,Πατάτες Κύπρου,1.55,1.55,patates_kuprou.jpg,Λαχανικά,Kg,,ab,13-01-2026,19-01-2026
17.2,7335944,Πατάτες εγχώριες,0.83,2.05,patates_egxories.jpg,Λαχανικά,Kg,,ab,13-01-2026,19-01-2026
18,7064239,Σκόρδα (κομμάτι),0.65,0.65,skorda.jpg,Λαχανικά,τμχ.,,ab,13-01-2026,19-01-2026
19,7064213,Κρεμμύδια ξερά,0.93,2.09,kremmudia_xeria.jpg,Λαχανικά,Kg,,ab,13-01-2026,19-01-2026
2,7062943,Λεμόνια,1.69,2.55,lemonia.jpg,Φρούτα,Kg,,ab,13-01-2026,19-01-2026
20,7064229,Κρεμμύδια φρέσκα,2.29,2.29,kremmudia_freska.jpg,Λαχανικά,Kg,,ab,13-01-2026,19-01-2026
21,7063904,Σπανάκι,2.15,5.45,spanaki.jpg,Λαχανικά,Kg,,ab,13-01-2026,19-01-2026
22,7063905,Παντζάρια,1.48,3.99,pantzaria.jpg,Λαχανικά,Kg,,ab,13-01-2026,19-01-2026
