CATEGORY,BARCODE,NAME,PRICE_MIN,PRICE_MAX,IMAGE,CATEGORY_NAME,UNIT,DISPLAY,retailer,from,to,null,2,80160,Λεμόνια,1.25,1.32,Lemoni.png
,,,,,,,,,lidl,06-05-2025,12-05-2025,,14,82345,Κολοκύθια,1.89,1.89,Kolokythi.png
,,,,,,,,,lidl,06-05-2025,12-05-2025,,15,82126,Μαρούλια,"1.,63","1.,63",Marouli.png
,,,,,,,,,lidl,06-05-2025,12-05-2025,,17.1,83165,Πατάτες Κύπρου,1.84,1.84,Patata-Kyprou.png
,,,,,,,,,lidl,06-05-2025,12-05-2025,,17.2,83155,Πατάτες εγχώριες,0.68,0.83,Patata.png
,,,,,,,,,lidl,06-05-2025,12-05-2025,,18,82706,Σκόρδα (κομμάτι),0.40,0.54,Skordo.png
,,,,,,,,,lidl,06-05-2025,12-05-2025,,19,83345,Κρεμμύδια ξερά,0.95,0.98,Kremmydi-kokkino.png
,,,,,,,,,lidl,06-05-2025,12-05-2025,,20,82236,Κρεμμύδια φρέσκα,5.33,5.33,Kremmydaki-fresko.png
,,,,,,,,,lidl,06-05-2025,12-05-2025,,22,82815,Παντζάρια,1.25,1.25,Pantzari.png
,,,,,,,,,lidl,06-05-2025,12-05-2025,,23,82755,Καρότα,0.69,0.90,Karoto.png
,,,,,,,,,lidl,06-05-2025,12-05-2025,,24,82273,Ραπανάκια,6.25,6.25,Rapanakia.png
,,,,,,,,,lidl,06-05-2025,12-05-2025,,25,82955,Λάχανα,0.84,0.84,Laxano-aspro.png
,,,,,,,,,lidl,06-05-2025,12-05-2025,,26,82875,Κουνουπίδια,1.55,1.55,Kounoupidi.png
,,,,,,,,,lidl,06-05-2025,12-05-2025,,27,82895,Μπρόκολο,2.35,2.58,Mprokolo.png
,,,,,,,,,lidl,06-05-2025,12-05-2025,,28.1,82580,Πιπεριές χονδρές,2.75,5.70,Piperia-xanthi.png
,,,,,,,,,lidl,06-05-2025,12-05-2025,,28.2,82535,Πιπεριές μακριές,2.59,2.59,Piperia-kerato.png
,,,,,,,,,lidl,06-05-2025,12-05-2025,,29,82180,Μελιτζάνες,1.85,1.85,Melitzana.png
,,,,,,,,,lidl,06-05-2025,12-05-2025,,30,83096,Μαϊντανός,6.50,6.50,Maintanos-matsaki.png
,,,,,,,,,lidl,06-05-2025,12-05-2025,,31,83080,Άνηθος,6.50,6.50,Anithos-matsaki.png
1,520011772,Σταφύλια,4.98,5.39,3152428_1.jpg,Φρούτα,Kg,,masoutis,06-05-2025,12-05-2025,,,,,,,
2,210649000,Λεμόνια,1.35,1.35,0317826_1.jpg,Φρούτα,Kg,,masoutis,06-05-2025,12-05-2025,,,,,,,
3,219851600,Μπανάνες,1.38,1.85,0317990_1.jpg,Φρούτα,Kg,,masoutis,06-05-2025,12-05-2025,,,,,,,
4,210651800,Πορτοκάλια Βαλέντσια,0.89,1.55,3274826_1.jpg,Φρούτα,Kg,,masoutis,06-05-2025,12-05-2025,,,,,,,
6,210695600,Αχλάδια,1.6,2.73,0532788_1.jpg,Φρούτα,Kg,,masoutis,06-05-2025,12-05-2025,,,,,,,
8,521400055,Ρόδια,5.53,5.53,0318360_1.jpg,Φρούτα,Kg,,masoutis,06-05-2025,12-05-2025,,,,,,,
9,521400277,Μανιτάρια,3.96,6.7,3870631_1.jpg,Λαχανικά,Kg,,masoutis,06-05-2025,12-05-2025,,,,,,,
11,219861100,Τομάτες,1.78,2.35,0317560_1.jpg,Λαχανικά,Kg,,masoutis,06-05-2025,12-05-2025,,,,,,,
12,521400128,Τοματίνια,3.68,7.96,3599933_1.jpg,Λαχανικά,Kg,,masoutis,06-05-2025,12-05-2025,,,,,,,
13,520013367,Αγγούρια,0.45,0.45,0318451_1.jpg,Λαχανικά,Kg,,masoutis,06-05-2025,12-05-2025,,,,,,,
14,219814300,Κολοκύθια,1.75,1.95,0317677_1.jpg,Λαχανικά,kg,,masoutis,06-05-2025,12-05-2025,,,,,,,
15,210685500,Μαρούλια,0.68,0.75,0317719_1.jpg,Λαχανικά,Kg,,masoutis,06-05-2025,12-05-2025,,,,,,,
16,520013430,Ρόκα,9.58,9.58,3573615_1.jpg,Λαχανικά,Kg,,masoutis,06-05-2025,12-05-2025,,,,,,,
18,843701919,Σκόρδα (κομμάτι),0.43,0.45,0496489_1.jpg,Λαχανικά,τμχ.,,masoutis,06-05-2025,12-05-2025,,,,,,,
19,219855300,Κρεμμύδια ξερά,0.98,1.19,2152155_1.jpg,Λαχανικά,Kg,,masoutis,06-05-2025,12-05-2025,,,,,,,
20,520013430,Κρεμμύδια φρέσκα,0.82,0.82,0574418_1.jpg,Λαχανικά,Kg,,masoutis,06-05-2025,12-05-2025,,,,,,,
21,210614200,Σπανάκι,1.85,1.85,0317685_1.jpg,Λαχανικά,Kg,,masoutis,06-05-2025,12-05-2025,,,,,,,
22,210613800,Παντζάρια,1.35,1.35,0317636_1.jpg,Λαχανικά,Kg,,masoutis,06-05-2025,12-05-2025,,,,,,,
23,210686900,Καρότα,0.74,1.84,0318261_1.jpg,Λαχανικά,Kg,,masoutis,06-05-2025,12-05-2025,,,,,,,
24,520011861,Ραπανάκια,6.4,6.4,0444836_1.jpg,Λαχανικά,Kg,,masoutis,06-05-2025,12-05-2025,,,,,,,
25,210686800,Λάχανα,0.86,2.55,0317727_1.jpg,Λαχανικά,Kg,,masoutis,06-05-2025,12-05-2025,,,,,,,
26,210615100,Κουνουπίδια,1.67,1.67,0317776_1.jpg,Λαχανικά,Kg,,masoutis,06-05-2025,12-05-2025,,,,,,,
27,210637800,Μπρόκολα,2.3,2.36,3204070_1.jpg,Λαχανικά,Kg,,masoutis,06-05-2025,12-05-2025,,,,,,,
29,219856800,Μελιτζάνες,1.75,1.75,0317669_1.jpg,Λαχανικά,Kg,,masoutis,06-05-2025,12-05-2025,,,,,,,
30,520013430,Μαϊντανός,6.5,6.5,0318469_1.jpg,Λαχανικά,Kg,,masoutis,06-05-2025,12-05-2025,,,,,,,
31,520013430,Ανηθος,6.7,6.7,0437285_1.jpg,Λαχανικά,Kg,,masoutis,06-05-2025,12-05-2025,,,,,,,
32,210691500,Σέλινο,1.78,2.93,0317768_1.jpg,Λαχανικά,Kg,,masoutis,06-05-2025,12-05-2025,,,,,,,
33,210665900,Φασολάκια,3.48,3.48,,Λαχανικά,Kg,,masoutis,06-05-2025,12-05-2025,,,,,,,
17.1,210681000,Πατάτες Κύπρου,1.85,1.85,1697325_1.jpg,Λαχανικά,Kg,,masoutis,06-05-2025,12-05-2025,,,,,,,
17.2,219859100,Πατάτες εγχώριες,0.98,2.09,0317479_1.jpg,Λαχανικά,Kg,,masoutis,06-05-2025,12-05-2025,,,,,,,
17.3,219809600,Πατάτες εισαγωγής,0.82,1.98,0539759_1.jpg,Λαχανικά,Kg,,masoutis,06-05-2025,12-05-2025,,,,,,,
28.1,520037810,Πιπεριές χονδρές,2.78,2.78,0317651_1.jpg,Λαχανικά,Kg,,masoutis,06-05-2025,12-05-2025,,,,,,,
28.2,764460243,Πιπεριές μακριές,2.62,3.42,0317644_1.jpg,Λαχανικά,Kg,,masoutis,06-05-2025,12-05-2025,,,,,,,
7.1,210686500,Μήλα Golden Delicious,1.85,1.85,0317149_1.jpg,Φρούτα,Kg,,masoutis,06-05-2025,12-05-2025,,,,,,,
7.2,219860900,Μήλα Granny Smith,1.6,1.6,0317131_1.jpg,Φρούτα,Kg,,masoutis,06-05-2025,12-05-2025,,,,,,,
7.3,210647400,Μήλα Starkin Delicious,1.29,2.2,3339017_1.jpg,Φρούτα,Kg,,masoutis,06-05-2025,12-05-2025,,,,,,,
2,14202046,Λεμόνια,1.49,1.69,14202046_1.jpg,Φρούτα,Kg,,marketin,06-05-2025,12-05-2025,,,,,,,
3,14202293,Μπανάνες,1.67,1.89,14202293_1.jpg,Φρούτα,Kg,,marketin,06-05-2025,12-05-2025,,,,,,,
4,14202467,Πορτοκάλια,1.15,1.25,14202467_1.jpg,Φρούτα,Kg,,marketin,06-05-2025,12-05-2025,,,,,,,
6,14202768,Αχλάδια,1.59,2.09,14202768_1.jpg,Φρούτα,Kg,,marketin,06-05-2025,12-05-2025,,,,,,,
7,89012587,Μήλα,2.12,2.28,89012587_1.jpg,Φρούτα,Kg,,marketin,06-05-2025,12-05-2025,,,,,,,
7.1,14202362,Μήλα Golden Delicious,1.85,2.18,14202362_1.jpg,Φρούτα,Kg,,marketin,06-05-2025,12-05-2025,,,,,,,
7.2,14202438,Μήλα Granny Smith ,1.59,1.87,14202438_1.jpg,Φρούτα,Kg,,marketin,06-05-2025,12-05-2025,,,,,,,
7.3,14202648,Μήλα Starkin Delicious,1.45,1.65,14202648_1.jpg,Φρούτα,Kg,,marketin,06-05-2025,12-05-2025,,,,,,,
9,14202126,Μανιτάρια,1.35,3.69,14202126_1.jpg,Λαχανικά,Kg,,marketin,06-05-2025,12-05-2025,,,,,,,
11,14202121,Τομάτες,1.78,1.98,14202121_1.jpg,Λαχανικά,Kg,,marketin,06-05-2025,12-05-2025,,,,,,,
12,89009116,Τοματίνια,1.69,1.79,89009116_1.jpg,Λαχανικά,Kg,,marketin,06-05-2025,12-05-2025,,,,,,,
13,14202005,Αγγούρια,0.39,1.24,14202005_1.jpg,Λαχανικά,Kg,,marketin,06-05-2025,12-05-2025,,,,,,,
14,14202384,Κολοκύθια,1.74,1.89,14202384_1.jpg,Λαχανικά,kg,,marketin,06-05-2025,12-05-2025,,,,,,,
15,14202591,Μαρούλια,0.66,0.82,14202591_1.jpg,Λαχανικά,Kg,,marketin,06-05-2025,12-05-2025,,,,,,,
16,14202031,Ρόκα,0.68,0.78,14202031_1.jpg,Λαχανικά,Kg,,marketin,06-05-2025,12-05-2025,,,,,,,
17.1,89089328,Πατάτες Κύπρου,1.68,3.69,transparent.png,Λαχανικά,Kg,,marketin,06-05-2025,12-05-2025,,,,,,,
17.2,14202999,Πατάτες εγχώριες,0.83,0.95,14202999_1.jpg,Λαχανικά,Kg,,marketin,06-05-2025,12-05-2025,,,,,,,
17.3 ,89014964,Πατάτες εισαγωγής,1.98,2.29,89014964_1.jpg,,,,marketin,06-05-2025,12-05-2025,,,,,,,
18,14202156,Σκόρδα (κομμάτι),0.6,0.69,14202156_1.jpg,Λαχανικά,τμχ.,,marketin,06-05-2025,12-05-2025,,,,,,,
19,14202233,Κρεμμύδια ξερά,0.98,1.19,14202233_1.jpg,Λαχανικά,Kg,,marketin,06-05-2025,12-05-2025,,,,,,,
20,89004469,Κρεμμύδια φρέσκα,0.79,0.95,89004469_1.jpg,Λαχανικά,Kg,,marketin,06-05-2025,12-05-2025,,,,,,,
21,14202131,Σπανάκι,1.84,2.15,14202131_1.jpg,Λαχανικά,Kg,,marketin,06-05-2025,12-05-2025,,,,,,,
23,14202232,Καρότα,0.74,0.89,14202232_1.jpg,Λαχανικά,Kg,,marketin,06-05-2025,12-05-2025,,,,,,,
25,14202422,Λάχανα,0.89,0.98,14202422_1.jpg,Λαχανικά,Kg,,marketin,06-05-2025,12-05-2025,,,,,,,
26,14202025,Κουνουπίδια,1.65,1.95,14202025_1.jpg,Λαχανικά,Kg,,marketin,06-05-2025,12-05-2025,,,,,,,
27,14202767,Μπρόκολο,2.35,2.58,14202767_1.jpg,Λαχανικά,Kg,,marketin,06-05-2025,12-05-2025,,,,,,,
28.1,14202001,Πιπεριές χονδρές,2.48,3.05,14202001_1.jpg,Λαχανικά,Kg,,marketin,06-05-2025,12-05-2025,,,,,,,
28.2,14202684,Πιπεριές μακριές,2.6,3.75,14202684_1.jpg,Λαχανικά,Kg,,marketin,06-05-2025,12-05-2025,,,,,,,
29,14202454,Μελιτζάνες,1.74,1.88,14202454_1.jpg,Λαχανικά,Kg,,marketin,06-05-2025,12-05-2025,,,,,,,
30,14202082,Μαϊντανός,0.64,0.75,14202082_1.jpg,Λαχανικά,Kg,,marketin,06-05-2025,12-05-2025,,,,,,,
31,14202047,’νηθος,0.64,0.72,14202047_1.jpg,Λαχανικά,Kg,,marketin,06-05-2025,12-05-2025,,,,,,,
32,14202367,Σέλινο,0.59,0.63,14202367_1.jpg,Λαχανικά,Kg,,marketin,06-05-2025,12-05-2025,,,,,,,
2,198021                                                      ,Λεμόνια,1.45,1.45,198021_E1.jpg,Φρούτα,Kg,,mymarket,06-05-2025,12-05-2025,,,,,,,
3,192041/198242                                               ,Μπανάνες,1.68,2.19,,Φρούτα,Kg,,mymarket,06-05-2025,12-05-2025,,,,,,,
4,198117/198452                                               ,Πορτοκάλια Βαλέντσια,1.14,1.19,,Φρούτα,Kg,,mymarket,06-05-2025,12-05-2025,,,,,,,
5,198251/198433                                               ,Μανταρίνια,2.99,3.69,,Φρούτα,Kg,,mymarket,06-05-2025,12-05-2025,,,,,,,
6,198103/198274                                               ,Αχλάδια,1.74,3.99,,Φρούτα,Kg,,mymarket,06-05-2025,12-05-2025,,,,,,,
7.1,198096                                                      ,Μήλα Golden Delicious,2.29,2.29,198096_E1.jpg,Φρούτα,Kg,,mymarket,06-05-2025,12-05-2025,,,,,,,
7.2,198095                                                      ,Μήλα Granny Smith ,1.59,1.59,198095_E1.jpg,Φρούτα,Kg,,mymarket,06-05-2025,12-05-2025,,,,,,,
7.3,198132                                                      ,Μήλα Starkin Delicious,1.40,1.40,198132_E1.jpg,Φρούτα,Kg,,mymarket,06-05-2025,12-05-2025,,,,,,,
8,198212                                                      ,Ρόδια,5.40,5.40,198212_E1.jpg,Φρούτα,Kg,,mymarket,06-05-2025,12-05-2025,,,,,,,
9,192081/198179                                               ,Μανιτάρια,5.10,7.98,,Λαχανικά,Kg,,mymarket,06-05-2025,12-05-2025,,,,,,,
11,198028                                                      ,Τομάτες,1.78,1.78,198028_E1.jpg,Λαχανικά,Kg,,mymarket,06-05-2025,12-05-2025,,,,,,,
12,192066/198676                                               ,Τοματίνια,3.99,7.16,,Λαχανικά,Kg,,mymarket,06-05-2025,12-05-2025,,,,,,,
13,198026                                                      ,Αγγούρια,0.40,0.40,198026_E1.jpg,Λαχανικά,Kg,,mymarket,06-05-2025,12-05-2025,,,,,,,
14,198027                                                      ,Κολοκύθια,1.85,1.85,198027_E1.jpg,Λαχανικά,kg,,mymarket,06-05-2025,12-05-2025,,,,,,,
15,198024                                                      ,Μαρούλια,0.72,0.72,198024_E1.jpg,Λαχανικά,Kg,,mymarket,06-05-2025,12-05-2025,,,,,,,
16,198171                                                      ,Ρόκα,9.90,9.90,198171_E1.jpg,Λαχανικά,Kg,,mymarket,06-05-2025,12-05-2025,,,,,,,
17.1,198705                                                      ,Πατάτες Κύπρου,1.85,1.85,198705_E1.jpg,Λαχανικά,Kg,,mymarket,06-05-2025,12-05-2025,,,,,,,
17.2,192303                                                      ,Πατάτες εγχώριες,1.64,1.64,,Λαχανικά,Kg,,mymarket,06-05-2025,12-05-2025,,,,,,,
17.3,198257/198430                                               ,Πατάτες εισαγωγής,2.40,2.40,,Λαχανικά,Kg,,mymarket,06-05-2025,12-05-2025,,,,,,,
18,198183                                                      ,Σκόρδα (κομμάτι),0.69,0.69,198183_E1.jpg,Λαχανικά,τμχ.,,mymarket,06-05-2025,12-05-2025,,,,,,,
19,198046/198187                                               ,Κρεμμύδια ξερά,0.99,1.20,,Λαχανικά,Kg,,mymarket,06-05-2025,12-05-2025,,,,,,,
20,198013                                                      ,Κρεμμύδια φρέσκα,2.30,2.30,198013_E1.jpg,Λαχανικά,Kg,,mymarket,06-05-2025,12-05-2025,,,,,,,
21,198009                                                      ,Σπανάκι,2.09,2.09,198009_E1.jpg,Λαχανικά,Kg,,mymarket,06-05-2025,12-05-2025,,,,,,,
22,198012                                                      ,Παντζάρια,1.50,1.50,198012_E1.jpg,Λαχανικά,Kg,,mymarket,06-05-2025,12-05-2025,,,,,,,
23,192321/198791                                               ,Καρότα,0.85,1.00,,Λαχανικά,Kg,,mymarket,06-05-2025,12-05-2025,,,,,,,
24,192062                                                      ,Ραπανάκια,0.97,0.97,192062_E1.jpg,Λαχανικά,Kg,,mymarket,06-05-2025,12-05-2025,,,,,,,
25,198034/198035                                               ,Λάχανα,0.99,1.45,,Λαχανικά,Kg,,mymarket,06-05-2025,12-05-2025,,,,,,,
26,198036                                                      ,Κουνουπίδια,1.90,1.90,198036_E1.jpg,Λαχανικά,Kg,,mymarket,06-05-2025,12-05-2025,,,,,,,
27,198156                                                      ,Μπρόκολο,2.55,2.55,198156_E1.jpg,Λαχανικά,Kg,,mymarket,06-05-2025,12-05-2025,,,,,,,
28.1,198039                                                      ,Πιπεριές χονδρές,2.99,2.99,198039_E1.jpg,Λαχανικά,Kg,,mymarket,06-05-2025,12-05-2025,,,,,,,
28.2,198040                                                      ,Πιπεριές μακριές,2.95,2.95,198040_E1.jpg,Λαχανικά,Kg,,mymarket,06-05-2025,12-05-2025,,,,,,,
29,198037/198038                                               ,Μελιτζάνες,1.78,2.94,,Λαχανικά,Kg,,mymarket,06-05-2025,12-05-2025,,,,,,,
30,198003                                                      ,Μαϊντανός,0.70,0.70,.,Λαχανικά,Kg,,mymarket,06-05-2025,12-05-2025,,,,,,,
31,198001                                                      ,Άνηθος,0.75,0.75,198001_E1.jpg,Λαχανικά,Kg,,mymarket,06-05-2025,12-05-2025,,,,,,,
32,198002                                                      ,Σέλινο,1.89,1.89,198002_E1.jpg,Λαχανικά,Kg,,mymarket,06-05-2025,12-05-2025,,,,,,,
1,1,ΣΤΑΦΥΛΙΑ,"4,98","4,98",,Φρούτα,Kg,,sklavenitis,06-05-2025,12-05-2025,,,,,,,
2,2,ΛΕΜΟΝΙΑ,"1,3","1,3",,Φρούτα,Kg,,sklavenitis,06-05-2025,12-05-2025,,,,,,,
3,3,ΜΠΑΝΑΝΕΣ,"1,38","3,85",,Φρούτα,Kg,,sklavenitis,06-05-2025,12-05-2025,,,,,,,
4,4,ΠΟΡΤΟΚΑΛΙΑ ΒΑΛΕΝΤΣΙΑ,"0,84","1,48",,Φρούτα,Kg,,sklavenitis,06-05-2025,12-05-2025,,,,,,,
5,5,ΜΑΝΤΑΡΙΝΙΑ,"1,53","3,15",,Φρούτα,Kg,,sklavenitis,06-05-2025,12-05-2025,,,,,,,
6,6,ΑΧΛΑΔΙΑ,"1,65","3,85",,Φρούτα,Kg,,sklavenitis,06-05-2025,12-05-2025,,,,,,,
7.1,7.1,ΜΗΛΑ GOLDEN DELICIOUS,"1,86","1,88",,Φρούτα,Kg,,sklavenitis,06-05-2025,12-05-2025,,,,,,,
7.2,7.2,ΜΗΛΑ GRANNY SMITH,"1,3","1,3",,Φρούτα,Kg,,sklavenitis,06-05-2025,12-05-2025,,,,,,,
7.3,7.3,ΜΗΛΑ STARKIN DELICIOUS,"1,25","2,2",,Φρούτα,Kg,,sklavenitis,06-05-2025,12-05-2025,,,,,,,
8,8,ΡΟΔΙΑ,"5,45","5,45",,Φρούτα,Kg,,sklavenitis,06-05-2025,12-05-2025,,,,,,,
9,9,ΜΑΝΙΤΑΡΙΑ,"4,23","7,64",,Λαχανικά,Kg,,sklavenitis,06-05-2025,12-05-2025,,,,,,,
10,10,ΑΓΚΙΝΑΡΕΣ,"0,7","0,7",,Λαχανικά,Kg,,sklavenitis,06-05-2025,12-05-2025,,,,,,,
11,11,ΝΤΟΜΑΤΕΣ,"1,47","2,32",,Λαχανικά,Kg,,sklavenitis,06-05-2025,12-05-2025,,,,,,,
12,12,ΝΤΟΜΑΤΙΝΙΑ,"3,37","8,6",,Λαχανικά,Kg,,sklavenitis,06-05-2025,12-05-2025,,,,,,,
13,13,ΑΓΓΟΥΡΙΑ,"1,25","1,78",,Λαχανικά,Kg,,sklavenitis,06-05-2025,12-05-2025,,,,,,,
14,14,ΚΟΛΟΚΥΘΙΑ,"1,68","2,05",,Λαχανικά,kg,,sklavenitis,06-05-2025,12-05-2025,,,,,,,
15a,15a,ΜΑΡΟΥΛΙΑ,"1,53","1,53",,,,,sklavenitis,06-05-2025,12-05-2025,,,,,,,
15b,15b,ΜΑΡΟΥΛΙΑ ΤΕΜΑΧΙΟ,"0,53","0,88",,,,,sklavenitis,06-05-2025,12-05-2025,,,,,,,
16,16,ΡΟΚΑ,"6,5","6,5",,Λαχανικά,Kg,,sklavenitis,06-05-2025,12-05-2025,,,,,,,
17.1,17.1,ΠΑΤΑΤΕΣ ΚΥΠΡΟΥ,"1,85","1,85",,Λαχανικά,Kg,,sklavenitis,06-05-2025,12-05-2025,,,,,,,
17.2,17.2,ΠΑΤΑΤΕΣ ΕΓΧΩΡΙΕΣ,"0,83","1,96",,Λαχανικά,Kg,,sklavenitis,06-05-2025,12-05-2025,,,,,,,
17.3,17.3,ΠΑΤΑΤΕΣ ΕΙΣΑΓΩΓΗΣ,"0,83","1,98",,Λαχανικά,Kg,,sklavenitis,06-05-2025,12-05-2025,,,,,,,
18,18,ΣΚΟΡΔΑ ΤΕΜΑΧΙΟ,"0,4","0,65",,Λαχανικά,τμχ.,,sklavenitis,06-05-2025,12-05-2025,,,,,,,
19,19,ΚΡΕΜΜΥΔΙΑ ΞΕΡΑ,"0,67","1,15",,Λαχανικά,Kg,,sklavenitis,06-05-2025,12-05-2025,,,,,,,
20,20,ΚΡΕΜΜΥΔΙΑ ΦΡΕΣΚΑ,"2,15","5,47",,Λαχανικά,Kg,,sklavenitis,06-05-2025,12-05-2025,,,,,,,
21,21,ΣΠΑΝΑΚΙ,"1,85","1,85",,Λαχανικά,Kg,,sklavenitis,06-05-2025,12-05-2025,,,,,,,
22,22,ΠΑΝΤΖΑΡΙΑ,"1,3","1,3",,Λαχανικά,Kg,,sklavenitis,06-05-2025,12-05-2025,,,,,,,
23,23,ΚΑΡΟΤΑ,"0,74","0,9",,Λαχανικά,Kg,,sklavenitis,06-05-2025,12-05-2025,,,,,,,
24,24,ΡΑΠΑΝΑΚΙΑ,"6,24","6,4",,Λαχανικά,Kg,,sklavenitis,06-05-2025,12-05-2025,,,,,,,
25,25,ΛΑΧΑΝΑ,"0,84","2,55",,Λαχανικά,Kg,,sklavenitis,06-05-2025,12-05-2025,,,,,,,
26,26,ΚΟΥΝΟΥΠΙΔΙΑ,"1,7","1,7",,Λαχανικά,Kg,,sklavenitis,06-05-2025,12-05-2025,,,,,,,
27,27,ΜΠΡΟΚΟΛΑ,"2,45","2,45",,Λαχανικά,Kg,,sklavenitis,06-05-2025,12-05-2025,,,,,,,
28.1,28.1,ΠΙΠΕΡΙΕΣ ΧΟΝΤΡΕΣ,"2,55","6,2",,Λαχανικά,Kg,,sklavenitis,06-05-2025,12-05-2025,,,,,,,
28.2,28.2,ΠΙΠΕΡΙΕΣ ΜΑΚΡΙΕΣ,"2,4","3,35",,Λαχανικά,Kg,,sklavenitis,06-05-2025,12-05-2025,,,,,,,
29,29,ΜΕΛΙΤΖΑΝΕΣ,"1,75","2,75",,Λαχανικά,Kg,,sklavenitis,06-05-2025,12-05-2025,,,,,,,
30,30,ΜΑΪΝΤΑΝΟΣ,"6,5","6,5",,Λαχανικά,Kg,,sklavenitis,06-05-2025,12-05-2025,,,,,,,
31,31,ΑΝΙΘΟΣ,"6,5","6,5",,Λαχανικά,Kg,,sklavenitis,06-05-2025,12-05-2025,,,,,,,
32,32,ΣΕΛΙΝΟ,"1,6",5,,Λαχανικά,Kg,,sklavenitis,06-05-2025,12-05-2025,,,,,,,
33,33,ΦΑΣΟΛΑΚΙΑ,"5,25","5,25",,Λαχανικά,Kg,,sklavenitis,06-05-2025,12-05-2025,,,,,,,
13,5235,Αγγούρια,1.10,1.10,,Λαχανικά,Kg,,xalkiadakis,06-05-2025,12-05-2025,,,,,,,
31,5242,Άνηθος,0.78,0.78,,Λαχανικά,Kg,,xalkiadakis,06-05-2025,12-05-2025,,,,,,,
6,5317,Αχλάδια,1.85,1.85,,Φρούτα,Kg,,xalkiadakis,06-05-2025,12-05-2025,,,,,,,
23,5212,Καρότα,0.88,0.88,,Λαχανικά,Kg,,xalkiadakis,06-05-2025,12-05-2025,,,,,,,
14,177209,Κολοκύθια,1.50,1.50,,Λαχανικά,kg,,xalkiadakis,06-05-2025,12-05-2025,,,,,,,
26,5228,Κουνουπίδια,2.25,2.25,,Λαχανικά,Kg,,xalkiadakis,06-05-2025,12-05-2025,,,,,,,
19,5211,Κρεμμύδια ξερά,1.18,1.18,,Λαχανικά,Kg,,xalkiadakis,06-05-2025,12-05-2025,,,,,,,
20,5244,Κρεμμύδια φρέσκα,0.88,0.88,,Λαχανικά,Kg,,xalkiadakis,06-05-2025,12-05-2025,,,,,,,
25,5239,Λάχανα,0.88,0.88,,Λαχανικά,Kg,,xalkiadakis,06-05-2025,12-05-2025,,,,,,,
2,5298,Λεμόνια,1.28,1.28,,Φρούτα,Kg,,xalkiadakis,06-05-2025,12-05-2025,,,,,,,
30,5232,Μαϊντανός,0.78,0.78,,Λαχανικά,Kg,,xalkiadakis,06-05-2025,12-05-2025,,,,,,,
9,29248,Μανιτάρια,4.15,4.15,,Λαχανικά,Kg,,xalkiadakis,06-05-2025,12-05-2025,,,,,,,
5,177092,Μανταρίνια,1.82,1.82,,Φρούτα,Kg,,xalkiadakis,06-05-2025,12-05-2025,,,,,,,
15,118449,Μαρούλια,0.65,0.65,,Λαχανικά,Kg,,xalkiadakis,06-05-2025,12-05-2025,,,,,,,
29,5216,Μελιτζάνες,1.45,1.45,,Λαχανικά,Kg,,xalkiadakis,06-05-2025,12-05-2025,,,,,,,
7.1,5245,Μήλα Golden Delicious,2.10,2.10,,Φρούτα,Kg,,xalkiadakis,06-05-2025,12-05-2025,,,,,,,
7.2,5215,Μήλα Granny Smith ,1.87,1.87,,Φρούτα,Kg,,xalkiadakis,06-05-2025,12-05-2025,,,,,,,
7.3,5208,Μήλα Starkin Delicious,1.75,1.75,,Φρούτα,Kg,,xalkiadakis,06-05-2025,12-05-2025,,,,,,,
3,5237,Μπανάνες,1.68,1.68,,Φρούτα,Kg,,xalkiadakis,06-05-2025,12-05-2025,,,,,,,
27,5236,Μπρόκολο,3.15,3.15,,Λαχανικά,Kg,,xalkiadakis,06-05-2025,12-05-2025,,,,,,,
22,5241,Παντζάρια,1.28,1.28,,Λαχανικά,Kg,,xalkiadakis,06-05-2025,12-05-2025,,,,,,,
17,43492,Πατάτες,1.38,1.38,,Λαχανικά,Kg,,xalkiadakis,06-05-2025,12-05-2025,,,,,,,
17.2,55033,Πατάτες εγχώριες,1.18,1.18,,Λαχανικά,Kg,,xalkiadakis,06-05-2025,12-05-2025,,,,,,,
17.1,44153,Πατάτες Κύπρου,1.85,1.85,,Λαχανικά,Kg,,xalkiadakis,06-05-2025,12-05-2025,,,,,,,
28.2,5321,Πιπεριές μακριές,2.55,2.55,,Λαχανικά,Kg,,xalkiadakis,06-05-2025,12-05-2025,,,,,,,
28.1,5222,Πιπεριές χονδρές,2.35,2.35,,Λαχανικά,Kg,,xalkiadakis,06-05-2025,12-05-2025,,,,,,,
4,5213,Πορτοκάλια Βαλέντσια,1.20,1.20,,Φρούτα,Kg,,xalkiadakis,06-05-2025,12-05-2025,,,,,,,
24,5273,Ραπανάκια,1.85,1.85,,Λαχανικά,Kg,,xalkiadakis,06-05-2025,12-05-2025,,,,,,,
8,5323,Ρόδια,6.20,6.20,,Φρούτα,Kg,,xalkiadakis,06-05-2025,12-05-2025,,,,,,,
16,118438,Ρόκα,1.20,1.20,,Λαχανικά,Kg,,xalkiadakis,06-05-2025,12-05-2025,,,,,,,
32,5243,Σέλινο,0.65,0.65,,Λαχανικά,Kg,,xalkiadakis,06-05-2025,12-05-2025,,,,,,,
18,98893,Σκόρδα (κομμάτι),0.58,0.58,,Λαχανικά,τμχ.,,xalkiadakis,06-05-2025,12-05-2025,,,,,,,
21,5259,Σπανάκι,2.15,2.15,,Λαχανικά,Kg,,xalkiadakis,06-05-2025,12-05-2025,,,,,,,
